ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,ShareholdingThreshold,RegistrableDate,EndDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,Link_1
6236,,Shares in Renewable Parts Ltd,2024-07-24,2024-07-24,,Shareholdings,Mr Angus MacDonald,5362,(i) Shareholdings: over 15% of issued share capital,,,Renewable Parts Ltd,Supply of parts for wind turbines,,DelegatedManagementCompany,https://interests-api.parliament.uk/api/v1/Interests/6236
6222,,Shares in Clayduck Ltd,2024-07-23,2024-07-23,,Shareholdings,Gareth Snell,4595,(i) Shareholdings: over 15% of issued share capital,,,Clayduck Ltd,,Jointly with my partner,,https://interests-api.parliament.uk/api/v1/Interests/6222
6971,,Shares in Lemonade Partners,2024-07-23,2024-07-23,,Shareholdings,Mr James Frith,4637,(i) Shareholdings: over 15% of issued share capital,,,Lemonade Partners,Management consultancy activities other than financial management,Jointly with my wife,,https://interests-api.parliament.uk/api/v1/Interests/6971
6969,,Shares in Pull Together Ltd,2024-07-23,2024-07-23,,Shareholdings,Mr James Frith,4637,(i) Shareholdings: over 15% of issued share capital,,,Pull Together Ltd,Education services company trading as All Together,,,https://interests-api.parliament.uk/api/v1/Interests/6969
7070,,Shares in NWSD Professional Services Ltd,2024-07-23,2024-07-23,,Shareholdings,Mr Paul Foster,5074,(i) Shareholdings: over 15% of issued share capital,,,NWSD Professional Services Ltd,Social housing/student accommodation development consultancy,,,https://interests-api.parliament.uk/api/v1/Interests/7070
7010,,Shares in Labox Ltd,2024-07-23,2024-07-23,,Shareholdings,Sarah Gibson,5239,(i) Shareholdings: over 15% of issued share capital,,,Labox Ltd,Architectural practice,,,https://interests-api.parliament.uk/api/v1/Interests/7010
7068,,Shares in Project Furnishings Management Ltd (Dormant),2024-07-23,2024-07-23,,Shareholdings,Mr Paul Foster,5074,(i) Shareholdings: over 15% of issued share capital,,,Project Furnishings Management Ltd (Dormant),Supplies furniture,,,https://interests-api.parliament.uk/api/v1/Interests/7068
6794,,Shares in Labour First Ltd,2024-07-22,2024-07-22,,Shareholdings,Luke Akehurst,5112,(i) Shareholdings: over 15% of issued share capital,,,Labour First Ltd,Political organisation within the Labour Party,,,https://interests-api.parliament.uk/api/v1/Interests/6794
6895,,Shares in GB & CA DAVIES,2024-07-22,2024-07-22,,Shareholdings,Ann Davies,5177,(i) Shareholdings: over 15% of issued share capital,,,GB & CA DAVIES,farm business,jointly owned with my husband and another family member,,https://interests-api.parliament.uk/api/v1/Interests/6895
6891,,Shares in In And About Thetford Ltd,2024-07-22,2024-07-22,,Shareholdings,Terry Jermy,5338,(i) Shareholdings: over 15% of issued share capital,,,In And About Thetford Ltd,A company that publishes the About Thetford magazine,,,https://interests-api.parliament.uk/api/v1/Interests/6891
6894,,Shares in Meithrinfa Cwtsh Y Clos,2024-07-22,2024-07-22,,Shareholdings,Ann Davies,5177,(i) Shareholdings: over 15% of issued share capital,,,Meithrinfa Cwtsh Y Clos,Children's Nursery,co-owned by a family member,,https://interests-api.parliament.uk/api/v1/Interests/6894
6795,,Shares in Labour to Win Ltd,2024-07-22,2024-07-22,,Shareholdings,Luke Akehurst,5112,(i) Shareholdings: over 15% of issued share capital,,,Labour to Win Ltd,Political organisation within the Labour Party,,,https://interests-api.parliament.uk/api/v1/Interests/6795
6892,,Shares in Alec James Ltd,2024-07-22,2024-07-22,,Shareholdings,Terry Jermy,5338,(i) Shareholdings: over 15% of issued share capital,,,Alec James Ltd,Alec James Ltd was set up to own a residential property,Company is owned jointly with partner,,https://interests-api.parliament.uk/api/v1/Interests/6892
6807,,Shares in Community Conversations Ltd.,2024-07-22,2024-07-22,,Shareholdings,Daniel Francis,5184,(i) Shareholdings: over 15% of issued share capital,,,Community Conversations Ltd.,Public Consultation Company assisting developers and charitable organisations within the planning sector.,Jointly with my wife,,https://interests-api.parliament.uk/api/v1/Interests/6807
6561,,Shares in Bee Herd Media Ltd,2024-07-17,2024-07-19,,Shareholdings,Chris Kane,5155,(i) Shareholdings: over 15% of issued share capital,,,Bee Herd Media Ltd,marketing consultancy and digital content creation,jointly with my wife,,https://interests-api.parliament.uk/api/v1/Interests/6561
6739,,Shares in AutoSwot Ltd,2024-07-19,2024-07-19,,Shareholdings,Perran Moon,5208,(i) Shareholdings: over 15% of issued share capital,,,AutoSwot Ltd,An online training company,,,https://interests-api.parliament.uk/api/v1/Interests/6739
6688,,Shares in Venture Xtreme Consultancy Limited,2024-07-19,2024-07-19,,Shareholdings,Andy MacNae,5134,(i) Shareholdings: over 15% of issued share capital,,,Venture Xtreme Consultancy Limited,,,,https://interests-api.parliament.uk/api/v1/Interests/6688
6672,,Shares in Tisun Investments Ltd,2024-07-19,2024-07-19,,Shareholdings,Richard Tice,5161,(i) Shareholdings: over 15% of issued share capital,18/07/2024,,Tisun Investments Ltd,Property Investment and consultancy,,,https://interests-api.parliament.uk/api/v1/Interests/6672
6747,,Shares in Ashley Fox Consulting Ltd,2024-07-19,2024-07-19,,Shareholdings,Sir Ashley Fox,5101,(i) Shareholdings: over 15% of issued share capital,,,Ashley Fox Consulting Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/6747
6580,,Shares in Threshed Thought Ltd,2024-07-18,2024-07-19,,Shareholdings,Mike Martin,5219,(i) Shareholdings: over 15% of issued share capital,,,Threshed Thought Ltd,Conflict and defence,,,https://interests-api.parliament.uk/api/v1/Interests/6580
6320,,Shares in Pure,2024-07-15,2024-07-18,,Shareholdings,Michelle Scrogham,5049,(i) Shareholdings: over 15% of issued share capital,,,Pure,Retail fashion business,,,https://interests-api.parliament.uk/api/v1/Interests/6320
6540,,Shares in Moexco Ltd,2024-07-17,2024-07-18,,Shareholdings,Martin Wrigley,5111,(i) Shareholdings: over 15% of issued share capital,,,Moexco Ltd,Management consultancy - soon to become dormant,,,https://interests-api.parliament.uk/api/v1/Interests/6540
6593,,Shares in Quidnet REIT Ltd,2024-07-18,2024-07-18,,Shareholdings,Richard Tice,5161,(i) Shareholdings: over 15% of issued share capital,,,Quidnet REIT Ltd,Property Company,,,https://interests-api.parliament.uk/api/v1/Interests/6593
6652,,Shares in Chrysalis Investments Limited,2024-07-18,2024-07-18,,Shareholdings,Jack Rankin,5340,"(ii) Other shareholdings, valued at more than £70,000",,,Chrysalis Investments Limited,"Closed-ended investment company with objective of long-term capital growth, primarily in unquoted equity in portfolio companies.",,DelegatedManagementCompany,https://interests-api.parliament.uk/api/v1/Interests/6652
6520,,Shares in Labour Together Limited,2024-07-17,2024-07-17,,Shareholdings,Josh Simons,5060,(i) Shareholdings: over 15% of issued share capital,,,Labour Together Limited,,,,https://interests-api.parliament.uk/api/v1/Interests/6520
6196,,Shares in MGillett Consulting Ltd,2024-07-12,2024-07-12,,Shareholdings,Monica Harding,5299,(i) Shareholdings: over 15% of issued share capital,,,MGillett Consulting Ltd,Consultancy,,,https://interests-api.parliament.uk/api/v1/Interests/6196
6158,,Shares in Suffolk Ventures Limited,2024-07-11,2024-07-11,,Shareholdings,Patrick Spencer,5303,(i) Shareholdings: over 15% of issued share capital,,,Suffolk Ventures Limited,The company was set up to manage the marketing and rental income associated with property in Suffolk.,,,https://interests-api.parliament.uk/api/v1/Interests/6158
6123,,Shares in DBS Financial Solutions Ltd,2024-07-11,2024-07-11,,Shareholdings,David Burton-Sampson,5106,(i) Shareholdings: over 15% of issued share capital,,,DBS Financial Solutions Ltd,,With my Civil Partner,,https://interests-api.parliament.uk/api/v1/Interests/6123
6176,,Shares in Lloyds bank plc,2024-07-11,2024-07-11,,Shareholdings,Clive Jones,5207,"(ii) Other shareholdings, valued at more than £70,000",,,Lloyds bank plc,,,,https://interests-api.parliament.uk/api/v1/Interests/6176
6126,,Shares in DBS Rainbow Consultancy Ltd,2024-07-11,2024-07-11,,Shareholdings,David Burton-Sampson,5106,(i) Shareholdings: over 15% of issued share capital,,,DBS Rainbow Consultancy Ltd,Dormant consultancy company,With Civil Partner,,https://interests-api.parliament.uk/api/v1/Interests/6126
6150,,Shares in IPGL,2024-07-11,2024-07-11,,Shareholdings,Patrick Spencer,5303,"(ii) Other shareholdings, valued at more than £70,000",,,IPGL,Investment holdings company,,Trust,https://interests-api.parliament.uk/api/v1/Interests/6150
6058,,Shares in Chambers of Ayoub Khan Limited,2024-07-10,2024-07-10,,Shareholdings,Ayoub Khan,5357,(i) Shareholdings: over 15% of issued share capital,,,Chambers of Ayoub Khan Limited,Barrister,,,https://interests-api.parliament.uk/api/v1/Interests/6058
2572,,Shares in 100MPH Events Limited (dormant),,2023-12-28,2023-07-31,Shareholdings,Ian Murray,3966,(i) Shareholdings: over 15% of issued share capital,,,100MPH Events Limited (dormant),Event management,,,https://interests-api.parliament.uk/api/v1/Interests/2572
2561,,Shares in Kemyel Ltd,2021-10-04,2023-12-28,2023-05-11,Shareholdings,Mark Garnier,4074,(i) Shareholdings: over 15% of issued share capital,22/09/2021,,Kemyel Ltd,A company set up to manage my financial interests.,,,https://interests-api.parliament.uk/api/v1/Interests/2561
2569,,Shares in Llais Ltd (inactive),2017-07-06,2023-12-28,,Shareholdings,Anna McMorrin,4632,(i) Shareholdings: over 15% of issued share capital,,,Llais Ltd (inactive),Policy communications,,,https://interests-api.parliament.uk/api/v1/Interests/2569
2573,,Shares in Oh! Television (not trading),2016-01-11,2023-12-28,,Shareholdings,Brendan O'Hara,4371,(i) Shareholdings: over 15% of issued share capital,,,Oh! Television (not trading),Television production company,,,https://interests-api.parliament.uk/api/v1/Interests/2573
2487,,Shares in Compotex GmbH,2017-07-05,2023-12-24,,Shareholdings,Wera Hobhouse,4602,(i) Shareholdings: over 15% of issued share capital,,,Compotex GmbH,Technical textile finishing,,,https://interests-api.parliament.uk/api/v1/Interests/2487
2524,,Shares in Pluto Silverstone Co Invest LLP,2015-06-05,2023-12-24,,Shareholdings,Chris Philp,4503,(i) Shareholdings: over 15% of issued share capital,,,Pluto Silverstone Co Invest LLP,Property finance and investment,,,https://interests-api.parliament.uk/api/v1/Interests/2524
2526,,Shares in Pluto Development Partners LLP,2015-06-05,2023-12-24,,Shareholdings,Chris Philp,4503,(i) Shareholdings: over 15% of issued share capital,,,Pluto Development Partners LLP,Property finance and investment,,,https://interests-api.parliament.uk/api/v1/Interests/2526
2464,,Shares in Vintage Ghetto,2023-08-10,2023-12-24,,Shareholdings,Sarah Dyke,4995,(i) Shareholdings: over 15% of issued share capital,,,Vintage Ghetto,A retail company,,,https://interests-api.parliament.uk/api/v1/Interests/2464
2469,,Shares in Bill Esterson Campaigns Ltd,2016-10-14,2023-12-24,,Shareholdings,Bill Esterson,4061,(i) Shareholdings: over 15% of issued share capital,26/09/2016,,Bill Esterson Campaigns Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2469
2544,,Shares in CSL Publishing Ltd,,2023-12-24,2015-11-02,Shareholdings,Graham Stuart,1482,(i) Shareholdings: over 15% of issued share capital,,,CSL Publishing Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2544
2444,,Shares in West Central Ltd,2020-01-10,2023-12-24,,Shareholdings,Saqib Bhatti,4818,(i) Shareholdings: over 15% of issued share capital,,,West Central Ltd,Consultancy and e-commerce,,,https://interests-api.parliament.uk/api/v1/Interests/2444
2457,,Shares in Gresham Hall Glamping Ltd,2023-01-09,2023-12-24,,Shareholdings,Sir Geoffrey Clifton-Brown,249,(i) Shareholdings: over 15% of issued share capital,26/05/2021,,Gresham Hall Glamping Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2457
2459,,Shares in Thomas More Property Holdings Ltd,2015-06-05,2023-12-24,,Shareholdings,Sir Geoffrey Cox,1508,(i) Shareholdings: over 15% of issued share capital,,,Thomas More Property Holdings Ltd,Property holding company,,,https://interests-api.parliament.uk/api/v1/Interests/2459
2488,,Shares in Habitats Online Ltd,2022-01-10,2023-12-24,,Shareholdings,Kevin Hollinrake,4474,(i) Shareholdings: over 15% of issued share capital,22/12/2021,,Habitats Online Ltd,Lettings and estate agency services,,,https://interests-api.parliament.uk/api/v1/Interests/2488
2500,,Shares in Progression Ltd,2015-06-08,2023-12-24,,Shareholdings,Peter Kyle,4505,(i) Shareholdings: over 15% of issued share capital,,,Progression Ltd,Sporting Video Company,,,https://interests-api.parliament.uk/api/v1/Interests/2500
2502,,Shares in CMAL Limited,2015-05-26,2023-12-24,,Shareholdings,Chris Law,4403,(i) Shareholdings: over 15% of issued share capital,,,CMAL Limited,Financial services company,,,https://interests-api.parliament.uk/api/v1/Interests/2502
2528,,Shares in MAP Advisory Ltd,2013-09-07,2023-12-24,2022-04-25,Shareholdings,Mark Pritchard,1576,(i) Shareholdings: over 15% of issued share capital,,,MAP Advisory Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2528
2553,,Shares in Pettitts Ltd,2015-06-04,2023-12-24,,Shareholdings,Daniel Zeichner,4382,(i) Shareholdings: over 15% of issued share capital,,,Pettitts Ltd,Management for the shared freehold flats of which I am a resident.,,,https://interests-api.parliament.uk/api/v1/Interests/2553
2503,,Shares in Toussaint Ventures Ltd,2022-08-08,2023-12-24,2024-02-14,Shareholdings,Clive Lewis,4500,(i) Shareholdings: over 15% of issued share capital,15/07/2022,,Toussaint Ventures Ltd,Provides support for my political campaigning and activities.,,,https://interests-api.parliament.uk/api/v1/Interests/2503
2550,,Shares in Lashkar and Co Ltd,2015-06-04,2023-12-24,2024-01-22,Shareholdings,Tom Tugendhat,4462,(i) Shareholdings: over 15% of issued share capital,,29/08/2023,Lashkar and Co Ltd,"Strategic advice and leadership mentoring, US real estate",,,https://interests-api.parliament.uk/api/v1/Interests/2550
2454,,Shares in Coillabus Farms,2021-11-16,2023-12-24,,Shareholdings,Mr Alistair Carmichael,1442,(i) Shareholdings: over 15% of issued share capital,24/10/2021,,Coillabus Farms,A firm which manages two farms and the letting of self-catering holiday accommodation on Islay.,,,https://interests-api.parliament.uk/api/v1/Interests/2454
2442,,Shares in Apsana Begum Ltd,2023-02-27,2023-12-24,,Shareholdings,Apsana Begum,4790,(i) Shareholdings: over 15% of issued share capital,10/01/2023,,Apsana Begum Ltd,A company created to deliver campaigns and support my work as an MP.,,,https://interests-api.parliament.uk/api/v1/Interests/2442
2522,,Shares in Millgap Ltd,2015-06-05,2023-12-24,,Shareholdings,Chris Philp,4503,(i) Shareholdings: over 15% of issued share capital,,,Millgap Ltd,"Consulting, advisory and investment",,,https://interests-api.parliament.uk/api/v1/Interests/2522
2525,,Shares in Pluto Monza Co Invest LLP,2015-06-05,2023-12-24,,Shareholdings,Chris Philp,4503,(i) Shareholdings: over 15% of issued share capital,,,Pluto Monza Co Invest LLP,Property finance and investment,,,https://interests-api.parliament.uk/api/v1/Interests/2525
2452,,Shares in Richard Burgon Campaigns Ltd,2023-03-28,2023-12-24,,Shareholdings,Richard Burgon,4493,(i) Shareholdings: over 15% of issued share capital,17/01/2022,,Richard Burgon Campaigns Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2452
2512,,Shares in Thorpe and Felthorpe Trust,2020-01-07,2023-12-24,,Shareholdings,Jerome Mayhew,4739,(i) Shareholdings: over 15% of issued share capital,,,Thorpe and Felthorpe Trust,Land and property management and development,,,https://interests-api.parliament.uk/api/v1/Interests/2512
2542,,Shares in Highland Fine Houses Ltd,2017-07-07,2023-12-24,,Shareholdings,Jamie Stone,4612,(i) Shareholdings: over 15% of issued share capital,,,Highland Fine Houses Ltd,Property company,,,https://interests-api.parliament.uk/api/v1/Interests/2542
2517,,Shares in DM Electronics Ltd,2015-06-02,2023-12-24,2018-05-03,Shareholdings,Wendy Morton,4358,(i) Shareholdings: over 15% of issued share capital,,,DM Electronics Ltd,An electronics design and manufacturing company,,,https://interests-api.parliament.uk/api/v1/Interests/2517
2520,,Shares in Afrika Connekt Ltd,2020-01-07,2023-12-24,,Shareholdings,Taiwo Owatemi,4779,(i) Shareholdings: over 15% of issued share capital,,,Afrika Connekt Ltd,A clothing company,,,https://interests-api.parliament.uk/api/v1/Interests/2520
2509,,Shares in County Finance Group Ltd,2015-06-02,2023-12-24,,Shareholdings,Kit Malthouse,4495,(i) Shareholdings: over 15% of issued share capital,,,County Finance Group Ltd,Provision of equipment finance,,,https://interests-api.parliament.uk/api/v1/Interests/2509
2521,,Shares in Pluto Capital Management LLP,2015-06-05,2023-12-24,,Shareholdings,Chris Philp,4503,(i) Shareholdings: over 15% of issued share capital,,,Pluto Capital Management LLP,Property finance and investment,,,https://interests-api.parliament.uk/api/v1/Interests/2521
2514,,Shares in Blue Collar Productions,2020-10-29,2023-12-24,,Shareholdings,Esther McVey,4084,(i) Shareholdings: over 15% of issued share capital,01/10/2020,,Blue Collar Productions,A television production company,,,https://interests-api.parliament.uk/api/v1/Interests/2514
2527,,Shares in New Road Management,2012-12-13,2023-12-24,2021-05-13,Shareholdings,Lucy Powell,4263,(i) Shareholdings: over 15% of issued share capital,,,New Road Management,A property management company,,,https://interests-api.parliament.uk/api/v1/Interests/2527
2458,,Shares in Thomas More International Ltd,2015-06-05,2023-12-24,,Shareholdings,Sir Geoffrey Cox,1508,(i) Shareholdings: over 15% of issued share capital,,,Thomas More International Ltd,International law firm,,,https://interests-api.parliament.uk/api/v1/Interests/2458
2501,,Shares in The Argument Ltd,2015-12-15,2023-12-24,,Shareholdings,Peter Kyle,4505,(i) Shareholdings: over 15% of issued share capital,03/11/2015,,The Argument Ltd,A journal,,,https://interests-api.parliament.uk/api/v1/Interests/2501
2519,,Shares in Kate Osborne Campaigns Ltd,2022-10-14,2023-12-24,,Shareholdings,Kate Osborne,4783,(i) Shareholdings: over 15% of issued share capital,06/10/2022,,Kate Osborne Campaigns Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2519
2516,,Shares in Brockthorpe Consultancy Ltd,2020-01-09,2023-12-24,2024-08-03,Shareholdings,Robbie Moore,4861,(i) Shareholdings: over 15% of issued share capital,,17/11/2023,Brockthorpe Consultancy Ltd,Consultants and rural surveyors,,,https://interests-api.parliament.uk/api/v1/Interests/2516
2443,,Shares in Younis Bhatti & Co. Ltd,2020-01-10,2023-12-24,,Shareholdings,Saqib Bhatti,4818,(i) Shareholdings: over 15% of issued share capital,,,Younis Bhatti & Co. Ltd,Chartered accountants,,,https://interests-api.parliament.uk/api/v1/Interests/2443
2472,,Shares in Finucane Toner Ltd,2020-01-07,2023-12-24,,Shareholdings,John Finucane,4823,(i) Shareholdings: over 15% of issued share capital,,,Finucane Toner Ltd,Solicitors,,,https://interests-api.parliament.uk/api/v1/Interests/2472
2489,,Shares in Mare Pond Properties Ltd,2018-03-07,2023-12-24,,Shareholdings,Jeremy Hunt,1572,(i) Shareholdings: over 15% of issued share capital,19/09/2017,,Mare Pond Properties Ltd,A property holding company,Owned jointly with my wife,,https://interests-api.parliament.uk/api/v1/Interests/2489
2552,,Shares in Gratton Lansdowne,2021-11-19,2023-12-24,,Shareholdings,Sir Gavin Williamson,4108,(i) Shareholdings: over 15% of issued share capital,25/10/2021,,Gratton Lansdowne,A company set up to manage my financial affairs and investments.,,,https://interests-api.parliament.uk/api/v1/Interests/2552
2543,,Shares in Venture Marketing Group Ltd,,2023-12-24,,Shareholdings,Mel Stride,3935,(i) Shareholdings: over 15% of issued share capital,,,Venture Marketing Group Ltd,"Publisher, organiser of exhibitions and conferences",,,https://interests-api.parliament.uk/api/v1/Interests/2543
2545,,Shares in Zarah Sultana Campaigns Ltd,2023-03-27,2023-12-24,,Shareholdings,Zarah Sultana,4786,(i) Shareholdings: over 15% of issued share capital,12/11/2021,,Zarah Sultana Campaigns Ltd,,,,https://interests-api.parliament.uk/api/v1/Interests/2545
2523,,Shares in Pluto Partners LLP,2015-06-05,2023-12-24,,Shareholdings,Chris Philp,4503,(i) Shareholdings: over 15% of issued share capital,,,Pluto Partners LLP,Property finance and investment,,,https://interests-api.parliament.uk/api/v1/Interests/2523
2456,,Shares in Carclew Limited,,2023-12-24,2017-06-20,Shareholdings,Sir Christopher Chope,242,(i) Shareholdings: over 15% of issued share capital,,,Carclew Limited,,,,https://interests-api.parliament.uk/api/v1/Interests/2456
1342,,Shares in Equinox International Holdings Limited,2022-11-14,2023-12-17,,Shareholdings,Mr Andrew Mitchell,1211,"(ii) Other shareholdings, valued at more than £70,000",20/08/2021,,Equinox International Holdings Limited,Life sciences,,,https://interests-api.parliament.uk/api/v1/Interests/1342
1345,,Shares in Genie International Toys,,2023-12-17,2022-01-31,Shareholdings,Jesse Norman,3991,"(ii) Other shareholdings, valued at more than £70,000",,,Genie International Toys,Toy design and manufacture,,,https://interests-api.parliament.uk/api/v1/Interests/1345
1332,,Shares in Blue International Group,2021-04-12,2023-12-17,,Shareholdings,John Glen,4051,"(ii) Other shareholdings, valued at more than £70,000",05/04/2021,,Blue International Group,Natural resources business operating in Sub Saharan Africa.,,,https://interests-api.parliament.uk/api/v1/Interests/1332
1334,,Shares in Property Franchise Group plc,2021-04-26,2023-12-17,2021-04-27,Shareholdings,Kevin Hollinrake,4474,"(ii) Other shareholdings, valued at more than £70,000",19/03/2021,,Property Franchise Group plc,A multi-brand lettings and estate agency franchising group.,,,https://interests-api.parliament.uk/api/v1/Interests/1334
1350,,Shares in Creightons plc,2021-10-15,2023-12-17,2024-02-26,Shareholdings,Sir Bernard Jenkin,40,"(ii) Other shareholdings, valued at more than £70,000",30/07/2021,11/08/2023,Creightons plc,Manufacturer of cosmetics and toiletries,,,https://interests-api.parliament.uk/api/v1/Interests/1350
1355,,Shares in Alphabet Inc.,2019-08-16,2023-12-17,2023-10-18,Shareholdings,Nigel Huddleston,4407,"(ii) Other shareholdings, valued at more than £70,000",11/10/2023,,Alphabet Inc.,,,,https://interests-api.parliament.uk/api/v1/Interests/1355
1382,,Shares in AccuRx Ltd,2019-04-08,2023-12-17,2024-01-22,Shareholdings,Tom Tugendhat,4462,"(ii) Other shareholdings, valued at more than £70,000",05/04/2019,09/05/2023,AccuRx Ltd,A software company building technology to improve communication in healthcare.,,Trust,https://interests-api.parliament.uk/api/v1/Interests/1382
1348,,Shares in Capital plc,2021-10-15,2023-12-17,2024-02-26,Shareholdings,Sir Bernard Jenkin,40,"(ii) Other shareholdings, valued at more than £70,000",01/05/2021,10/08/2023,Capital plc,Mining equipment and services,,,https://interests-api.parliament.uk/api/v1/Interests/1348
1380,,Shares in Business Funding Research Ltd (trading as Beauhurst Ltd),2015-06-04,2023-12-17,2024-01-22,Shareholdings,Tom Tugendhat,4462,"(ii) Other shareholdings, valued at more than £70,000",01/12/2019,09/05/2023,Business Funding Research Ltd (trading as Beauhurst Ltd),Corporate data,,Trust,https://interests-api.parliament.uk/api/v1/Interests/1380
1337,,Shares in Apple,2017-07-05,2023-12-17,,Shareholdings,Matt Western,4617,"(ii) Other shareholdings, valued at more than £70,000",,,Apple,Technology company,,,https://interests-api.parliament.uk/api/v1/Interests/1337
1381,,Shares in Crypto Quantique Ltd,2017-08-30,2023-12-17,2024-01-22,Shareholdings,Tom Tugendhat,4462,"(ii) Other shareholdings, valued at more than £70,000",05/04/2022,09/05/2023,Crypto Quantique Ltd,A quantum encryption company.,,Trust,https://interests-api.parliament.uk/api/v1/Interests/1381
1331,,Shares in Softiron,2020-01-10,2023-12-17,,Shareholdings,John Glen,4051,"(ii) Other shareholdings, valued at more than £70,000",25/11/2019,,Softiron,Design and development of application software for data storage.,,,https://interests-api.parliament.uk/api/v1/Interests/1331
1330,,Shares in Endava Ltd,2015-05-19,2023-12-17,,Shareholdings,John Glen,4051,"(ii) Other shareholdings, valued at more than £70,000",08/05/2015,,Endava Ltd,IT services and consultancy,,,https://interests-api.parliament.uk/api/v1/Interests/1330
1353,,Shares in Walsingham Estate Co Ltd (beneficial interest),2020-01-07,2023-12-17,2020-07-06,Shareholdings,Jerome Mayhew,4739,"(ii) Other shareholdings, valued at more than £70,000",,,Walsingham Estate Co Ltd (beneficial interest),"Farming, land and property management, retail and finance",,,https://interests-api.parliament.uk/api/v1/Interests/1353
