ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,StartDate,EndDate,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,Link_1
6243,,Property in Birmingham,2024-07-15,2024-07-17,,Land and property (within or outside the UK),Sonia Kumar,5274,,,True,Birmingham,House,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6243
6564,,"Property in Ipswich, Cambridge and Somerset",2024-07-17,2024-07-17,,Land and property (within or outside the UK),Alex Mayer,5141,,,True,"Ipswich, Cambridge and Somerset",,,,,,3,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6564
6420,,Property in Glasgow,2024-07-16,2024-07-17,,Land and property (within or outside the UK),Kenneth Stevenson,5200,,,False,Glasgow,flat,Co-owned with my wife.,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6420
5983,,Property in London,2024-07-10,2024-07-12,,Land and property (within or outside the UK),Jessica Toale,5202,,,True,London,Flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5983
6154,,Property in Oxfordshire,2024-07-11,2024-07-11,,Land and property (within or outside the UK),Lincoln Jopp,5332,,,False,Oxfordshire,House,Co-owned with a family member.,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6154
6099,,Property in Cowes,2024-07-11,2024-07-11,,Land and property (within or outside the UK),Mr Richard Quigley,5144,,,False,Cowes,Shop with flat above,Co-owned with spouse,,,,1,False,False,United Kingdom,,Business,https://interests-api.parliament.uk/api/v1/Interests/6099
6122,,Property in Telford,2024-07-11,2024-07-11,2024-09-04,Land and property (within or outside the UK),Shaun Davies,5041,04/07/2024,,False,Telford,2 bedroom house,co-owned with my wife,Rental income paid jointly to my wife and I,04/07/2024,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6122
6147,,Property in London,2024-07-11,2024-07-11,,Land and property (within or outside the UK),Patrick Spencer,5303,,,True,London,House,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6147
5984,,Property in London,2024-07-10,2024-07-10,,Land and property (within or outside the UK),Jessica Toale,5202,,,True,London,Flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5984
6057,,Property in Birmingham,2024-07-10,2024-07-10,,Land and property (within or outside the UK),Ayoub Khan,5357,,,False,Birmingham,Residential and commercial,Co-owned by me and my company,Part of the rental income is paid to the company,,,1,False,True,United Kingdom,,Other,https://interests-api.parliament.uk/api/v1/Interests/6057
5986,,Property in London,2024-07-10,2024-07-10,,Land and property (within or outside the UK),Jessica Toale,5202,,,False,London,Flat,Co-owned with two family members as part of a limited company.,Rental income paid to a limited company,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5986
5741,,Property in Co Cork,2024-05-14,2024-05-16,,Land and property (within or outside the UK),Jerome Mayhew,4739,29/04/2024,,True,Co Cork,house,,,,,1,False,False,Ireland,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5741
5051,,Residential in Southend on Sea,2023-12-19,2024-03-18,2024-01-11,Land and property (within or outside the UK),Ashley Dalton,4981,03/10/2023,,False,Southend on Sea,,Owned jointly with my wife.,,01/12/2023,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/5051
3798,,Residential in London,2024-03-04,2024-03-14,,Land and property (within or outside the UK),Tulip Siddiq,4518,01/12/2022,,False,London,Flat,Owned with my husband.,The rent is being paid to my husband.,01/12/2022,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/3798
2816,,Residential in Surrey,2021-08-26,2024-01-01,,Land and property (within or outside the UK),Helen Grant,4018,03/12/2020,,False,Surrey,property,owned jointly with my husband,,03/12/2020,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2816
2825,,Other in Camarthenshire,,2024-01-01,,Land and property (within or outside the UK),Dame Nia Griffith,1541,,,True,Camarthenshire,smallholding,,,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2825
2870,,Residential in Dundee,2015-05-26,2024-01-01,,Land and property (within or outside the UK),Chris Law,4403,,,True,Dundee,flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2870
2922,,Residential in London,2015-09-04,2024-01-01,,Land and property (within or outside the UK),Lucy Powell,4263,01/06/2015,,True,London,a room in my London flat,,,01/06/2015,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2922
2946,,Residential in London,,2024-01-01,2015-05-20,Land and property (within or outside the UK),Sir Desmond Swayne,55,,,False,London,flat,owned jointly with my wife,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2946
2754,,Residential in London,2019-01-15,2024-01-01,2019-04-04,Land and property (within or outside the UK),Sir Geoffrey Cox,1508,01/11/2017,,False,London,property,Joint ownership,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2754
2843,,Residential in Luton,2020-01-11,2024-01-01,,Land and property (within or outside the UK),Rachel Hopkins,4873,,,True,Luton,"house, used also for my partner's business",,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2843
2850,,Commercial in London,,2024-01-01,2018-09-03,Land and property (within or outside the UK),Jeremy Hunt,1572,,,False,London,office building,half share,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2850
2941,,Residential in London,2013-04-23,2024-01-01,2016-08-04,Land and property (within or outside the UK),Sir Julian Smith,4118,,,True,London,"properties, the third being acquired in 2016",,,,,3,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2941
2592,,Residential in Walsall,2020-01-10,2024-01-01,,Land and property (within or outside the UK),Saqib Bhatti,4818,,,False,Walsall,House,25% share,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2592
2840,,Residential in York,2015-06-05,2024-01-01,2020-01-09,Land and property (within or outside the UK),Kevin Hollinrake,4474,01/06/2018,,False,York,house,a half share (previously a third),,01/06/2018,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2840
2751,,Residential in London,2015-06-02,2024-01-01,2016-10-11,Land and property (within or outside the UK),Alberto Costa,4439,,,False,London,Flat,owned jointly with my wife,,01/06/2016,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2751
2851,,Residential in Southampton,2018-03-07,2024-01-01,,Land and property (within or outside the UK),Jeremy Hunt,1572,07/02/2018,,False,Southampton,apartments,owned by Mare Pond Properties Ltd,,07/02/2018,,7,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2851
2909,,Agricultural in Wiltshire,,2024-01-01,2022-01-28,Land and property (within or outside the UK),Dr Andrew Murrison,1466,,,True,Wiltshire,agricultural buildings and field,,,28/01/2022,,1,False,False,United Kingdom,,Agricultural,https://interests-api.parliament.uk/api/v1/Interests/2909
2888,,Residential in London,2015-06-05,2024-01-01,2018-08-23,Land and property (within or outside the UK),Rachael Maskell,4471,,,False,London,flat,Shared ownership with family. I have a minority share.,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2888
2868,,Residential in London,2022-11-28,2024-01-01,,Land and property (within or outside the UK),Danny Kruger,4858,15/11/2022,,False,London,house,owned by my wife but from which I receive a share of the rental income,,15/11/2022,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2868
2871,,Residential in Aberdeen,2015-05-26,2024-01-01,,Land and property (within or outside the UK),Chris Law,4403,,,False,Aberdeen,flat,owned by CMAL Ltd,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2871
2947,,Residential in London,,2024-01-01,2015-05-20,Land and property (within or outside the UK),Sir Desmond Swayne,55,,,False,London,house,owned jointly with my wife,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2947
2621,,Residential in London,,2024-01-01,2021-11-17,Land and property (within or outside the UK),Sir Geoffrey Clifton-Brown,249,,,True,London,properties purchased between 1994 and 2017,,,,,5,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2621
2935,,Residential in no location provided,,2024-01-01,,Land and property (within or outside the UK),Jim Shannon,4131,,,False,no location provided,holiday home,part-share,,,,1,False,False,United States,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2935
2802,,Residential in no location provided,,2024-01-01,,Land and property (within or outside the UK),Sir Roger Gale,87,,,True,no location provided,barn conversion,,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2802
2910,,Residential in Wiltshire,2022-01-28,2024-01-01,,Land and property (within or outside the UK),Dr Andrew Murrison,1466,28/01/2022,,True,Wiltshire,property co-located with the agricultural buildings and field,,,28/01/2022,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2910
2839,,Residential in York,2015-06-05,2024-01-01,2019-01-18,Land and property (within or outside the UK),Kevin Hollinrake,4474,,,False,York,properties,a third share,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2839
2907,,Commercial in North Yorkshire,2015-06-02,2024-01-01,,Land and property (within or outside the UK),Wendy Morton,4358,,,False,North Yorkshire,small industrial units on a business park,Owned by DM Electronics Ltd,,,,2,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2907
2617,,Agricultural in Norfolk,,2024-01-01,2021-11-17,Land and property (within or outside the UK),Sir Geoffrey Clifton-Brown,249,,,False,Norfolk,"A single agricultural holding in Norfolk owned before becoming a Member of Parliament in 1992, and part of a family partnership (East Beckham) used for arable farming and tourism",part of a family partnership,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2617
2757,,Property in Mid-Sussex,2015-06-05,2024-01-01,2024-09-09,Land and property (within or outside the UK),Mims Davies,4513,,,False,Mid-Sussex,agricultural land/non-working smallholding with light industrial and storage units,"Part ownership with any income paid to my brother, who manages this as he has done for my parents before their deaths and he continues in day to day charge of any matters relating to this family asset.",,,,,True,False,United Kingdom,Other,,https://interests-api.parliament.uk/api/v1/Interests/2757
2833,,Property in London,,2024-01-01,,Land and property (within or outside the UK),Dame Meg Hillier,1524,,,True,London,property,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2833
2753,,Agricultural in West Devon,,2024-01-01,2019-01-18,Land and property (within or outside the UK),Sir Geoffrey Cox,1508,,,False,West Devon,,Joint ownership,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2753
2792,,Residential in Aberdeen,2020-01-10,2024-01-01,,Land and property (within or outside the UK),Stephen Flynn,4735,,,False,Aberdeen,flat,co-owner,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2792
2849,,Residential in no location provided,,2024-01-01,,Land and property (within or outside the UK),Jeremy Hunt,1572,,,False,no location provided,holiday house,half share,,,,1,False,False,Italy,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2849
2914,,Residential in Northumberland,2016-11-02,2024-01-01,,Land and property (within or outside the UK),Chi Onwurah,4124,02/09/2016,,True,Northumberland,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2914
2591,,Residential in Walsall,2020-01-10,2024-01-01,,Land and property (within or outside the UK),Saqib Bhatti,4818,,,True,Walsall,House,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2591
2834,,Residential in Hampshire,2019-03-07,2024-01-01,,Land and property (within or outside the UK),Damian Hinds,3969,01/01/2019,,True,Hampshire,annex to residential property,,,01/01/2019,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2834
2750,,Residential in Glasgow,2015-06-02,2024-01-01,2016-10-11,Land and property (within or outside the UK),Alberto Costa,4439,,,True,Glasgow,Flat,,,01/06/2016,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2750
2915,,Residential in Unspecified,2016-11-07,2024-01-01,,Land and property (within or outside the UK),Chi Onwurah,4124,02/09/2016,,True,Unspecified,holiday apartment,,,,,1,False,False,Portugal,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2915
2588,,Other in Essex,,2024-01-01,2014-11-24,Land and property (within or outside the UK),Hilary Benn,413,,,False,Essex,House and small nature reserve,Part-owner,,,,1,False,False,United Kingdom,,Other,https://interests-api.parliament.uk/api/v1/Interests/2588
2934,,Agricultural in Ballygarvin,2021-05-31,2024-01-01,2017-07-06,Land and property (within or outside the UK),Jim Shannon,4131,,,True,Ballygarvin,40 acres of land and farm,,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2934
2178,,Property in London,2020-01-10,2023-12-24,2024-10-22,Land and property (within or outside the UK),Florence Eshalomi,4870,,,False,London,flat,Co-owned with my two sisters.,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2178
2179,,Residential in Belfast,2020-01-07,2023-12-24,,Land and property (within or outside the UK),John Finucane,4823,,,True,Belfast,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2179
2198,,Residential in Harrow,2014-06-27,2023-12-24,,Land and property (within or outside the UK),Gareth Thomas,177,,,True,Harrow,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2198
2217,,Residential in Welwyn Garden City,,2023-12-24,,Land and property (within or outside the UK),Bob Blackman,4005,,,False,Welwyn Garden City,buy-to-let properties,Owned jointly with my wife,,,,6,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2217
2248,,Residential in Cumbria,2022-01-07,2023-12-24,,Land and property (within or outside the UK),Helen Morgan,4934,,,False,Cumbria,house,Owned jointly with my husband,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2248
2393,,Residential in London,2021-07-16,2023-12-24,2023-10-25,Land and property (within or outside the UK),Sarah Green,4918,,22/09/2023,False,London,part-buy flat,A share,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2393
2400,,Residential in Norwich,2019-07-23,2023-12-24,,Land and property (within or outside the UK),Clive Lewis,4500,31/10/2018,,False,Norwich,house,Half share,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2400
2413,,Residential in Dorset,2017-07-05,2023-12-24,,Land and property (within or outside the UK),Matt Western,4617,,,False,Dorset,house,Owned jointly with a family member,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2413
2206,,Residential in London,2012-10-08,2023-12-24,,Land and property (within or outside the UK),Sir John Whittingdale,39,,,True,London,flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2206
2204,,Residential in Maine et Loire,2017-07-07,2023-12-24,,Land and property (within or outside the UK),Liz Twist,4618,,,True,Maine et Loire,house,,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2204
2212,,Residential in Birmingham,2020-01-08,2023-12-24,,Land and property (within or outside the UK),Tahir Ali,4747,,,True,Birmingham,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2212
2214,,Residential in London,2021-04-29,2023-12-24,,Land and property (within or outside the UK),Rushanara Ali,4138,07/09/2020,,False,London,,Co-owned with a family member,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2214
2256,,Residential in Gwynedd,2023-05-26,2023-12-24,,Land and property (within or outside the UK),Liz Saville Roberts,4521,08/03/2023,,False,Gwynedd,house,Co-owned with two family members,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2256
2419,,Residential in Co Cork,2020-01-07,2023-12-24,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,True,Co Cork,house,,,,,1,False,False,Ireland,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2419
2369,,Residential in Manchester,2017-06-30,2023-12-24,,Land and property (within or outside the UK),Mike Amesbury,4667,,,True,Manchester,two bedroom terraced house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2369
2399,,Business in Manchester,2017-07-05,2023-12-24,,Land and property (within or outside the UK),Afzal Khan,4671,,,True,Manchester,"Dental surgery , used by a family member",,,,,1,False,False,United Kingdom,,Business,https://interests-api.parliament.uk/api/v1/Interests/2399
2197,,Residential in London,2015-06-05,2023-12-24,,Land and property (within or outside the UK),Rishi Sunak,4483,,,True,London,flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2197
2247,,Residential in Buckinghamshire,2022-01-07,2023-12-24,,Land and property (within or outside the UK),Helen Morgan,4934,,,False,Buckinghamshire,house,Owned jointly with my husband,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2247
2394,,Residential in Oxfordshire,2015-05-21,2023-12-24,2018-01-08,Land and property (within or outside the UK),Simon Hoare,4494,,,False,Oxfordshire,house,Owned jointly with my wife,,01/09/2015,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2394
2422,,Residential in Suffolk,2020-01-07,2023-12-24,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,False,Suffolk,house,Owned jointly with my spouse,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2422
2170,,Residential in Greater London,2015-06-08,2023-12-24,2018-11-09,Land and property (within or outside the UK),Ruth Cadbury,4389,,,True,Greater London,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2170
2172,,Residential in London,2015-06-08,2023-12-24,2018-09-03,Land and property (within or outside the UK),Dawn Butler,1489,,,True,London,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2172
2229,,Residential in Cornwall,2017-06-27,2023-12-24,,Land and property (within or outside the UK),Mark Garnier,4074,23/06/2017,,False,Cornwall,,Owned jointly with my spouse,,23/06/2017,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2229
2411,,Agricultural in Essonne,2015-06-04,2023-12-24,,Land and property (within or outside the UK),Tom Tugendhat,4462,,,False,Essonne,including forestry,Owned jointly with eleven family members,,,,,True,False,France,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2411
2435,,Residential in Unspecified,2019-05-14,2023-12-24,,Land and property (within or outside the UK),Rebecca Harris,3948,01/04/2019,,False,Unspecified,family holiday home,A third share,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2435
2383,,Residential in Suffolk,2020-10-28,2023-12-24,,Land and property (within or outside the UK),Daisy Cooper,4769,19/10/2020,,False,Suffolk,cottage,A third share owned with family members,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2383
2242,,Residential in Lincolnshire,2017-01-09,2023-12-24,,Land and property (within or outside the UK),Dr Caroline Johnson,4592,,,False,Lincolnshire,house,Owned jointly with my husband,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2242
2184,,Residential in London SW3,2011-12-22,2023-12-24,,Land and property (within or outside the UK),Seema Malhotra,4253,,,True,London SW3,,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2184
2189,,Property in Edinburgh,2019-10-18,2023-12-24,2024-08-02,Land and property (within or outside the UK),Ian Murray,3966,01/09/2019,,True,Edinburgh,flat,,,06/06/2024,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2189
2192,,Residential in London,2021-03-31,2023-12-24,,Land and property (within or outside the UK),Mark Pritchard,1576,31/03/2021,,True,London,flat,,,31/03/2021,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2192
2194,,Residential in London,2015-06-05,2023-12-24,2018-12-14,Land and property (within or outside the UK),Tulip Siddiq,4518,,,True,London,flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2194
2235,,Residential in Tameside,2023-06-26,2023-12-24,,Land and property (within or outside the UK),Andrew Gwynne,1506,12/06/2023,,True,Tameside,,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2235
2431,,Residential in Cornwall,2020-01-10,2023-12-24,,Land and property (within or outside the UK),Andrew Griffith,4874,,,False,Cornwall,holiday home,Owned jointly with my wife,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2431
2420,,Residential in Norfolk,2020-01-07,2023-12-24,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,False,Norfolk,houses,Held on behalf of my dependent children,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2420
2402,,Agricultural in County Fermanagh,2020-02-03,2023-12-24,,Land and property (within or outside the UK),Carla Lockhart,4857,,,False,County Fermanagh,,I own jointly with my husband,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2402
2182,,Residential in Tottenham,,2023-12-24,,Land and property (within or outside the UK),Mr David Lammy,206,,,True,Tottenham,,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2182
2196,,Residential in Edinburgh,2017-07-07,2023-12-24,,Land and property (within or outside the UK),Jamie Stone,4612,,,True,Edinburgh,flat,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2196
2213,,Residential in London,2014-09-16,2023-12-24,,Land and property (within or outside the UK),Rushanara Ali,4138,,,True,London,,,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2213
2374,,Residential in London,2019-07-01,2023-12-24,2019-08-09,Land and property (within or outside the UK),Suella Braverman,4475,06/06/2019,,True,London,flat,,,20/07/2019,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2374
2421,,Residential in London,2020-01-07,2023-12-24,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,False,London,house,Owned jointly with my spouse,Received by my spouse,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2421
2430,,Residential in London,2020-01-10,2023-12-24,,Land and property (within or outside the UK),Andrew Griffith,4874,,,False,London,house,Owned jointly with my wife,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2430
2243,,Residential in Neath Port Talbot,2017-01-27,2023-12-24,,Land and property (within or outside the UK),Stephen Kinnock,4359,15/06/2016,,True,Neath Port Talbot,house,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2243
2418,,Agricultural in Suffolk,2020-01-07,2023-12-24,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,True,Suffolk,,,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2418
2428,,Residential in Rochdale Metropolitan Borough,2017-07-05,2023-12-24,,Land and property (within or outside the UK),Wera Hobhouse,4602,,,False,Rochdale Metropolitan Borough,house,Owned jointly with my husband,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2428
2432,,Residential in Chichester District,2022-10-10,2023-12-24,,Land and property (within or outside the UK),Andrew Griffith,4874,30/09/2022,,False,Chichester District,house,Owned jointly with my wife,,30/09/2022,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2432
2401,,Residential in London,2015-02-05,2023-12-24,,Land and property (within or outside the UK),Sir Julian Lewis,54,22/12/2014,,True,London,flat,,,05/02/2015,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2401
2404,,Residential in Northumberland,,2023-12-24,,Land and property (within or outside the UK),Catherine McKinnell,4125,,,False,Northumberland,rented,Joint owner,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2404
2208,,Residential in London,2021-08-09,2023-12-24,,Land and property (within or outside the UK),Feryal Clark,4822,28/11/2020,,True,London,,,,28/11/2020,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2208
2228,,Residential in New York,2020-01-09,2023-12-24,,Land and property (within or outside the UK),Richard Fuller,3912,,,True,New York,flat,,,,,1,False,False,United States,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2228
2410,,Residential in Essonne,2015-06-04,2023-12-24,,Land and property (within or outside the UK),Tom Tugendhat,4462,,,False,Essonne,flats,Owned jointly with three family members,,,,4,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2410
2257,,"Residential in Guildford, Surrey",,2023-12-24,2015-05-15,Land and property (within or outside the UK),Emily Thornberry,1536,,,False,"Guildford, Surrey",flat,Jointly owned with my family,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2257
2391,,Residential in Warwickshire,2020-01-09,2023-12-24,,Land and property (within or outside the UK),Richard Fuller,3912,,,False,Warwickshire,houses,Part ownership,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2391
2219,,Residential in London,2020-09-28,2023-12-24,2021-02-16,Land and property (within or outside the UK),Claire Coutinho,4806,24/08/2020,,True,London,flat,,,16/02/2021,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2219
2185,,Residential in Brentford,2011-12-22,2023-12-24,,Land and property (within or outside the UK),Seema Malhotra,4253,,,True,Brentford,,,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/2185
2815,,Commercial in Croydon,,2015-05-01,2017-04-03,Land and property (within or outside the UK),Helen Grant,4018,,,False,Croydon,offices and storage,"held in trust by James Hay Pension Trustees Ltd, on behalf of myself and my husband",,01/04/2017,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/2815
