ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,RegularityOfPayment,StartDate,EndDate,PeriodForHoursWorked,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link_1
4829,4828,"Agreement starting 22 November 2022 - £33,000.00",2022-12-14,2024-03-18,,Employment and earnings - Ongoing paid employment,Barry Gardiner,146,Yearly,22/11/2022,,Monthly,,Monetary,paid monthly,33000.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4829
4866,4865,"Agreement starting 25 September 2023 - £23,776.80",2023-10-26,2024-03-18,,Employment and earnings - Ongoing paid employment,Dr Caroline Johnson,4592,Yearly,25/09/2023,,Yearly,,Monetary,"My pay has increased from £22,471.20 to £23,776.80. The first date an increased amount was received was in the pay slip of 24 May 2024.",23776.80,336.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4866
5018,5017,"Agreement starting 21 February 2023 - £60,000.00",2023-03-15,2024-03-18,2024-09-12,Employment and earnings - Ongoing paid employment,Sir Gavin Williamson,4108,Yearly,21/02/2023,,Yearly,,Monetary,paid quarterly,60000.00,80.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5018
4924,4923,"Agreement starting 30 June 2023 - £17,637.00",2023-06-30,2024-03-18,2024-08-04,Employment and earnings - Ongoing paid employment,Layla Moran,4656,Yearly,30/06/2023,,Yearly,,Monetary,paid quarterly and backdated to 1 April 2023,17637.00,120.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4924
4848,4847,"Agreement starting 29 May 2018 - £30,000.00",2018-06-28,2024-03-18,2023-09-29,Employment and earnings - Ongoing paid employment,Sir John Hayes,350,Yearly,29/05/2018,,Yearly,,Monetary,"paid quarterly (previously £20,000)",30000.00,50.00,(between 40 and 50 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4848
4856,4855,"Agreement starting 01 April 2020 - £41,713.60",2020-04-29,2024-03-18,2023-09-29,Employment and earnings - Ongoing paid employment,Sir John Hayes,350,Yearly,01/04/2020,,Monthly,,Monetary,paid monthly,41713.60,30.00,(between 20 and 30 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4856
4180,4178,"Agreement starting 01 March 2023 - £100,000.00",2023-03-07,2024-03-16,,Employment and earnings - Ongoing paid employment,Lee Anderson,4743,Yearly,01/03/2023,,Weekly,,Monetary,paid monthly,100000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4180
4197,4196,"Agreement starting 01 December 2019 - £33,900.00",2020-01-09,2024-03-16,,Employment and earnings - Ongoing paid employment,David Davis,373,Yearly,01/12/2019,,Yearly,,Monetary,paid quarterly,33900.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4197
4221,4217,"Agreement starting 01 April 2023 - £25,000.00",2023-04-14,2024-03-16,,Employment and earnings - Ongoing paid employment,Richard Fuller,3912,Yearly,01/04/2023,,Monthly,,Monetary,paid quarterly,25000.00,10.00,expected commitment,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4221
4034,4033,"Agreement - £3,000.00",2020-01-07,2024-03-16,,Employment and earnings - Ongoing paid employment,Jerome Mayhew,4739,Yearly,,,Yearly,,Monetary,,3000.00,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4034
