ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7
8907,Member of Plymouth City Council - Plymouth City Council,,2024-08-01,2024-08-04,,Employment and earnings,5301,Rebecca Smith,Member of Plymouth City Council,,,False,Plymouth City Council,False,False,,"Ballard House, West Hoe Road, Plymouth PL1 3BJ",,https://interests-api.parliament.uk/api/v1/Interests/8907,,,,,,
6875,Service Improvement Manager - Advance Housing and Support,,2024-08-04,2024-08-04,,Employment and earnings,5149,Amanda Hack,Service Improvement Manager,,2024-07-08,True,Advance Housing and Support,False,False,Housing Association,"Witan Way, Witney, Oxfordshire",,https://interests-api.parliament.uk/api/v1/Interests/6875,,,,,,
8449,Director - J Brand Limited,,2024-07-31,2024-08-04,,Employment and earnings,5158,Rupert Lowe,Director,,,False,J Brand Limited,False,True,"Data related contractor, 100% owned by me","2 Margaret Street, London, W1W 8RD",,https://interests-api.parliament.uk/api/v1/Interests/8449,,,,,,
8879,Director of Water and Environment for Europe - Jacobs UK Ltd,,2024-08-02,2024-08-04,,Employment and earnings,5233,Lee Pitcher,Director of Water and Environment for Europe,,2024-07-04,True,Jacobs UK Ltd,False,False,Global Engineering Consultancy,"Cottons Centre, Cottons Lane, London SE1 2QG",,https://interests-api.parliament.uk/api/v1/Interests/8879,,,,,,
8904,Public Engagement - Commonwealth War Graves Commission,,2024-08-01,2024-08-04,,Employment and earnings,5301,Rebecca Smith,Public Engagement,,2024-08-08,True,Commonwealth War Graves Commission,False,False,,"2 Marlow Road, Maidenhead SL6 7DX",,https://interests-api.parliament.uk/api/v1/Interests/8904,,,,,,
9057,Councillor - West Berkshire Council,,2024-08-01,2024-08-04,,Employment and earnings,5310,Mr Lee Dillon,Councillor,2015-05-07,,False,West Berkshire Council,False,False,,"West Berkshire Council, Market Street, Newbury RG14 5LD",,https://interests-api.parliament.uk/api/v1/Interests/9057,,,,,,
9450,Executive Director of Legal Affairs - The Labour Party,,2024-08-02,2024-08-04,,Employment and earnings,5175,Mr Alex Barros-Curtis,Executive Director of Legal Affairs,,2024-07-05,True,The Labour Party,False,False,Political party,"20 Rushworth Street, London SE1 0SS",,https://interests-api.parliament.uk/api/v1/Interests/9450,,,,,,
10240,Local Government Councillor - London Borough of Redbridge,,2024-08-04,2024-08-04,,Employment and earnings,5097,Mr Bayo Alaba,Local Government Councillor,,2024-09-09,True,London Borough of Redbridge,False,False,,"Lynton House, 255 -259 High Road, Ilford IG1 1NN",,https://interests-api.parliament.uk/api/v1/Interests/10240,,,,,,
9226,Social media - X Corp,,2024-08-04,2024-08-04,,Employment and earnings,5091,Nigel Farage,Social media,,,False,X Corp,False,False,,"Market Square, 1355 Market St Suite 900 San Francisco California 94103",,https://interests-api.parliament.uk/api/v1/Interests/9226,,,,,,
8216,Councillor and Cabinet Member - Medway Council,,2024-07-30,2024-08-04,,Employment and earnings,5220,Tristan Osborne,Councillor and Cabinet Member,,2024-07-25,True,Medway Council,False,False,Local Authority Council,"Gun Wharf, Dock Road, Chatham, Kent ME4 4TR",,https://interests-api.parliament.uk/api/v1/Interests/8216,,,,,,
8242,Assistant professor - University of Nottingham,,2024-07-30,2024-08-04,,Employment and earnings,5044,Adam Thompson,Assistant professor,,2024-07-08,True,University of Nottingham,False,False,,"Faculty of Engineering, University of Nottingham, Nottingham NG8 1BB",,https://interests-api.parliament.uk/api/v1/Interests/8242,,,,,,
6168,County Councillor - Norfolk County Councillor,,2024-08-04,2024-08-04,,Employment and earnings,5164,Steff Aquarone,County Councillor,,,False,Norfolk County Councillor,False,False,Elected member,"Martinuea Lane, Norwich NR1 2DH",,https://interests-api.parliament.uk/api/v1/Interests/6168,,,,,,
8606,General Manager - Leigh Building Preservation Trust,,2024-07-31,2024-08-04,,Employment and earnings,4673,Jo Platt,General Manager,,2024-07-08,True,Leigh Building Preservation Trust,False,False,"A preservation trust, regenerating Leigh Spinners Mill, providing space for small start-ups and social enterprise","Leigh Spinners Mill, Park Lane, Leigh WN7 2LB",,https://interests-api.parliament.uk/api/v1/Interests/8606,,,,,,
6943,medical reports - Premex Services,,2024-07-25,2024-08-04,,Employment and earnings,5163,Peter Prinsley,medical reports,2024-07-17,,False,Premex Services,False,False,medical report agent,n/a,,https://interests-api.parliament.uk/api/v1/Interests/6943,,,,,,
8065,Councillor & Chair of Local Committee - Sutton Council,,2024-08-02,2024-08-04,,Employment and earnings,5083,Bobby Dean,Councillor & Chair of Local Committee,,,False,Sutton Council,False,False,Local authority,"Sutton Council, Civic Offices, St Nicholas Way, Sutton SM1 1EA",,https://interests-api.parliament.uk/api/v1/Interests/8065,,,,,,
8626,Local Government Association - LGPS Committee Member - Local Government Association,,2024-08-01,2024-08-04,,Employment and earnings,5075,Deirdre Costigan,Local Government Association - LGPS Committee Member,,2024-07-25,True,Local Government Association,False,False,LGA Local Government Pension Scheme Committee,"18 Smith Square Westminster, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/8626,,,,,,
10356,Health Spokesperson (Councillor) - NHS FIfe,,2024-08-04,2024-08-04,,Employment and earnings,5275,Graeme Downie,Health Spokesperson (Councillor),2023-09-25,2024-07-04,True,NHS FIfe,False,False,NHS Board,"Hayfield Road, Kirkcaldy, Fife KY2 5AH",,https://interests-api.parliament.uk/api/v1/Interests/10356,,,,,,
7434,Political Adviser to the General Secretary of the TUC - TUC,,2024-08-05,2024-08-04,,Employment and earnings,5038,Anneliese Midgley,Political Adviser to the General Secretary of the TUC,,2024-07-05,True,TUC,False,False,Trade Union,"Congress House, Great Russell Street WC1B 3LS",,https://interests-api.parliament.uk/api/v1/Interests/7434,,,,,,
7013,Councillor - Wiltshire Council,,2024-07-25,2024-08-04,,Employment and earnings,5239,Sarah Gibson,Councillor,,,False,Wiltshire Council,False,False,,"Council House Bourne Hill, Salisbury SP1 3UZ",,https://interests-api.parliament.uk/api/v1/Interests/7013,,,,,,
8631,Devon County Councillor - Devon County Council,,2024-08-01,2024-08-04,,Employment and earnings,5138,Ian Roome,Devon County Councillor,,,False,Devon County Council,False,False,County Council,"Devon County Council, Topsham Road County Hall, Exeter EX2 4QD",,https://interests-api.parliament.uk/api/v1/Interests/8631,,,,,,
8348,Director of Diplomatic and International Relations - C40 Cities,,2024-08-02,2024-08-04,,Employment and earnings,5278,Uma Kumaran,Director of Diplomatic and International Relations,,2024-07-06,True,C40 Cities,False,False,C40 cities climate leadership group,"C40 Cities, 3 Queen Victoria Street London EC4N 4TQ",,https://interests-api.parliament.uk/api/v1/Interests/8348,,,,,,
9001,"Chartered Rural Surveyor, Associate - Copewell Ltd",,2024-08-02,2024-08-04,,Employment and earnings,5311,Harriet Cross,"Chartered Rural Surveyor, Associate",,2024-07-05,True,Copewell Ltd,False,False,Property Consultancy,Bidwell House Trumpington Road Cambridge CB2 9LD,,https://interests-api.parliament.uk/api/v1/Interests/9001,,,,,,
9009,Self-employed barrister - Anonymous Donor Trust,,2024-08-01,2024-08-04,,Employment and earnings,5204,Sarah Sackman,Self-employed barrister,,2024-05-10,True,Anonymous Donor Trust,False,False,A small charity who focuses on activities and issues connected to Richmond Park,"104 Richmond Hill, Richmond TW10 6RJ",,https://interests-api.parliament.uk/api/v1/Interests/9009,,,,,,
9069,District Councillor - Bassetlaw District Council,,2024-08-01,2024-08-04,,Employment and earnings,5047,James Naish,District Councillor,,,False,Bassetlaw District Council,False,False,Local government administration,"Town Hall Queens Buildings, Potter Street, Worksop S80 2AH",False,https://interests-api.parliament.uk/api/v1/Interests/9069,,,,,,
10153,Public Affairs Manager - Wavelength,,2024-08-04,2024-08-04,,Employment and earnings,5095,Kirith Entwistle,Public Affairs Manager,,2024-05-20,True,Wavelength,False,False,Charity,"47-51 Norfolk Street, Cambridge CB12LD",,https://interests-api.parliament.uk/api/v1/Interests/10153,,,,,,
9627,Self-employment barrister - St Mary's Catholic Primary School,,2024-08-03,2024-08-04,,Employment and earnings,5204,Sarah Sackman,Self-employment barrister,,2024-05-24,True,St Mary's Catholic Primary School,False,False,,"St Mary's Catholic Primary School, Station Road, Chingford London, E4 7BJ",,https://interests-api.parliament.uk/api/v1/Interests/9627,,,,,,
9699,Local Government Council Review Team - Peer Reviewer - Local Government Association (LGA),,2024-08-02,2024-08-04,,Employment and earnings,5307,Dr Beccy Cooper,Local Government Council Review Team - Peer Reviewer,,2024-07-05,True,Local Government Association (LGA),False,False,,"18 Smith Square, Westminster SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/9699,,,,,,
7108,Speaking engagement - Labour North West,,2024-08-01,2024-08-04,,Employment and earnings,4046,Bridget Phillipson,Speaking engagement,,,False,Labour North West,False,False,Labour North West regional party,"Rutherford House, Floor 2, Suite 6B Warrington Road, Birchwood WA3 6ZH",False,https://interests-api.parliament.uk/api/v1/Interests/7108,,,,,,
7153,Councillor - Norwich City Council,,2024-07-25,2024-08-04,,Employment and earnings,5163,Peter Prinsley,Councillor,,,False,Norwich City Council,False,False,,"Norwich City Hall, St Peters St, Norwich NR2 1NH",,https://interests-api.parliament.uk/api/v1/Interests/7153,,,,,,
9849,Employee - LSEG plc,,2024-08-03,2024-08-04,,Employment and earnings,5193,Callum Anderson,Employee,,2024-07-05,True,LSEG plc,False,False,,"10 Paternoster Square, London, EC4M 7LS",,https://interests-api.parliament.uk/api/v1/Interests/9849,,,,,,
8839,"Work as consultant delivering international aid programmes. - East West Management Institute, Georgia.",,2024-08-01,2024-08-04,,Employment and earnings,5076,Blair McDougall,Work as consultant delivering international aid programmes.,2024-03-17,2024-03-22,True,"East West Management Institute, Georgia.",False,False,Organisation for managing and delivering governance and development aid.,"PQ5V+6HF, Kote Marjanishvili St, Tbilisi, Georgia.",,https://interests-api.parliament.uk/api/v1/Interests/8839,,,,,,
8550,Director - Alpha Eye Clinic LTD,,2024-07-31,2024-08-04,,Employment and earnings,5120,Shockat Adam,Director,,,False,Alpha Eye Clinic LTD,False,True,Ophthalmology services,S11 The Atkins Building lower Bond Street  Hinckley LE10 1QU,,https://interests-api.parliament.uk/api/v1/Interests/8550,,,,,,
8523,Director of Operations - University of Westminster,,2024-08-03,2024-08-04,,Employment and earnings,5287,Tim Roca,Director of Operations,,2024-07-22,True,University of Westminster,False,False,,"309 Regent Street, London W1B 2HW",,https://interests-api.parliament.uk/api/v1/Interests/8523,,,,,,
7936,NHS surgeon - NHS golden jubilee,,2024-08-04,2024-08-04,,Employment and earnings,5213,Dr Zubir Ahmed,NHS surgeon,,,False,NHS golden jubilee,False,False,,Agamemon street Clydebank,,https://interests-api.parliament.uk/api/v1/Interests/7936,,,,,,
8772,Employee - NHS England,,2024-08-01,2024-08-04,,Employment and earnings,5351,Gregory Stafford,Employee,,,False,NHS England,False,False,,"Wellington House, 133-135 Waterloo Road, London SE1 8UG",,https://interests-api.parliament.uk/api/v1/Interests/8772,,,,,,
6922,Legal services - The Khan Partnership,,2024-07-22,2024-08-04,,Employment and earnings,1508,Sir Geoffrey Cox,Legal services,2024-04-02,,False,The Khan Partnership,False,False,Solicitors,"48-49 Russell Square, London, WC1B 4JP",,https://interests-api.parliament.uk/api/v1/Interests/6922,,,,,,
9613,Self-employed barrister - Ricardo Gama,,2024-08-03,2024-08-04,,Employment and earnings,5204,Sarah Sackman,Self-employed barrister,,2024-05-24,True,Ricardo Gama,False,False,Solicitors,"Panagram, 27 Goswell Road, London EC61M 7AJ",,https://interests-api.parliament.uk/api/v1/Interests/9613,,,,,,
9820,"Design and development of commercial training workshops and online programmes, of a non-political nature - Mango Online Learning Development Solutions Limited",,2024-08-03,2024-08-04,,Employment and earnings,5164,Steff Aquarone,"Design and development of commercial training workshops and online programmes, of a non-political nature",,2024-07-31,True,Mango Online Learning Development Solutions Limited,False,True,,"c/o Paygora, the Union Building, Rose Lane, Norwich NR1 1BY",,https://interests-api.parliament.uk/api/v1/Interests/9820,,,,,,
8277,Policy and Campaigns Manager (Head of) - Athena Foundation,,2024-08-04,2024-08-04,,Employment and earnings,5217,Lloyd Hatton,Policy and Campaigns Manager (Head of),,2024-07-05,True,Athena Foundation,False,False,Not-for-profit,"Acre House, 11/15 William Road, London NW1 3ER",,https://interests-api.parliament.uk/api/v1/Interests/8277,,,,,,
9502,Consultant Solicitor - Fox Whitfield,,2024-08-02,2024-08-04,,Employment and earnings,5324,Mrs Sarah Russell,Consultant Solicitor,,,False,Fox Whitfield,False,False,Specialist employment law firm,"Unit 10, Wealden Forest Park, Herne Common, Herne Bay, Kent CT6 7QL",,https://interests-api.parliament.uk/api/v1/Interests/9502,,,,,,
9710,Gedling Borough Councillor - Gedling Borough Council,,2024-08-02,2024-08-04,,Employment and earnings,5226,Michelle Welsh,Gedling Borough Councillor,,,False,Gedling Borough Council,False,False,Local Government,"Civic Centre. Arnot Hill Park, Nottingham Road, Arnold, Nottingham NG5 6LU",,https://interests-api.parliament.uk/api/v1/Interests/9710,,,,,,
9829,Non-executive director - Wrekin Housing Group,,2024-08-03,2024-08-04,2024-12-16,Employment and earnings,5041,Shaun Davies,Non-executive director,,2024-12-18,True,Wrekin Housing Group,False,True,Registered Social Landlord,"Colliers Way, Old Park, Telford TF3 4AW",,https://interests-api.parliament.uk/api/v1/Interests/9829,,,,,,
8304,Director - Shu Investments Ltd,,2024-07-31,2024-08-04,,Employment and earnings,5120,Shockat Adam,Director,2022-07-04,,False,Shu Investments Ltd,False,True,Investment Company,"S11 The Atkins Building, Lower Bond Street, Hinkley LE10 1QU",,https://interests-api.parliament.uk/api/v1/Interests/8304,,,,,,
9158,Sole director and shareholder - What'sNextCommunicationsLTD,,2024-08-01,2024-08-04,,Employment and earnings,5109,Chris Bloore,Sole director and shareholder,,,False,What'sNextCommunicationsLTD,False,True,Consultancy firm offering training and communications services.,"9 Bridge Street, Walton-On-Thames KT12 1AE",,https://interests-api.parliament.uk/api/v1/Interests/9158,,,,,,
8883,Self-employed barrister - Government Legal Department (Secretary of State for Levelling Up Housing and Communities),,2024-08-01,2024-08-04,,Employment and earnings,5204,Sarah Sackman,Self-employed barrister,,2024-05-24,True,Government Legal Department (Secretary of State for Levelling Up Housing and Communities),False,False,Government legal work,"102 Petty France, London SW1H 9GL",,https://interests-api.parliament.uk/api/v1/Interests/8883,,,,,,
8301,Appearances on Politics Hub television programme - Sky UK Limited,,2024-07-30,2024-08-04,,Employment and earnings,5060,Josh Simons,Appearances on Politics Hub television programme,,2024-07-05,True,Sky UK Limited,False,False,Broadcaster,"Grant Way, Isleworth, London TW7 5QD",,https://interests-api.parliament.uk/api/v1/Interests/8301,,,,,,
7715,CCO - Optibrium Ltd.,,2024-07-29,2024-08-04,,Employment and earnings,5194,Steve Yemm,CCO,,2024-07-05,True,Optibrium Ltd.,False,False,Software Company,"F10-13 Blenheim House, Cambridge Innovation Park, Denny End Road, Waterbeach, Cambridge CB25 9GL",,https://interests-api.parliament.uk/api/v1/Interests/7715,,,,,,
8451,Consultant Solicitor - Rebel Law Ltd,,2024-07-31,2024-08-04,,Employment and earnings,5324,Mrs Sarah Russell,Consultant Solicitor,,,False,Rebel Law Ltd,False,False,Law firm specialising in employment law,"124 City Road, London EC1V 2NX",,https://interests-api.parliament.uk/api/v1/Interests/8451,,,,,,
8456,Journalism - National World/Stornoway Gazette,,2024-07-31,2024-08-04,,Employment and earnings,5246,Torcuil Crichton,Journalism,,,False,National World/Stornoway Gazette,False,False,Newspaper,"Seaforth Road, Stornoway, Isle of Lewis HS1",,https://interests-api.parliament.uk/api/v1/Interests/8456,,,,,,
7268,Employee - Independent Office for Police Conduct,,2024-07-24,2024-08-04,,Employment and earnings,5273,Connor Naismith,Employee,,2024-07-05,True,Independent Office for Police Conduct,False,False,Non-Departmental Public Body,"PO Box 473, Sale, M33 0BW",,https://interests-api.parliament.uk/api/v1/Interests/7268,,,,,,
7848,Councillor - Rochdale Borough Council,,2024-07-29,2024-08-04,,Employment and earnings,5084,Mrs Elsie Blundell,Councillor,,2024-07-04,True,Rochdale Borough Council,False,False,,"Number One Riverside, Smith St, Rochdale OL16 1XU",,https://interests-api.parliament.uk/api/v1/Interests/7848,,,,,,
8004,Employee - USDAW,,2024-07-29,2024-08-04,,Employment and earnings,5188,Tracy Gilbert,Employee,,2024-07-04,True,USDAW,False,False,Trade Union,Voyager Building 2 Furness Quay Salford Quays Manchester M50 3XZ,,https://interests-api.parliament.uk/api/v1/Interests/8004,,,,,,
8627,Councillor at Southampton City Council - Southampton City Council,,2024-08-02,2024-08-04,,Employment and earnings,5271,Satvir Kaur,Councillor at Southampton City Council,,2024-07-30,True,Southampton City Council,False,False,,"Southampton City Council, Civic Centre, Civic Road SO14 7LY",,https://interests-api.parliament.uk/api/v1/Interests/8627,,,,,,
9524,Presenting a radio show - LBC Radio Ltd,,2024-08-02,2024-08-04,,Employment and earnings,4805,Alicia Kearns,Presenting a radio show,,,False,LBC Radio Ltd,False,False,,"30 Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/9524,,,,,,
9624,Self-employed barrister - Coventry University,,2024-08-03,2024-08-04,,Employment and earnings,5204,Sarah Sackman,Self-employed barrister,,2024-02-06,True,Coventry University,False,False,,"Coventry University, Priory Street Town Centre, Coventry CV1 5FB",,https://interests-api.parliament.uk/api/v1/Interests/9624,,,,,,
8909,Writing articles - Telegraph media group,,2024-08-04,2024-08-04,,Employment and earnings,5091,Nigel Farage,Writing articles,,,False,Telegraph media group,False,False,,"111 Buckingham Palace Road, London, SW1W 0DT",,https://interests-api.parliament.uk/api/v1/Interests/8909,,,,,,
8916,Social media work - Meta Platforms,,2024-08-04,2024-08-04,,Employment and earnings,5091,Nigel Farage,Social media work,,,False,Meta Platforms,False,False,,"1 Meta Way Menlo Park, CA",,https://interests-api.parliament.uk/api/v1/Interests/8916,,,,,,
7755,Office Manager Jon Cruddas MP - IPSA,,2024-07-29,2024-08-04,,Employment and earnings,5272,Margaret Mullane,Office Manager Jon Cruddas MP,,2024-07-04,True,IPSA,False,False,,"85 the Strand, London WC2R ODW",,https://interests-api.parliament.uk/api/v1/Interests/7755,,,,,,
8011,Connecting communities staff - Coalfield regeneration trust,,2024-08-03,2024-08-04,,Employment and earnings,5206,Elaine Stewart,Connecting communities staff,,,False,Coalfield regeneration trust,False,False,Coalfield regeneration trust,"2 Kirk Street, Kincardine, Alloa FK10 4PT",,https://interests-api.parliament.uk/api/v1/Interests/8011,,,,,,
8079,Consultancy work - 2S Ltd,,2024-08-29,2024-08-04,,Employment and earnings,5096,Ian Sollom,Consultancy work,,2024-07-31,True,2S Ltd,False,False,Strategy consultancy for business,"Tintagel House, 92 Embankment, London SE1 7TY",,https://interests-api.parliament.uk/api/v1/Interests/8079,,,,,,
8623,District Councillor - North Devon District Council,,2024-08-01,2024-08-04,,Employment and earnings,5138,Ian Roome,District Councillor,,,False,North Devon District Council,False,False,,"North Devon District Council, PO Box 379, Barnstaple EX32 2GR",,https://interests-api.parliament.uk/api/v1/Interests/8623,,,,,,
9012,Employee - Unilever UK,,2024-08-01,2024-08-04,,Employment and earnings,5192,Helena Dollimore,Employee,,2024-07-05,True,Unilever UK,False,False,,"100 Victoria Embankment, London",,https://interests-api.parliament.uk/api/v1/Interests/9012,,,,,,
8155,"Councillor, East Ayrshire Council - East Ayrshire Council",,2024-07-30,2024-08-04,2024-09-17,Employment and earnings,5043,Lillian Jones,"Councillor, East Ayrshire Council",2024-08-30,,False,East Ayrshire Council,False,False,,"96 London Road, Kilmarnock KA3 7DD",,https://interests-api.parliament.uk/api/v1/Interests/8155,,,,,,
8072,Councillor - Leeds City Council,,2024-07-29,2024-08-04,,Employment and earnings,5166,Mark Sewards,Councillor,,,False,Leeds City Council,False,False,,"Calverley Street, Leeds LS1 1UR",,https://interests-api.parliament.uk/api/v1/Interests/8072,,,,,,
8440,Adviser (Science & Technology) at GHGSat Limited - GHGSat Limited,,2024-07-31,2024-08-04,2024-10-23,Employment and earnings,4020,George Freeman,Adviser (Science & Technology) at GHGSat Limited,2024-04-24,,False,GHGSat Limited,False,False,"A private sector company that uses its own satellites and aircraft sensors to measure greenhouse gas emissions directly from industrial sites, providing actionable insights to help businesses monitor, manage, and reduce their emissions.","Albert House, 256-260 Old Street, London EC1V 9DD UK.",True,https://interests-api.parliament.uk/api/v1/Interests/8440,,,,,,
9225,External Examiner - University of Bolton,,2024-08-02,2024-08-04,,Employment and earnings,5212,Dr Scott Arthur,External Examiner,,2024-09-30,True,University of Bolton,False,False,Higher Education,"A676 Deane Rd, Bolton",,https://interests-api.parliament.uk/api/v1/Interests/9225,,,,,,
8448,Director and major shareholder - Lowe Holdings Ltd,,2024-07-31,2024-08-04,,Employment and earnings,5158,Rupert Lowe,Director and major shareholder,,,False,Lowe Holdings Ltd,False,True,Holding company for Lowe and Oliver Ltd electrical contactors,"Cumnor Road, Wootton, Oxford",,https://interests-api.parliament.uk/api/v1/Interests/8448,,,,,,
6871,County Councillor - Leicestershire County Council,,2024-08-04,2024-08-04,,Employment and earnings,5149,Amanda Hack,County Councillor,,,False,Leicestershire County Council,False,False,,"County Hall, Glenfield LE3 8HA",,https://interests-api.parliament.uk/api/v1/Interests/6871,,,,,,
8939,Chair of London Councils - London Councils,,2024-08-02,2024-08-04,,Employment and earnings,5305,Georgia Gould,Chair of London Councils,,2024-07-10,True,London Councils,False,True,,59 1/2 Southwark Street SE1 0AL,,https://interests-api.parliament.uk/api/v1/Interests/8939,,,,,,
9518,Deputy Chair & LGA Board Member - Local Government Association,,2024-08-02,2024-08-04,,Employment and earnings,5146,Michael Payne,Deputy Chair & LGA Board Member,,2024-07-02,True,Local Government Association,False,True,,"18 Smith Square, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/9518,,,,,,
7457,Superintendent Pharmacist - PillTime Ltd,,2024-07-25,2024-08-04,,Employment and earnings,5312,Sadik Al-Hassan,Superintendent Pharmacist,,2024-07-08,True,PillTime Ltd,False,False,Online Pharmacy,"Unit 7 and 8, The Laurels, Cribbs Causeway, Bristol BS10 7TT",,https://interests-api.parliament.uk/api/v1/Interests/7457,,,,,,
7429,Office of Conor McGinn MP - IPSA,,2024-08-02,2024-08-04,,Employment and earnings,4449,Anna Turley,Office of Conor McGinn MP,,2024-07-04,True,IPSA,False,False,,"85 Strand, Marylebone WC2R 0DW",,https://interests-api.parliament.uk/api/v1/Interests/7429,,,,,,
8158,Clinical Support - NHS Greater Glasgow and Clyde,,2024-08-04,2024-08-04,,Employment and earnings,5043,Lillian Jones,Clinical Support,,2024-07-07,True,NHS Greater Glasgow and Clyde,False,False,,"1345 Govan Road, Glasgow G51 4TF",,https://interests-api.parliament.uk/api/v1/Interests/8158,,,,,,
8350,Councillor - Breckland Council,,2024-07-31,2024-08-04,,Employment and earnings,5338,Terry Jermy,Councillor,,,False,Breckland Council,False,False,,"Elizabeth House, Walpole Loke, Dereham, Norfolk NR19 1EE",,https://interests-api.parliament.uk/api/v1/Interests/8350,,,,,,
9945,Councillor in LB Tower Hamlets - LB Tower Hamlets,,2024-08-03,2024-08-04,,Employment and earnings,5257,Rachel Blake,Councillor in LB Tower Hamlets,,2024-07-26,True,LB Tower Hamlets,False,False,Local Authority,"Tower Hamlets Town Hall, Whitechapel Road, E1",,https://interests-api.parliament.uk/api/v1/Interests/9945,,,,,,
8817,Special responsibility allowance as an elected councillor - Greater Manchester Combined Authority,,2024-08-02,2024-08-04,,Employment and earnings,5070,Lisa Smart,Special responsibility allowance as an elected councillor,,2024-05-02,True,Greater Manchester Combined Authority,False,False,,"56 Oxford Street, Manchester",,https://interests-api.parliament.uk/api/v1/Interests/8817,,,,,,
8832,Regional Lead Peer - Local Government Association,,2024-08-02,2024-08-04,,Employment and earnings,5070,Lisa Smart,Regional Lead Peer,,2024-07-08,True,Local Government Association,False,False,,"18 Smith Square, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/8832,,,,,,
7011,Deputy Leader of County Council - Denbighshire County Council,,2024-07-26,2024-08-04,,Employment and earnings,5104,Gill German,Deputy Leader of County Council,,2024-07-05,True,Denbighshire County Council,False,False,County Council,"County Hall, Ruthin LL15 9ZZ",False,https://interests-api.parliament.uk/api/v1/Interests/7011,,,,,,
7447,Chief Executive Officer - Medical Aid for Palestinians,,2024-07-31,2024-08-04,,Employment and earnings,5240,Melanie Ward,Chief Executive Officer,,2024-07-05,True,Medical Aid for Palestinians,False,False,A charity which works for the health and dignity of Palestinians living under occupation and as refugees.,"33A Islington Street, London N1 1QB",,https://interests-api.parliament.uk/api/v1/Interests/7447,,,,,,
9003,Company Director - Open Door Property Holidays Ltd,,2024-08-01,2024-08-04,,Employment and earnings,5047,James Naish,Company Director,,,False,Open Door Property Holidays Ltd,False,True,Property management,"Office 5 Rec 2, Retford Enterprise Centre, Randall Way, Retford, DN22 7GR",False,https://interests-api.parliament.uk/api/v1/Interests/9003,,,,,,
8538,Television appearance - Middlesex Broadcasting Corporation,,2024-07-31,2024-08-04,,Employment and earnings,146,Barry Gardiner,Television appearance,,,False,Middlesex Broadcasting Corporation,False,False,Broadcasting Corporation,"1 Stanley House, Stanley Avenue, Wembley HA0 4JB",,https://interests-api.parliament.uk/api/v1/Interests/8538,,,,,,
8713,Councillor - Cornwall Council,,2024-08-04,2024-08-04,,Employment and earnings,227,Andrew George,Councillor,,2025-05-01,True,Cornwall Council,False,False,Local authority,"County Hall, Truro, Kernow TR1 2EY",,https://interests-api.parliament.uk/api/v1/Interests/8713,,,,,,
6186,Chief Executive - Cornwall Community Land Trust,,2024-08-04,2024-08-04,,Employment and earnings,227,Andrew George,Chief Executive,,,False,Cornwall Community Land Trust,False,False,Charity housing,"The Penwith Centre, Parade St, Penzance TR18 2ES",False,https://interests-api.parliament.uk/api/v1/Interests/6186,,,,,,
7539,Voluntary Services Manager - NHS Lanarkshire,,2024-08-03,2024-08-04,,Employment and earnings,5309,Katrina Murray,Voluntary Services Manager,,2024-08-04,True,NHS Lanarkshire,False,False,NHS Board,"Kirklands Hospital, Fallside Road, Bothwell G71 8BB",,https://interests-api.parliament.uk/api/v1/Interests/7539,,,,,,
8070,Local councillor - East Ayrshire council,,2024-08-02,2024-08-04,,Employment and earnings,5206,Elaine Stewart,Local councillor,,,False,East Ayrshire council,False,False,Local authority,"London Road, Kilmarnock, East Ayrshire KA37BU",,https://interests-api.parliament.uk/api/v1/Interests/8070,,,,,,
8018,Unitary  Councillor - Milton Keynes City Council,,2024-08-02,2024-08-04,,Employment and earnings,5139,Emily Darlington,Unitary  Councillor,,,False,Milton Keynes City Council,False,False,,1 Saxon Gate MK9 3EJ,,https://interests-api.parliament.uk/api/v1/Interests/8018,,,,,,
9757,Primary Care Communications Manager - NHS Birmingham and Solihull Integrated Care Board,,2024-08-04,2024-08-04,,Employment and earnings,5034,Josh Newbury,Primary Care Communications Manager,,2024-07-05,True,NHS Birmingham and Solihull Integrated Care Board,False,False,NHS commissioning organisation,"Alpha Tower, Suffolk Street Queensway, Birmingham B1 1TT",,https://interests-api.parliament.uk/api/v1/Interests/9757,,,,,,
8273,District Councillor - East Cambridgeshire District Council,,2024-07-30,2024-08-04,,Employment and earnings,5182,Charlotte Cane,District Councillor,,,False,East Cambridgeshire District Council,False,False,District Council,"The Grange, Nutholt Lane Ely CB7 4EE",,https://interests-api.parliament.uk/api/v1/Interests/8273,,,,,,
