ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice
8273,,District Councillor - East Cambridgeshire District Council,30/07/2024,04/08/2024,,Employment and earnings,Charlotte Cane,5182,District Councillor,,,FALSE,East Cambridgeshire District Council,FALSE,FALSE,District Council,"The Grange, Nutholt Lane Ely CB7 4EE",
8550,,Director - Alpha Eye Clinic LTD,31/07/2024,04/08/2024,,Employment and earnings,Shockat Adam,5120,Director,,,FALSE,Alpha Eye Clinic LTD,FALSE,TRUE,Ophthalmology services,S11 The Atkins Building lower Bond Street  Hinckley LE10 1QU,
9158,,Sole director and shareholder - What'sNextCommunicationsLTD,01/08/2024,04/08/2024,,Employment and earnings,Chris Bloore,5109,Sole director and shareholder,,,FALSE,What'sNextCommunicationsLTD,FALSE,TRUE,Consultancy firm offering training and communications services.,"9 Bridge Street, Walton-On-Thames KT12 1AE",
9956,,Consultant - Daggerwing Group Limited,04/08/2024,04/08/2024,,Employment and earnings,Victoria Collins,5201,Consultant,,11/09/2024,TRUE,Daggerwing Group Limited,FALSE,FALSE,Consultancy services,"Bankside 3, 90 - 100 Southwark Street, London SE1 0SW",
8071,,Party Representative - London Councils,02/08/2024,04/08/2024,,Employment and earnings,Bobby Dean,5083,Party Representative,18/07/2023,17/07/2024,TRUE,London Councils,FALSE,FALSE,Representative body of local authorities,"59 ½ Southwark Street, London SE1 0AL",
9003,,Company Director - Open Door Property Holidays Ltd,01/08/2024,04/08/2024,,Employment and earnings,James Naish,5047,Company Director,,,FALSE,Open Door Property Holidays Ltd,FALSE,TRUE,Property management,"Office 5 Rec 2, Retford Enterprise Centre, Randall Way, Retford, DN22 7GR",FALSE
8538,,Television appearance - Middlesex Broadcasting Corporation,31/07/2024,04/08/2024,,Employment and earnings,Barry Gardiner,146,Television appearance,,,FALSE,Middlesex Broadcasting Corporation,FALSE,FALSE,Broadcasting Corporation,"1 Stanley House, Stanley Avenue, Wembley HA0 4JB",
8713,,Councillor - Cornwall Council,04/08/2024,04/08/2024,,Employment and earnings,Andrew George,227,Councillor,,01/05/2025,TRUE,Cornwall Council,FALSE,FALSE,Local authority,"County Hall, Truro, Kernow TR1 2EY",
7011,,Deputy Leader of County Council - Denbighshire County Council,26/07/2024,04/08/2024,,Employment and earnings,Gill German,5104,Deputy Leader of County Council,,05/07/2024,TRUE,Denbighshire County Council,FALSE,FALSE,County Council,"County Hall, Ruthin LL15 9ZZ",FALSE
8141,,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews - University of St Andrews",30/07/2024,04/08/2024,,Employment and earnings,Stephen Gethins,4434,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews",,,FALSE,University of St Andrews,FALSE,FALSE,University,"North Street, St Andrews",
7406,,Screenwriter - Rochelle Stevens & Co Ltd,03/08/2024,04/08/2024,,Employment and earnings,Alison Hume,5254,Screenwriter,,,FALSE,Rochelle Stevens & Co Ltd,FALSE,FALSE,Writing Agent,"2 Terretts Place, Upper Street, London N1 1QZ",
9835,,Consultant - Clarity Legal Ltd,04/08/2024,04/08/2024,,Employment and earnings,Mr Adnan Hussain,5231,Consultant,,,FALSE,Clarity Legal Ltd,FALSE,FALSE,Rental company,"Unit 16A, Fort St, Blackburn BB1 5DP",
8350,,Councillor - Breckland Council,31/07/2024,04/08/2024,,Employment and earnings,Terry Jermy,5338,Councillor,,,FALSE,Breckland Council,FALSE,FALSE,,"Elizabeth House, Walpole Loke, Dereham, Norfolk NR19 1EE",
7640,,Employee - University of Southampton,29/07/2024,04/08/2024,,Employment and earnings,Darren Paffey,5270,Employee,,04/07/2024,TRUE,University of Southampton,FALSE,FALSE,Higher Education,"University Road, Southampton SO17 1BJ",
7360,,Councillor - Medway Council,04/08/2024,04/08/2024,,Employment and earnings,Naushabah Khan,5215,Councillor,,,FALSE,Medway Council,FALSE,FALSE,,"Gun Wharf, Dock Road, Chatham ME4 4TR",
7757,,Employee - Prospect,29/07/2024,04/08/2024,,Employment and earnings,Andrew Pakes,5243,Employee,,05/07/2024,TRUE,Prospect,FALSE,FALSE,Trade union,"New Prospect House, 8 Leake Street, London SE1 7NN",
7108,,Speaking engagement - Labour North West,01/08/2024,04/08/2024,,Employment and earnings,Bridget Phillipson,4046,Speaking engagement,,,FALSE,Labour North West,FALSE,FALSE,Labour North West regional party,"Rutherford House, Floor 2, Suite 6B Warrington Road, Birchwood WA3 6ZH",FALSE
8606,,General Manager - Leigh Building Preservation Trust,31/07/2024,04/08/2024,,Employment and earnings,Jo Platt,4673,General Manager,,08/07/2024,TRUE,Leigh Building Preservation Trust,FALSE,FALSE,"A preservation trust, regenerating Leigh Spinners Mill, providing space for small start-ups and social enterprise","Leigh Spinners Mill, Park Lane, Leigh WN7 2LB",
7153,,Councillor - Norwich City Council,25/07/2024,04/08/2024,,Employment and earnings,Peter Prinsley,5163,Councillor,,,FALSE,Norwich City Council,FALSE,FALSE,,"Norwich City Hall, St Peters St, Norwich NR2 1NH",
6943,,medical reports - Premex Services,25/07/2024,04/08/2024,,Employment and earnings,Peter Prinsley,5163,medical reports,17/07/2024,,FALSE,Premex Services,FALSE,FALSE,medical report agent,n/a,
7105,,medical practice - Premex,25/07/2024,04/08/2024,,Employment and earnings,Peter Prinsley,5163,medical practice,19/07/2024,,FALSE,Premex,FALSE,FALSE,medical report agent,n/a,
8623,,District Councillor - North Devon District Council,01/08/2024,04/08/2024,,Employment and earnings,Ian Roome,5138,District Councillor,,,FALSE,North Devon District Council,FALSE,FALSE,,"North Devon District Council, PO Box 379, Barnstaple EX32 2GR",
8631,,Devon County Councillor - Devon County Council,01/08/2024,04/08/2024,,Employment and earnings,Ian Roome,5138,Devon County Councillor,,,FALSE,Devon County Council,FALSE,FALSE,County Council,"Devon County Council, Topsham Road County Hall, Exeter EX2 4QD",
8641,,Member of Devon and Somerset Fire Authority - Devon and Somerset Fire & Rescue Authority,01/08/2024,04/08/2024,,Employment and earnings,Ian Roome,5138,Member of Devon and Somerset Fire Authority,,,FALSE,Devon and Somerset Fire & Rescue Authority,FALSE,FALSE,,"Service HQ, The Knowle, Clyst St George, Exeter EX3 0NW",
9502,,Consultant Solicitor - Fox Whitfield,02/08/2024,04/08/2024,,Employment and earnings,Mrs Sarah Russell,5324,Consultant Solicitor,,,FALSE,Fox Whitfield,FALSE,FALSE,Specialist employment law firm,"Unit 10, Wealden Forest Park, Herne Common, Herne Bay, Kent CT6 7QL",
8883,,Self-employed barrister - Government Legal Department (Secretary of State for Levelling Up Housing and Communities),01/08/2024,04/08/2024,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,24/05/2024,TRUE,Government Legal Department (Secretary of State for Levelling Up Housing and Communities),FALSE,FALSE,Government legal work,"102 Petty France, London SW1H 9GL",
8072,,Councillor - Leeds City Council,29/07/2024,04/08/2024,,Employment and earnings,Mark Sewards,5166,Councillor,,,FALSE,Leeds City Council,FALSE,FALSE,,"Calverley Street, Leeds LS1 1UR",
8301,,Appearances on Politics Hub television programme - Sky UK Limited,30/07/2024,04/08/2024,,Employment and earnings,Josh Simons,5060,Appearances on Politics Hub television programme,,05/07/2024,TRUE,Sky UK Limited,FALSE,FALSE,Broadcaster,"Grant Way, Isleworth, London TW7 5QD",
8832,,Regional Lead Peer - Local Government Association,02/08/2024,04/08/2024,,Employment and earnings,Lisa Smart,5070,Regional Lead Peer,,08/07/2024,TRUE,Local Government Association,FALSE,FALSE,,"18 Smith Square, London SW1P 3HZ",
8907,,Member of Plymouth City Council - Plymouth City Council,01/08/2024,04/08/2024,,Employment and earnings,Rebecca Smith,5301,Member of Plymouth City Council,,,FALSE,Plymouth City Council,FALSE,FALSE,,"Ballard House, West Hoe Road, Plymouth PL1 3BJ",
9710,,Gedling Borough Councillor - Gedling Borough Council,02/08/2024,04/08/2024,,Employment and earnings,Michelle Welsh,5226,Gedling Borough Councillor,,,FALSE,Gedling Borough Council,FALSE,FALSE,Local Government,"Civic Centre. Arnot Hill Park, Nottingham Road, Arnold, Nottingham NG5 6LU",
9757,,Primary Care Communications Manager - NHS Birmingham and Solihull Integrated Care Board,04/08/2024,04/08/2024,,Employment and earnings,Josh Newbury,5034,Primary Care Communications Manager,,05/07/2024,TRUE,NHS Birmingham and Solihull Integrated Care Board,FALSE,FALSE,NHS commissioning organisation,"Alpha Tower, Suffolk Street Queensway, Birmingham B1 1TT",
7875,,NatWest Group PLC - NatWest Group PLC,01/08/2024,03/08/2024,,Employment and earnings,Phil Brickell,5128,NatWest Group PLC,,15/07/2024,TRUE,NatWest Group PLC,FALSE,FALSE,,"36 St Andrew Square, Edinburgh EH2 2YB",
5989,,Barrister - Legal Aid Agency,03/08/2024,03/08/2024,,Employment and earnings,Tony Vaughan,5067,Barrister,,,FALSE,Legal Aid Agency,FALSE,FALSE,"Legal services provided by me to a lay client, who is assisted by the Agency.","102 Petty France, London SW1H 9AJ",
6402,,Freelance work as an Accountant and Business Consultant - Plumtree Hotels Ltd,03/08/2024,03/08/2024,,Employment and earnings,Andrew Ranger,5046,Freelance work as an Accountant and Business Consultant,,,FALSE,Plumtree Hotels Ltd,FALSE,TRUE,Management of hotels,"Dragon Hotel, Market Square, Montgomery, Powys SY15 6PA",
9814,,Editor - Millennium Steel Publishing,03/08/2024,03/08/2024,,Employment and earnings,Chris McDonald,5116,Editor,,,FALSE,Millennium Steel Publishing,TRUE,FALSE,Publishing scientific and technological journals for industry.,,
9605,,Self-employed barrister - London Borough of Camden Planning Department,03/08/2024,03/08/2024,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,24/05/2024,TRUE,London Borough of Camden Planning Department,FALSE,FALSE,,"5 Pancras Square, London N1C 4AG",
9883,,Writer - Subscribers to my newsletter.,03/08/2024,03/08/2024,,Employment and earnings,Blair McDougall,5076,Writer,,,FALSE,Subscribers to my newsletter.,TRUE,FALSE,This payment is the aggregate subscription payments of around 50 subscribers to my newsletter.,,
7878,,Councillor - Manchester City Council,30/07/2024,03/08/2024,,Employment and earnings,Phil Brickell,5128,Councillor,,29/07/2024,TRUE,Manchester City Council,FALSE,FALSE,,"City of Manchester, Town Hall, Manchester M60 2JR",
6345,,Local councillor - Aberdeenshire Council,29/07/2024,02/08/2024,,Employment and earnings,Seamus Logan,5280,Local councillor,,30/08/2024,TRUE,Aberdeenshire Council,FALSE,FALSE,,"Woodhill House, Westburn Road AB16 5GB",
7629,,Project Manager - Rolls-Royce Civil Aerospace,02/08/2024,02/08/2024,,Employment and earnings,Baggy Shanker,5176,Project Manager,,30/06/2024,TRUE,Rolls-Royce Civil Aerospace,FALSE,FALSE,,"Victory Road, Derby DE24 9HX",
9220,,External Examiner - University College London,02/08/2024,02/08/2024,,Employment and earnings,Dr Scott Arthur,5212,External Examiner,,30/09/2024,TRUE,University College London,FALSE,FALSE,Higher Education,"Gower St, London WC1E 6BT",
6762,,"Teaching and researching - Blavatnik School of Government, Oxford University",02/08/2024,02/08/2024,,Employment and earnings,Calum Miller,5346,Teaching and researching,,15/07/2024,TRUE,"Blavatnik School of Government, Oxford University",FALSE,FALSE,,"Radcliffe Observatory Quarter, Woodstock Road, Oxford OX2 6GG",
6136,,Leader of Camden Council - Camden council,02/08/2024,02/08/2024,,Employment and earnings,Georgia Gould,5305,Leader of Camden Council,,11/07/2024,TRUE,Camden council,FALSE,FALSE,,"5 Pancras Square, London N1C 4AG",
9486,,County Councillor - Nottinghamshire County Council,02/08/2024,02/08/2024,,Employment and earnings,Michael Payne,5146,County Councillor,,,FALSE,Nottinghamshire County Council,FALSE,FALSE,,"County Hall, Loughborough Road, West Bridgford, Nottinghamshire NG2 7PQ",
6326,,Councillor for Cornwall Council - Cornwall Council,02/08/2024,02/08/2024,,Employment and earnings,Jayne Kirkham,5279,Councillor for Cornwall Council,,,FALSE,Cornwall Council,FALSE,FALSE,unitary council,"Cornwall Council, Treyew Road, Truro, Cornwall TR1 3AY",
6378,,Solicitor - DAC Beachcroft LLP,02/08/2024,02/08/2024,,Employment and earnings,Alex McIntyre,5349,Solicitor,,04/07/2024,TRUE,DAC Beachcroft LLP,FALSE,FALSE,Solicitors Firm,"The Walbrook Building, 25 Walbrook, London EC4N 8AF",
6646,,Councillor - Merton Council,02/08/2024,02/08/2024,,Employment and earnings,Mr Paul Kohler,5321,Councillor,,,FALSE,Merton Council,FALSE,FALSE,,"Merton Civic Centre, London Road, Morden SM4 5DX",
6397,,Council Leader - Worthing Borough Council,02/08/2024,02/08/2024,,Employment and earnings,Dr Beccy Cooper,5307,Council Leader,,08/07/2024,TRUE,Worthing Borough Council,FALSE,FALSE,,"Town Hall, Chapel Rd, Worthing BN11 1HA",
6541,,Councillor - Devon County Council,02/08/2024,02/08/2024,,Employment and earnings,Martin Wrigley,5111,Councillor,,01/05/2025,TRUE,Devon County Council,FALSE,FALSE,,"County Hall, Topsham Road, Exeter, Devon EX2 4QD",
6542,,Tribunal member for PSA (phone paid services/ofcom) - PSA - Phone Paid Services Authority,02/08/2024,02/08/2024,,Employment and earnings,Martin Wrigley,5111,Tribunal member for PSA (phone paid services/ofcom),,,FALSE,PSA - Phone Paid Services Authority,FALSE,FALSE,Telecoms regulator,"c/o Ofcom, Riverside House. 2a Southwark Bridge Road, London SE1 9HA",
6764,,Elected county councillor - Oxfordshire County Council,02/08/2024,02/08/2024,,Employment and earnings,Calum Miller,5346,Elected county councillor,,,FALSE,Oxfordshire County Council,FALSE,FALSE,,"New Road, Oxford OX1 1ND",
6850,,Unitary Councillor - Wiltshire Council,02/08/2024,02/08/2024,,Employment and earnings,Brian Mathew,5214,Unitary Councillor,,,FALSE,Wiltshire Council,FALSE,FALSE,,"County Hall, Bythesea road, Trowbridge, Wiltshire BA14 8JN",
7008,,Borough Councillor & Deputy Leader of the Council - Gedling Borough Council,02/08/2024,02/08/2024,,Employment and earnings,Michael Payne,5146,Borough Councillor & Deputy Leader of the Council,,,FALSE,Gedling Borough Council,FALSE,FALSE,,"Civic Centre, Arnot Hill Park, Arnold, Nottingham NG5 6LU",
7333,,Senior Parliamentary Assistant - John Spellar MP - IPSA,02/08/2024,02/08/2024,,Employment and earnings,Mike Tapp,5266,Senior Parliamentary Assistant - John Spellar MP,,05/07/2024,TRUE,IPSA,FALSE,FALSE,,"85 Strand, Marylebone WC2R 0DW",
8634,,Chair (until 31 May 2024) and Board Member of City Regions Board LGA - Local Government Association,02/08/2024,02/08/2024,,Employment and earnings,Satvir Kaur,5271,Chair (until 31 May 2024) and Board Member of City Regions Board LGA,,31/07/2024,TRUE,Local Government Association,FALSE,FALSE,,"18 Smith Square, London SW1P 3HZ",
7612,,Head of Campaigns and External Affairs - Enable,26/07/2024,02/08/2024,,Employment and earnings,Richard Baker,5253,Head of Campaigns and External Affairs,,05/07/2024,TRUE,Enable,FALSE,FALSE,Disability third sector organisation.,"Inspire House, 3 Renshaw Place, Eurocentral, Lanarkshire ML1 4UF",
6095,,Local government officer - Lancashire County Council,02/08/2024,02/08/2024,,Employment and earnings,Maya Ellis,5228,Local government officer,,05/07/2024,TRUE,Lancashire County Council,FALSE,FALSE,,"County Hall, Preston PR1 8RL",
8967,,Company director - Open Door Property Ltd,02/08/2024,02/08/2024,,Employment and earnings,James Naish,5047,Company director,,,FALSE,Open Door Property Ltd,FALSE,TRUE,Property sales and consulting,"Office 5 Rec 2, Retford Enterprise Centre, Randall Way, Retford, DN22 7GR",
9298,,Senior Advisor - Oceana,02/08/2024,02/08/2024,,Employment and earnings,Anna Gelderd,5353,Senior Advisor,,05/07/2024,TRUE,Oceana,FALSE,FALSE,Conservation Charity,"C/O Bates Wells & Braithwaite, 10 Queen Street Place, London EC4R 1BE",
6036,,Employee (Teaching/Research) - Royal Holloway University,02/08/2024,02/08/2024,,Employment and earnings,Dr Al Pinkerton,5288,Employee (Teaching/Research),10/09/2008,,FALSE,Royal Holloway University,FALSE,FALSE,Higher Education institution,"Egham, Surrey TW20 0EX",
9160,,Chief Executive Officer - MCS Charitable Foundation,02/08/2024,02/08/2024,,Employment and earnings,Adrian Ramsay,5320,Chief Executive Officer,,05/07/2024,TRUE,MCS Charitable Foundation,FALSE,FALSE,"Charity advocating for decarbonising homes, heat and energy","First Floor, Violet 3, Sci-Tech Daresbury, Keckwick Lane, Chesire WA4 4AB",
7633,,Local Authority Councillor - Derby City Council,02/08/2024,02/08/2024,,Employment and earnings,Baggy Shanker,5176,Local Authority Councillor,04/05/2008,,FALSE,Derby City Council,FALSE,FALSE,Local Authority,"Council House, Corporation Street, Derby DE1 2FS",
8008,,Project manager - The Zone Initiative Limited,02/08/2024,02/08/2024,,Employment and earnings,Elaine Stewart,5206,Project manager,,05/07/2024,TRUE,The Zone Initiative Limited,FALSE,FALSE,Local charity for children and young people,"12 High Main Street, Dalmellington KA67QN",
6538,,Councillor - Teignbridge district council,02/08/2024,02/08/2024,,Employment and earnings,Martin Wrigley,5111,Councillor,,,FALSE,Teignbridge district council,FALSE,FALSE,,"Forde house, Brunel Rd, Newton Abbot TQ12 4XX",
6588,,Director and employee - Environmental Policy Consulting,01/08/2024,01/08/2024,,Employment and earnings,Manuela Perteghella,5122,Director and employee,,08/07/2024,TRUE,Environmental Policy Consulting,FALSE,TRUE,consultancy on environmental policy,"29 Wood Street, Stratford-Upon-Avon, Warwickshire CV37 6JG",
6584,,District Councillor - Stratford-on-Avon District Council,01/08/2024,01/08/2024,,Employment and earnings,Manuela Perteghella,5122,District Councillor,,,FALSE,Stratford-on-Avon District Council,FALSE,FALSE,local authority,Elizabeth House Church Street Stratford upon Avon CV37 6HX,
8176,,Councillor - Colchester City Council,30/07/2024,01/08/2024,,Employment and earnings,Pam Cox,5042,Councillor,,,FALSE,Colchester City Council,FALSE,FALSE,Local Authority,"Rowan House, Sheepen Road, Colchester CO3 3WG",
8956,,Councillor allowance - Medway Council,01/08/2024,01/08/2024,,Employment and earnings,Lauren Edwards,5298,Councillor allowance,,,FALSE,Medway Council,FALSE,FALSE,Unitary Local Authority,"Gun Wharf, Dock Road, Chatham, ME4 4TR",
6167,,Councillor - East Sussex County Council,01/08/2024,01/08/2024,,Employment and earnings,James MacCleary,5265,Councillor,,01/05/2025,TRUE,East Sussex County Council,FALSE,FALSE,,"County Hall, Lewes, BN7 1UE",
6258,,Director - Gisborne Ltd,01/08/2024,01/08/2024,,Employment and earnings,Alison Griffiths,5203,Director,,,FALSE,Gisborne Ltd,TRUE,TRUE,"Strategy and Marketing Consulting, Technology Sector",,
6428,,Local Authority Councillor - Glasgow City Council,01/08/2024,01/08/2024,,Employment and earnings,Patricia Ferguson,5190,Local Authority Councillor,,,FALSE,Glasgow City Council,FALSE,FALSE,,"City Chamber, George Square, Glasgow G2 1DU",
6581,,Associate Lecturer - The Open University,01/08/2024,01/08/2024,,Employment and earnings,Manuela Perteghella,5122,Associate Lecturer,,23/08/2024,TRUE,The Open University,FALSE,FALSE,"University, higher education institution","Walton Hall, Milton Keynes MK7 6AA",
6994,,Columnist - Daily Telegraph,01/08/2024,01/08/2024,,Employment and earnings,Nick Timothy,5062,Columnist,,,FALSE,Daily Telegraph,FALSE,FALSE,National newspaper,111 Buckingham Palace Road SW1W 0DT,
9025,,Senior Manager at Tech Firm - McKenzie Intelligence Services,01/08/2024,01/08/2024,,Employment and earnings,Louise Jones,5258,Senior Manager at Tech Firm,,30/06/2024,TRUE,McKenzie Intelligence Services,FALSE,FALSE,Insurtech analysing the impact of natural disasters,"29 Throgmorton Street, London EC2N 2AT",
6848,,District Councillor - West Oxfordshire District Council,01/08/2024,01/08/2024,,Employment and earnings,Charlie Maynard,5325,District Councillor,,,FALSE,West Oxfordshire District Council,FALSE,FALSE,District Council,"Wood Green, Witney, Oxon, OX28 1NB",
7413,,Executive Director - International Rescue Committee UK,01/08/2024,01/08/2024,,Employment and earnings,Laura Kyrke-Smith,5341,Executive Director,,05/07/2024,TRUE,International Rescue Committee UK,FALSE,TRUE,,"100 Wood Street, London EC2V 7AN",
6030,,Councillor - Stockport Metropolitan Borough Council,01/08/2024,01/08/2024,,Employment and earnings,Lisa Smart,5070,Councillor,05/05/2016,,FALSE,Stockport Metropolitan Borough Council,FALSE,FALSE,,"Edward Street, Stockport SK1 3UR",
8577,,"Vice Chair, London Councils Transport & Environment Committee - London Councils",01/08/2024,01/08/2024,,Employment and earnings,Deirdre Costigan,5075,"Vice Chair, London Councils Transport & Environment Committee",,18/07/2024,TRUE,London Councils,FALSE,FALSE,,"59½ Southwark Street, London, SE1 0AL",
6152,,Councillor - Mid Sussex District Council,01/08/2024,01/08/2024,,Employment and earnings,Alison Bennett,5283,Councillor,,,FALSE,Mid Sussex District Council,FALSE,FALSE,,"Oaklands Rd, Haywards Heath RH16 1SS",
6655,,Principal Consultant - AtkinsRéalis,01/08/2024,01/08/2024,,Employment and earnings,Olly Glover,5318,Principal Consultant,,25/07/2024,TRUE,AtkinsRéalis,FALSE,FALSE,"Multi-national engineering, services, and consultancy firm","Woodcote Grove, Ashley Road, Epsom, Surrey KT18 5BW",
7072,,Governance Advisor - Dementia UK,01/08/2024,01/08/2024,,Employment and earnings,Joe Robertson,5255,Governance Advisor,,05/07/2024,TRUE,Dementia UK,FALSE,FALSE,UK Charity,"1 Aldgate, London EC3N 1RE",
3869,,Speaking engagements - Coulthwaite Group Pte Ltd (trading as CWG Speakers),,31/07/2024,02/05/2024,Employment and earnings,Suella Braverman,4475,Speaking engagements,,,FALSE,Coulthwaite Group Pte Ltd (trading as CWG Speakers),FALSE,FALSE,,"21 Woodlands Close, #08- 44, Primz Bizhub Singapore 737854",TRUE
6012,,Employment - Joseph Rowntree Foundation,31/07/2024,31/07/2024,,Employment and earnings,Dan Tomlinson,5282,Employment,,06/07/2024,TRUE,Joseph Rowntree Foundation,FALSE,FALSE,,"40 Water End, York YO30 6WP",
7173,,Project Manager - Hertfordshire County Council,31/07/2024,31/07/2024,,Employment and earnings,Matt Turmaine,5130,Project Manager,,31/07/2024,TRUE,Hertfordshire County Council,FALSE,FALSE,,"County Hall, Pegs Lane, Hertford, Hertfordshire SG13 8DF",FALSE
6468,,Compliance Officer - London Stock Exchange Group,31/07/2024,31/07/2024,,Employment and earnings,Blake Stephenson,5100,Compliance Officer,,05/07/2024,TRUE,London Stock Exchange Group,FALSE,FALSE,,"10 Paternoster Square, London EC4M 7LS",
6539,,Head of Charity Fundraising - Royal Devon University Healthcare NHS Foundation Trust,31/07/2024,31/07/2024,,Employment and earnings,Ian Roome,5138,Head of Charity Fundraising,,12/07/2024,TRUE,Royal Devon University Healthcare NHS Foundation Trust,FALSE,FALSE,NHS Trust,"Wonford, Barrack Road, Exeter EX2 5DW",
8300,,Director - Sask Optics Ltd,31/07/2024,31/07/2024,,Employment and earnings,Shockat Adam,5120,Director,,,FALSE,Sask Optics Ltd,FALSE,TRUE,Chain of Optometry Practices,"T03 The Atkins Building, Lower Bond Street, Hinckley, Leicestershire LE10 1QU",
6289,,Councillor at Gravesham Borough Council - Gravesham Borough Council,31/07/2024,31/07/2024,,Employment and earnings,Dr Lauren Sullivan,5269,Councillor at Gravesham Borough Council,,,FALSE,Gravesham Borough Council,FALSE,FALSE,,"Civic Centre, Gravesend, Kent DA12 1AU",
6359,,"Ward Councillor, Herefordshire Council - Herefordshire Council",31/07/2024,31/07/2024,,Employment and earnings,Ellie Chowns,5249,"Ward Councillor, Herefordshire Council",,,FALSE,Herefordshire Council,FALSE,FALSE,,"Plough Lane, Hereford HR4 0LE",
6736,,Provost and Councillor - West Dunbartonshire,31/07/2024,31/07/2024,,Employment and earnings,Douglas McAllister,5057,Provost and Councillor,,,FALSE,West Dunbartonshire,FALSE,FALSE,,"Church St, Dumbarton G82 1QL",
6275,,Company Director - Smart Vet Ltd (trading as Pet People),31/07/2024,31/07/2024,,Employment and earnings,Aphra Brandreth,5241,Company Director,,,FALSE,Smart Vet Ltd (trading as Pet People),FALSE,TRUE,Veterinary Clinics,"Central House, 124 High Street, Hampton Hill TW12 1NS",
7897,,Councillor - Chelmsford City Council,31/07/2024,31/07/2024,,Employment and earnings,Marie Goldman,5073,Councillor,,,FALSE,Chelmsford City Council,FALSE,FALSE,Chelmsford City Council,"Civic Centre, Duke Street, Chelmsford CM1 1JE",
7901,,Councillor - Essex County Council,31/07/2024,31/07/2024,,Employment and earnings,Marie Goldman,5073,Councillor,,,FALSE,Essex County Council,FALSE,FALSE,,"County Hall, 19 Market Road, Chelmsford CM1 1QH",
8149,,Deputy CEO - Open Government Partnership,31/07/2024,31/07/2024,,Employment and earnings,Joe Powell,5229,Deputy CEO,,04/07/2024,TRUE,Open Government Partnership,FALSE,FALSE,Registered Charity,"1 Horse Guards Avenue, London SW1A 2ER",FALSE
8187,,Central Bedfordshire Councillor - Central Bedfordshire Council,31/07/2024,31/07/2024,,Employment and earnings,Blake Stephenson,5100,Central Bedfordshire Councillor,,,FALSE,Central Bedfordshire Council,FALSE,FALSE,Local Authority,"Priory House, Monks Walk, Chicksands, Bedfordshire SG17 5TQ",
6299,,Employee - Chief Executive - Scottish Fair Trade Forum,30/07/2024,30/07/2024,,Employment and earnings,Martin Rhodes,5251,Employee - Chief Executive,,25/07/2024,TRUE,Scottish Fair Trade Forum,FALSE,FALSE,Registered charity and company limited by guarantee promoting Fair Trade,"Robertson House, 152 Bath Street, Glasgow G2 4TB",
6662,,Board Member - Loch Lomond and the Trossachs National Park,30/07/2024,30/07/2024,,Employment and earnings,Chris Kane,5155,Board Member,,,FALSE,Loch Lomond and the Trossachs National Park,FALSE,TRUE,,"Carrochan Road, Balloch G63 8EG",
7946,,London Councils Executive Committee Member - London Council,29/07/2024,30/07/2024,,Employment and earnings,Nesil Caliskan,5180,London Councils Executive Committee Member,,04/07/2024,TRUE,London Council,FALSE,FALSE,,"59½ Southwark Street, London SE1 0AL",
7935,,Leader of the Labour Group (LGA) - Local Government Association,29/07/2024,30/07/2024,,Employment and earnings,Nesil Caliskan,5180,Leader of the Labour Group (LGA),,04/07/2024,TRUE,Local Government Association,FALSE,TRUE,,"18 Smith Square, Westminster, London SW1P 3HZ",
6567,,Partner - Public First,30/07/2024,30/07/2024,,Employment and earnings,Olivia Bailey,5337,Partner,,05/07/2024,TRUE,Public First,FALSE,FALSE,,"20 Victoria Street, London SW1H 0NB",
7644,,Director - Bank View Solicitors Limited,30/07/2024,30/07/2024,,Employment and earnings,Mr Adnan Hussain,5231,Director,,,FALSE,Bank View Solicitors Limited,FALSE,TRUE,,"Bank View House, 55 Preston New Road, Blackburn",
7931,,"Head of Research, Policy and External Relations - Community trade union",30/07/2024,30/07/2024,,Employment and earnings,Kate Dearden,5224,"Head of Research, Policy and External Relations",,05/07/2024,TRUE,Community trade union,FALSE,FALSE,,"465c Caledonian Road, London N7 9GX",
6453,,"Political Officer - Union of Shop, Distributive and Allied Workers",30/07/2024,30/07/2024,,Employment and earnings,Michael Wheeler,5242,Political Officer,,08/07/2024,TRUE,"Union of Shop, Distributive and Allied Workers",FALSE,FALSE,Trade Union,"Voyager Building, 2 Furness Quay, Salford Quays M50 3XZ",
7404,,Professor - University of Essex,30/07/2024,30/07/2024,,Employment and earnings,Pam Cox,5042,Professor,,15/09/2024,TRUE,University of Essex,FALSE,FALSE,,"Wivenhoe Park, Colchester CO4 3SQ",
