ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails
9607,9605,"Payment expected for services on 24 February 2024 - £2,562.50",03/08/2024,03/08/2024,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,FALSE,24/02/2024,,Monetary,,2562.5,10,,FALSE,,FALSE,,,FALSE,,,
9610,9605,"Payment expected for services on 19 October 2023 - £1,437.50",03/08/2024,03/08/2024,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,FALSE,19/10/2023,,Monetary,,1437.5,6,,FALSE,,FALSE,,,FALSE,,,
9611,9605,"Payment expected for services on 16 April 2024 - £3,395.84",03/08/2024,03/08/2024,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,FALSE,16/04/2024,,Monetary,,3395.84,14,,FALSE,,FALSE,,,FALSE,,,
9614,9613,"Payment expected for services on 01 July 2022 - £4,331.96",03/08/2024,03/08/2024,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,FALSE,01/07/2022,,Monetary,,4331.96,50,Estimated,TRUE,Confidential,FALSE,Confidential,Crowdfunded small campaign collective,FALSE,,,
7876,7875,"Payment received on 18 July 2024 - £3,333.34",01/08/2024,03/08/2024,,Employment and earnings - Ad hoc payments,Phil Brickell,5128,TRUE,18/07/2024,,Monetary,Final monthly payment,3333.34,75,,FALSE,,FALSE,,,FALSE,,,
8616,6539,"Payment received on 26 July 2024 - £1,577.02",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Ian Roome,5138,TRUE,26/07/2024,,Monetary,Final salary payment,1577.02,45,,FALSE,,FALSE,,,FALSE,,,
9540,6378,"Payment received on 26 July 2024 - £1,659.25",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Alex McIntyre,5349,TRUE,26/07/2024,,Monetary,Accrued but untaken annual leave prior to final date of employment on 4 July 2024.,1659.25,0,no additional hours since my election,FALSE,,FALSE,,,FALSE,,,
9317,7333,"Payment received on 31 July 2024 - £3,458.38",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Mike Tapp,5266,TRUE,31/07/2024,,Monetary,Final salary and redundancy payment,3458.38,0,,FALSE,,FALSE,,,FALSE,,,
8911,7429,"Payment received on 31 July 2024 - £2,950.35",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Anna Turley,4449,TRUE,31/07/2024,,Monetary,Redundancy payment,2950.35,7.5,Approximate hours per week,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
8009,8008,"Payment received on 05 July 2024 - £4,940.00",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Elaine Stewart,5206,TRUE,05/07/2024,,Monetary,Payment up until I was elected,4940,0,Final payment for accrued holiday,FALSE,,FALSE,,,FALSE,,,
9544,9524,"Payment expected for services on 26 July 2024 - £1,000.00",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Alicia Kearns,4805,FALSE,26/07/2024,,Monetary,,1000,3,,FALSE,,FALSE,,,FALSE,,,
5900,5222,Payment received on 11 May 2024 - £340.00,02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Ms Diane Abbott,172,TRUE,11/05/2024,,Monetary,,340,2,,FALSE,,FALSE,,,FALSE,,,
10346,8065,Payment received on 30 July 2024 - £669.58,02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Bobby Dean,5083,TRUE,30/07/2024,,Monetary,Final payment,669.58,8,,FALSE,,FALSE,,,FALSE,,,
9603,6095,Payment received on 31 July 2024 - £677.86,02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Maya Ellis,5228,TRUE,31/07/2024,,Monetary,for unused annual leave,677.86,1,,FALSE,,FALSE,,,FALSE,,,
8973,8348,"Payment received on 31 July 2024 - £2,345.80",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Uma Kumaran,5278,TRUE,31/07/2024,,Monetary,For annual leave days not used,2345.8,0,none since my election,FALSE,,FALSE,,,FALSE,,,
9247,7629,"Payment received on 26 July 2024 - £63,758.16",02/08/2024,02/08/2024,,Employment and earnings - Ad hoc payments,Baggy Shanker,5176,TRUE,26/07/2024,,Monetary,this was a severance payment agreed prior to leaving the company on the 30th June 2024,63758.16,0,No hours worked since leaving the company,FALSE,,FALSE,,,FALSE,,,
8177,8176,Payment received on 26 July 2024 - £631.38,31/07/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Pam Cox,5042,TRUE,26/07/2024,,Monetary,Final Councillor allowance. I will no longer claim this allowance now I have been elected as an MP.,631.38,20,Estimated hours,FALSE,,FALSE,,,FALSE,,,
9028,9025,Payment received on 26 July 2024 - £423.08,01/08/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Louise Jones,5258,TRUE,26/07/2024,,Monetary,final payment,423.08,0,none since my election,FALSE,,FALSE,,,FALSE,,,
9014,9009,Payment received on 12 July 2024 - £927.00,01/08/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,TRUE,12/07/2024,,Monetary,,927,10,Estimated,FALSE,,FALSE,,,FALSE,,,
8958,8956,"Payment received on 25 July 2024 - £1,335.47",01/08/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Lauren Edwards,5298,TRUE,25/07/2024,,Monetary,Final payment,1335.47,25,approx.,FALSE,,FALSE,,,FALSE,,,
8873,6428,Payment received on 23 July 2024 - £292.40,01/08/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Patricia Ferguson,5190,TRUE,23/07/2024,,Monetary,,292.4,0,none since my election,FALSE,,FALSE,,,FALSE,,,
8834,6655,"Payment received on 31 July 2024 - £4,450.00",01/08/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Olly Glover,5318,TRUE,31/07/2024,,Monetary,Final payment,4450,98,"Estimated on the basis of being paid to work 3 days per week, some of which was paid annual leave.",FALSE,,FALSE,,,FALSE,,,
10331,7108,Payment received on 14 May 2024 - £500.00,01/08/2024,01/08/2024,,Employment and earnings - Ad hoc payments,Bridget Phillipson,4046,TRUE,14/05/2024,,In kind,Provided with dinner after delivering a speech,500,1,approx,FALSE,,FALSE,,,FALSE,,,
7915,3830,Payment received on 12 July 2024 - £400.00,29/07/2024,31/07/2024,,Employment and earnings - Ad hoc payments,Mark Tami,1383,TRUE,12/07/2024,,Monetary,Participating in a seminar with health professionals,400,1.75,,FALSE,,FALSE,,,FALSE,,,
8566,6468,Payment received on 15 July 2024 - £772.73,31/07/2024,31/07/2024,,Employment and earnings - Ad hoc payments,Blake Stephenson,5100,TRUE,15/07/2024,,Monetary,Final payment from my employment immediately preceding my election to Parliament,772.73,0,Full time employment contract which was terminated immediately on my election to Parliament.,FALSE,,FALSE,,,FALSE,,,
8429,6997,"Payment received on 15 July 2024 - £3,065.14",31/07/2024,31/07/2024,,Employment and earnings - Ad hoc payments,Antonia Bance,5048,TRUE,15/07/2024,,Monetary,Final payment including accrued annual leave.,3065.14,0,no additional hours since my election,FALSE,,FALSE,,,FALSE,,,
8540,8149,"Payment received on 25 July 2024 - £11,054.89",31/07/2024,31/07/2024,,Employment and earnings - Ad hoc payments,Joe Powell,5229,TRUE,25/07/2024,,Monetary,,11054.89,32,"final payment from previous employer, including unused holiday allowance pay out",FALSE,,FALSE,,,FALSE,,,
8191,8187,Payment received on 26 July 2024 - £634.57,31/07/2024,31/07/2024,,Employment and earnings - Ad hoc payments,Blake Stephenson,5100,TRUE,26/07/2024,,Monetary,payment for the period ending 31 July 2024,634.57,37,Members responsibility allowance,FALSE,,FALSE,,,FALSE,,,
8298,6567,"Payment received on 26 July 2024 - £2,762.23",30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Olivia Bailey,5337,TRUE,26/07/2024,,Monetary,"This was my final payment from my previous employer, covering 1-4 July and owed holiday.",2762.23,0,No additional hours worked,FALSE,,FALSE,,,FALSE,,,
8276,6464,"Payment received on 22 July 2024 - £3,200.60",30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Mr Connor Rand,5159,TRUE,22/07/2024,,Monetary,Final payment,3200.6,150,,FALSE,,FALSE,,,FALSE,,,
8358,8196,"Payment expected for services on 06 August 2024 - £2,772.30",30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Laurence Turner,5234,FALSE,06/08/2024,,Monetary,"One off payment for (a) untaken accrued annual leave, and (b) percentage uplift applied retrospectively for all staff to earnings since April as part of annual salary uprating.",2772.3,0,No additional hours.,FALSE,,FALSE,,,FALSE,,,
6889,6886,"Payment received on 23 July 2024 - £1,668.51",30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Tom Rutland,5222,TRUE,23/07/2024,,Monetary,final payment,1668.51,0,no additional hours,FALSE,,FALSE,,,FALSE,,,
7940,7931,"Payment received on 25 July 2024 - £1,475.23",30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Kate Dearden,5224,TRUE,25/07/2024,,Monetary,annual leave payment and final salary.,1475.23,0,none since my election,FALSE,,FALSE,,,FALSE,,,
8075,6299,Payment received on 25 July 2024 - £836.02,30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Martin Rhodes,5251,TRUE,25/07/2024,,Monetary,payment for 5 days work during my notice period starting from my resignation on being elected.,836.02,35,,FALSE,,FALSE,,,FALSE,,,
8296,8290,"Payment received on 26 July 2024 - £2,665.33",30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Josh Simons,5060,TRUE,26/07/2024,,Monetary,as a final payment,2665.33,40,(estimated),FALSE,,FALSE,,,FALSE,,,
8245,8242,Payment received on 30 July 2024 - £798.67,30/07/2024,30/07/2024,,Employment and earnings - Ad hoc payments,Adam Thompson,5044,TRUE,30/07/2024,,Monetary,Final payment relating to annual leave,798.67,0,None since my election,FALSE,,FALSE,,,FALSE,,,
6626,6622,"Payment received on 23 July 2024 - £1,920.00",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Ms Julie Minns,5094,TRUE,23/07/2024,,Monetary,Paid for consultancy work between 24 March 2024 - 24 May 2024,1920,45,,FALSE,,FALSE,,,FALSE,,,
6321,6318,"Payment received on 11 July 2024 - £26,605.08",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Yuan Yang,5267,TRUE,11/07/2024,,Monetary,,26605.08,0,No additional hours worked since draft accepted for publication 17 Jan 2024.,TRUE,"Viking Penguin Inc, USA",FALSE,"1745 Broadway, New York, NY 10019",Publishing,FALSE,,,
7948,6635,"Payment received on 15 July 2024 - £1,084.35",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Emma Foody,5029,TRUE,15/07/2024,,Monetary,,1084.35,0,no additional hours since my election,FALSE,,FALSE,,,FALSE,,,
7708,3835,"Payment received on 24 July 2024 - £1,018.52",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Nick Thomas-Symonds,4479,TRUE,24/07/2024,,Monetary,,1018.52,0,no additional hours,TRUE,Bloomsbury Publishing PLC,FALSE,"50 Bedford Square, London WC1B 3DB",,FALSE,,,
8012,6972,"Payment received on 15 July 2024 - £1,734.92",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Andrew Cooper,5195,TRUE,15/07/2024,,Monetary,,1734.92,0,Payment made in error by CW&C Council as resignation not processed correctly in payroll system.  Arrangements being made to reimburse the Council.,FALSE,,FALSE,,,FALSE,,,
7729,7725,Payment received on 25 July 2024 - £418.44,29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Kirsteen Sullivan,5179,TRUE,25/07/2024,,Monetary,Final payment as councillor for allowance and responsibility payment,418.44,30,Estimated,FALSE,,FALSE,,,FALSE,,,
7724,7719,"Payment received on 24 July 2024 - £6,477.81",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Lucy Rigby,5333,TRUE,24/07/2024,,Monetary,,6477.81,0,This was a final payment,FALSE,,FALSE,,,FALSE,,,
7777,7768,Payment received on 25 July 2024 - £401.10,29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Carla Denyer,5102,TRUE,25/07/2024,,Monetary,This is a final payment,401.1,0,none since my election,FALSE,,FALSE,,,FALSE,,,
7733,7732,Payment received on 22 July 2024 - £184.63,29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Jo White,5105,TRUE,22/07/2024,,Monetary,,184.63,0,,FALSE,,FALSE,,,FALSE,,,
8015,8014,"Payment received on 26 July 2024 - £2,288.46",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Gregor Poynton,5167,TRUE,26/07/2024,,Monetary,Final payment,2288.46,8,,FALSE,,FALSE,,,FALSE,,,
10348,6467,Payment received on 26 July 2024 - £651.02,29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Jacob Collier,5077,TRUE,26/07/2024,,Monetary,,651.02,0,None since my election,FALSE,,FALSE,,,FALSE,,,
7884,7883,"Payment received on 24 July 2024 - £1,132.98",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Sam Carling,5308,TRUE,24/07/2024,,Monetary,Final payment of allowance as a member of Cambridge City Council covering up to 18 July 2024. I will be declining to take any future allowance payments to which I am entitled.,1132.98,50,approx.,FALSE,,FALSE,,,FALSE,,,
8010,6970,"Payment received on 25 July 2024 - £1,301.54",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Andrew Cooper,5195,TRUE,25/07/2024,,Monetary,Final payment,1301.54,0,None since my election,FALSE,,FALSE,,,FALSE,,,
7826,6576,"Payment received on 23 July 2024 - £1,778.75",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Frank McNally,5183,TRUE,23/07/2024,,Monetary,The payment covers the month of July 1-26 July 2024,1778.75,16,This is an approximate figure.,FALSE,,FALSE,,,FALSE,,,
7904,6031,"Payment received on 29 July 2024 - £1,352.50",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,TRUE,29/07/2024,,Monetary,,1352.5,8,"Number of hours are estimated, including the time spent preparing and the hearing itself.",TRUE,IME Law Limited (Part of Irwin Mitchell LLP),FALSE,"PO BOX 4986, Sheffield, S1 9GD",Solicitor,FALSE,,,
7994,5991,"Payment received on 31 July 2024 - £2,634.10",29/07/2024,29/07/2024,,Employment and earnings - Ad hoc payments,Chris Ward,5276,TRUE,31/07/2024,,Monetary,This is a final payment covering accrued holiday pay.,2634.1,0,None since my election,FALSE,,FALSE,,,FALSE,,,
10345,7011,Payment received on 27 July 2024 - £546.37,26/08/2024,26/07/2024,,Employment and earnings - Ad hoc payments,Gill German,5104,TRUE,27/07/2024,,Monetary,Final payment,546.37,0,None since my election,FALSE,,FALSE,,,FALSE,,,
7617,7612,"Payment received on 26 July 2024 - £1,228.75",26/07/2024,26/07/2024,,Employment and earnings - Ad hoc payments,Richard Baker,5253,TRUE,26/07/2024,,Monetary,,1228.75,38,approx.,FALSE,,FALSE,,,FALSE,,,
7581,7576,"Payment received on 19 July 2024 - £2,311.24",26/07/2024,26/07/2024,,Employment and earnings - Ad hoc payments,Torsten Bell,5069,TRUE,19/07/2024,,Monetary,Final payment,2311.24,0,None since my election,FALSE,,FALSE,,,FALSE,,,
7660,6001,"Payment received on 26 July 2024 - £1,149.40",26/07/2024,26/07/2024,,Employment and earnings - Ad hoc payments,Tom Collins,5087,TRUE,26/07/2024,,Monetary,Final payment of outstanding salary and holiday entitlement,1149.4,8,Contracted hours for July up to Friday 5th at 20% capacity,FALSE,,FALSE,,,FALSE,,,
6324,6322,Payment received on 05 July 2024 - £778.00,25/07/2024,25/07/2024,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,TRUE,05/07/2024,,Monetary,,778,5,several patient payments and 5 estimated hours,FALSE,,FALSE,,,FALSE,,,
6328,6322,Payment received on 12 July 2024 - £192.00,25/07/2024,25/07/2024,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,TRUE,12/07/2024,,Monetary,,192,3,,FALSE,,FALSE,,,FALSE,,,
6325,6322,Payment received on 05 July 2024 - £80.00,25/07/2024,25/07/2024,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,TRUE,05/07/2024,,Monetary,,80,1,,FALSE,,FALSE,,,FALSE,,,
6327,6322,Payment received on 10 July 2024 - £50.00,25/07/2024,25/07/2024,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,TRUE,10/07/2024,,Monetary,,50,1,,FALSE,,FALSE,,,FALSE,,,
6942,6941,Payment received on 16 July 2024 - £880.40,25/07/2024,25/07/2024,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,TRUE,16/07/2024,,Monetary,,880.4,6,,FALSE,,FALSE,,,FALSE,,,
6944,6943,Payment received on 17 July 2024 - £500.00,25/07/2024,25/07/2024,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,TRUE,17/07/2024,,Monetary,,500,5,,FALSE,,FALSE,,,FALSE,,,
6999,6996,"Payment received on 15 July 2024 - £5,750.35",23/07/2024,23/07/2024,,Employment and earnings - Ad hoc payments,Lee Pitcher,5233,TRUE,15/07/2024,,Monetary,Paid as part of the redundancy package from the organisation,5750.35,0,no hours worked since my election,FALSE,,FALSE,,,FALSE,,,
6791,6789,Payment expected for services on 03 July 2024 - £530.77,22/07/2024,22/07/2024,,Employment and earnings - Ad hoc payments,Luke Akehurst,5112,FALSE,03/07/2024,,Monetary,,530.77,12,This employment ended before Polling Day,FALSE,,FALSE,,,FALSE,,,
6792,6790,Payment expected for services on 03 July 2024 - £553.85,22/07/2024,22/07/2024,,Employment and earnings - Ad hoc payments,Luke Akehurst,5112,FALSE,03/07/2024,,Monetary,Final salary payment for old job which ended before Polling Day,553.85,12,"Payment relates to work in old job, which ended before Polling Day",FALSE,,FALSE,,,FALSE,,,
6905,6904,"Payment received on 18 July 2024 - £3,012.12",22/07/2024,22/07/2024,,Employment and earnings - Ad hoc payments,Matthew Patrick,5162,TRUE,18/07/2024,,Monetary,,3012.12,0,No additional hours worked since my election.,FALSE,,FALSE,,,FALSE,,,
6920,6919,"Payment received on 15 May 2024 - £379,185.20",22/07/2024,22/07/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,15/05/2024,,Monetary,,379185.2,0,Final payment for hours already declared,FALSE,,FALSE,,,FALSE,,,
6928,6926,"Payment received on 04 June 2024 - £12,500.00",22/07/2024,22/07/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,04/06/2024,,Monetary,,12500,10,,FALSE,,FALSE,,,FALSE,,,
6658,6656,"Payment received on 15 July 2024 - £1,800.00",18/07/2024,18/07/2024,,Employment and earnings - Ad hoc payments,Lee Barron,5315,TRUE,15/07/2024,,Monetary,,1800,158,Holiday pay accrued estimated amount,FALSE,,FALSE,,,FALSE,,,
6121,6115,"Payment expected for services on 12 July 2024 - £1,810.00",18/07/2024,18/07/2024,,Employment and earnings - Ad hoc payments,Shaun Davies,5041,FALSE,12/07/2024,,Monetary,for 5 days of support spread across July,1810,40,,FALSE,,FALSE,,,FALSE,,,
6680,6031,"Payment received on 18 July 2024 - £7,575.00",18/07/2024,18/07/2024,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,TRUE,18/07/2024,,Monetary,,7575,43.29,Number of hours worked is estimated,TRUE,Prosperity Law LLP,FALSE,"Vantage Point, 4 Harman Street, Spinningfields, Manchester M3 3HF",Solicitor,FALSE,,,
6231,5193,"Payment received on 09 July 2024 - £2,250.00",15/07/2024,17/07/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,09/07/2024,,Monetary,,2250,9,approximate,FALSE,,FALSE,,,FALSE,,,
5957,5956,"Payment received on 05 July 2024 - £1,000.00",17/07/2024,17/07/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,05/07/2024,,Monetary,"One hour speech at an event in Birmingham, fee was donated to local Birmingham Domestic Abuse Charity",1000,1,,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
6888,4365,"Payment received on 14 June 2024 - £8,364.00",17/07/2024,17/07/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,14/06/2024,,Monetary,Presenting a Podcast,8364,1.5,"per week in March, April and May 2024",TRUE,Sky UK Ltd,FALSE,"Sky Central, Grant Way, Isleworth, Middlesex TW7 5QD",,FALSE,,,
6527,6525,"Payment received on 15 July 2024 - £2,975.86",17/07/2024,17/07/2024,,Employment and earnings - Ad hoc payments,Emma Reynolds,4077,TRUE,15/07/2024,,Monetary,Payment for outstanding annual leave from my previous employment.,2975.86,0,No additional hours since my election,FALSE,,FALSE,,,FALSE,,,
6547,6545,"Payment expected for services on 09 August 2024 - £1,250.00",17/07/2024,17/07/2024,,Employment and earnings - Ad hoc payments,Dr Simon Opher,5030,FALSE,09/08/2024,,Monetary,,1250,35,estimated,FALSE,,FALSE,,,FALSE,,,
5964,3694,Payment received on 28 May 2024 - £250.00,09/07/2024,16/07/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,28/05/2024,,Monetary,Article published in the Daily Telegraph on 9th May 2024,250,4,,FALSE,,FALSE,,,FALSE,,,
6510,6003,"Payment received on 15 July 2024 - £2,392.03",16/07/2024,16/07/2024,,Employment and earnings - Ad hoc payments,Danny Beales,5339,TRUE,15/07/2024,,Monetary,,2392.03,30,,FALSE,,FALSE,,,FALSE,,,
6348,4836,"Payment received on 23 May 2024 - £2,000.00",16/07/2024,16/07/2024,,Employment and earnings - Ad hoc payments,Mark Garnier,4074,TRUE,23/05/2024,,Monetary,Additional hours worked for launch event for new premises.,2000,4,,FALSE,,FALSE,,,FALSE,,,
6509,3869,"Payment received on 03 June 2024 - £10,800.00",16/07/2024,16/07/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,03/06/2024,,Monetary,,10800,5,approximate,TRUE,1LoD Ltd,FALSE,"133 Houndsditch, London, EC3A 7BX",Financial intelligence and risk control firm,FALSE,,,
6366,6031,Payment received on 16 July 2024 - £250.00,16/07/2024,16/07/2024,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,TRUE,16/07/2024,,Monetary,,250,4,Number of hours worked is estimated,TRUE,Carpenters Holdings Limited t/a Carpenters,FALSE,"Leonard House, Scotts Quays, Birkenhead CH41 1FB",Solicitor,FALSE,,,
6232,3869,"Payment received on 28 May 2024 - £10,339.00",15/07/2024,15/07/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,28/05/2024,,In kind,Return flights to Seoul and accommodation for my husband and I,10339,12,approximate,TRUE,Chosun Media,FALSE,"30 Sejong-daero 21-gil, Jung-gu, Seoul, South Korea",South Korea Media organisation,FALSE,,,
6120,6116,Payment expected for services on 01 June 2024 - £747.50,11/07/2024,11/07/2024,,Employment and earnings - Ad hoc payments,David Burton-Sampson,5106,FALSE,01/06/2024,,Monetary,Final payment of Directors Salary,747.5,0,No additional hours,FALSE,,FALSE,,,FALSE,,,
6082,6031,"Payment received on 10 July 2024 - £1,705.00",11/07/2024,11/07/2024,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,TRUE,10/07/2024,,Monetary,(Includes 15% to be deducted for Chambers fee),1705,10,(Estimated hours worked for preparation to appear at trial),TRUE,Ageas Law LLP,FALSE,"Helmot House, Churchill Way, Cardiff CF10 2HE",Solicitor,FALSE,,,
6084,6031,"Payment received on 11 July 2024 - £2,845.68",11/07/2024,11/07/2024,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,TRUE,11/07/2024,,Monetary,(includes 15% to be deducted for Chambers fees),2845.68,16.26,,TRUE,Prosperity Law LLP,FALSE,"Vantage Point,4 Hardman Street, Spinningfields, Manchester M3 3HF",Solicitor,FALSE,,,
6070,6069,"Payment received on 10 May 2024 - £2,000.00",10/07/2024,10/07/2024,,Employment and earnings - Ad hoc payments,Claire Coutinho,4806,TRUE,10/05/2024,,Monetary,,2000,10,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
5937,3871,"Payment received on 05 June 2024 - £10,000.00",08/07/2024,08/07/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,05/06/2024,,Monetary,,10000,0,no further hours,TRUE,Bloomsbury Publishing,FALSE,"50 Bedford Square, London, WC1B 3DP",,FALSE,,,
5935,3825,"Payment received on 08 May 2024 - £8,200.00",28/05/2024,28/05/2024,,Employment and earnings - Ad hoc payments,Wes Streeting,4504,TRUE,08/05/2024,,Monetary,as a fourth and final advance payment for writing a book.,8200,0,no additional hours,TRUE,Hodder & Stoughton,FALSE,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,FALSE,,,
5926,4169,Payment received on 30 April 2024 - £925.44,16/05/2024,28/05/2024,,Employment and earnings - Ad hoc payments,Yvette Cooper,420,TRUE,30/04/2024,,Monetary,for additional sales of a book already published.,925.44,0,no additional hours,TRUE,Atlantic Books Ltd,FALSE,"Ormond House, 27 Boswell Street, London WC1 3JZ",,FALSE,,,
5919,5193,"Payment received on 28 May 2024 - £3,000.00",28/05/2024,28/05/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,28/05/2024,,Monetary,for articles.,3000,12,approx,FALSE,,FALSE,,,FALSE,,,
5927,4341,Payment expected for services on 28 March 2024 - £743.81,28/05/2024,28/05/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,FALSE,28/03/2024,,Monetary,"for work undertaken on 8 and 11 February, 23, 24 and 28 March 2024.",743.81,18,,FALSE,,FALSE,,,FALSE,,,
5858,5123,"Payment expected for services on 31 March 2024 - £4,750.00",23/05/2024,23/05/2024,,Employment and earnings - Ad hoc payments,Richard Fuller,3912,FALSE,31/03/2024,,Monetary,"for three months notice for April, May and June 2024.",4750,0,none,FALSE,,FALSE,,,FALSE,,,
5789,3818,Payment expected for services on 14 May 2024 - £150.00,16/05/2024,17/05/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,14/05/2024,,Monetary,for a meeting.,150,2,,FALSE,,FALSE,,,FALSE,,,
5771,5770,"Payment received on 26 April 2024 - £1,000.00",15/05/2024,17/05/2024,,Employment and earnings - Ad hoc payments,Catherine McKinnell,4125,TRUE,26/04/2024,,Monetary,for a speech at Maths Summit on financial education.,1000,1,,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
5795,3680,Payment received on 15 May 2024 - £250.00,15/05/2024,17/05/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,15/05/2024,,Monetary,,250,4,,FALSE,,FALSE,,,FALSE,,,
5776,5774,Payment received on 03 May 2024 - £300.00,14/05/2024,16/05/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,03/05/2024,,Monetary,,300,2.5,including preparation time,FALSE,,FALSE,,,FALSE,,,
5749,5606,"Payment received on 25 March 2024 - £1,000.00",15/05/2024,16/05/2024,,Employment and earnings - Ad hoc payments,Bell Ribeiro-Addy,4764,TRUE,25/03/2024,,Monetary,,1000,2,,FALSE,,FALSE,,,FALSE,,,
5775,5774,Payment received on 26 April 2024 - £600.00,14/05/2024,16/05/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,26/04/2024,,Monetary,,600,5,including preparation time,FALSE,,FALSE,,,FALSE,,,
