ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,StartDate,EndDate,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType
2751,,Residential in London,02/06/2015,01/01/2024,11/10/2016,Land and property (within or outside the UK),Alberto Costa,4439,,,FALSE,London,Flat,owned jointly with my wife,,01/06/2016,,1,FALSE,FALSE,United Kingdom,,Residential
2851,,Residential in Southampton,07/03/2018,01/01/2024,,Land and property (within or outside the UK),Jeremy Hunt,1572,07/02/2018,,FALSE,Southampton,apartments,owned by Mare Pond Properties Ltd,,07/02/2018,,7,FALSE,FALSE,United Kingdom,,Residential
2816,,Residential in Surrey,26/08/2021,01/01/2024,,Land and property (within or outside the UK),Helen Grant,4018,03/12/2020,,FALSE,Surrey,property,owned jointly with my husband,,03/12/2020,,1,FALSE,FALSE,United Kingdom,,Residential
2825,,Other in Camarthenshire,,01/01/2024,,Land and property (within or outside the UK),Dame Nia Griffith,1541,,,TRUE,Camarthenshire,smallholding,,,,,,TRUE,FALSE,United Kingdom,Other,
2870,,Residential in Dundee,26/05/2015,01/01/2024,,Land and property (within or outside the UK),Chris Law,4403,,,TRUE,Dundee,flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2922,,Residential in London,04/09/2015,01/01/2024,,Land and property (within or outside the UK),Lucy Powell,4263,01/06/2015,,TRUE,London,a room in my London flat,,,01/06/2015,,1,FALSE,FALSE,United Kingdom,,Residential
2946,,Residential in London,,01/01/2024,20/05/2015,Land and property (within or outside the UK),Sir Desmond Swayne,55,,,FALSE,London,flat,owned jointly with my wife,,,,1,FALSE,FALSE,United Kingdom,,Residential
2754,,Residential in London,15/01/2019,01/01/2024,04/04/2019,Land and property (within or outside the UK),Sir Geoffrey Cox,1508,01/11/2017,,FALSE,London,property,Joint ownership,,,,1,FALSE,FALSE,United Kingdom,,Residential
2839,,Residential in York,05/06/2015,01/01/2024,18/01/2019,Land and property (within or outside the UK),Kevin Hollinrake,4474,,,FALSE,York,properties,a third share,,,,4,FALSE,FALSE,United Kingdom,,Residential
2907,,Commercial in North Yorkshire,02/06/2015,01/01/2024,,Land and property (within or outside the UK),Wendy Morton,4358,,,FALSE,North Yorkshire,small industrial units on a business park,Owned by DM Electronics Ltd,,,,2,FALSE,FALSE,United Kingdom,,Commercial
2617,,Agricultural in Norfolk,,01/01/2024,17/11/2021,Land and property (within or outside the UK),Sir Geoffrey Clifton-Brown,249,,,FALSE,Norfolk,"A single agricultural holding in Norfolk owned before becoming a Member of Parliament in 1992, and part of a family partnership (East Beckham) used for arable farming and tourism",part of a family partnership,,,,,TRUE,FALSE,United Kingdom,Agricultural,
2753,,Agricultural in West Devon,,01/01/2024,18/01/2019,Land and property (within or outside the UK),Sir Geoffrey Cox,1508,,,FALSE,West Devon,,Joint ownership,,,,,TRUE,FALSE,United Kingdom,Agricultural,
2792,,Residential in Aberdeen,10/01/2020,01/01/2024,,Land and property (within or outside the UK),Stephen Flynn,4735,,,FALSE,Aberdeen,flat,co-owner,,,,1,FALSE,FALSE,United Kingdom,,Residential
2849,,Residential in no location provided,,01/01/2024,,Land and property (within or outside the UK),Jeremy Hunt,1572,,,FALSE,no location provided,holiday house,half share,,,,1,FALSE,FALSE,Italy,,Residential
2914,,Residential in Northumberland,02/11/2016,01/01/2024,,Land and property (within or outside the UK),Chi Onwurah,4124,02/09/2016,,TRUE,Northumberland,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2591,,Residential in Walsall,10/01/2020,01/01/2024,,Land and property (within or outside the UK),Saqib Bhatti,4818,,,TRUE,Walsall,House,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2834,,Residential in Hampshire,07/03/2019,01/01/2024,,Land and property (within or outside the UK),Damian Hinds,3969,01/01/2019,,TRUE,Hampshire,annex to residential property,,,01/01/2019,,1,FALSE,FALSE,United Kingdom,,Residential
2750,,Residential in Glasgow,02/06/2015,01/01/2024,11/10/2016,Land and property (within or outside the UK),Alberto Costa,4439,,,TRUE,Glasgow,Flat,,,01/06/2016,,1,FALSE,FALSE,United Kingdom,,Residential
2915,,Residential in Unspecified,07/11/2016,01/01/2024,,Land and property (within or outside the UK),Chi Onwurah,4124,02/09/2016,,TRUE,Unspecified,holiday apartment,,,,,1,FALSE,FALSE,Portugal,,Residential
2867,,Residential in London,20/11/2022,01/01/2024,02/12/2022,Land and property (within or outside the UK),Danny Kruger,4858,15/08/2022,,TRUE,London,house inhabited by a family member since September 2022,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2909,,Agricultural in Wiltshire,,01/01/2024,28/01/2022,Land and property (within or outside the UK),Dr Andrew Murrison,1466,,,TRUE,Wiltshire,agricultural buildings and field,,,28/01/2022,,1,FALSE,FALSE,United Kingdom,,Agricultural
2802,,Residential in no location provided,,01/01/2024,,Land and property (within or outside the UK),Sir Roger Gale,87,,,TRUE,no location provided,barn conversion,,,,,1,FALSE,FALSE,France,,Residential
2910,,Residential in Wiltshire,28/01/2022,01/01/2024,,Land and property (within or outside the UK),Dr Andrew Murrison,1466,28/01/2022,,TRUE,Wiltshire,property co-located with the agricultural buildings and field,,,28/01/2022,,1,FALSE,FALSE,United Kingdom,,Residential
2935,,Residential in no location provided,,01/01/2024,,Land and property (within or outside the UK),Jim Shannon,4131,,,FALSE,no location provided,holiday home,part-share,,,,1,FALSE,FALSE,United States,,Residential
2888,,Residential in London,05/06/2015,01/01/2024,23/08/2018,Land and property (within or outside the UK),Rachael Maskell,4471,,,FALSE,London,flat,Shared ownership with family. I have a minority share.,,,,1,FALSE,FALSE,United Kingdom,,Residential
2868,,Residential in London,28/11/2022,01/01/2024,,Land and property (within or outside the UK),Danny Kruger,4858,15/11/2022,,FALSE,London,house,owned by my wife but from which I receive a share of the rental income,,15/11/2022,,1,FALSE,FALSE,United Kingdom,,Residential
2871,,Residential in Aberdeen,26/05/2015,01/01/2024,,Land and property (within or outside the UK),Chris Law,4403,,,FALSE,Aberdeen,flat,owned by CMAL Ltd,,,,1,FALSE,FALSE,United Kingdom,,Residential
2947,,Residential in London,,01/01/2024,20/05/2015,Land and property (within or outside the UK),Sir Desmond Swayne,55,,,FALSE,London,house,owned jointly with my wife,,,,1,FALSE,FALSE,United Kingdom,,Residential
2621,,Residential in London,,01/01/2024,17/11/2021,Land and property (within or outside the UK),Sir Geoffrey Clifton-Brown,249,,,TRUE,London,properties purchased between 1994 and 2017,,,,,5,FALSE,FALSE,United Kingdom,,Residential
2757,,Other in Mid-Sussex,05/06/2015,01/01/2024,09/01/2020,Land and property (within or outside the UK),Mims Davies,4513,,,FALSE,Mid-Sussex,agricultural land/non-working smallholding with light industrial and storage units,Part ownership with income paid to the agent,,,,,TRUE,FALSE,United Kingdom,Other,
2588,,Other in Essex,,01/01/2024,24/11/2014,Land and property (within or outside the UK),Hilary Benn,413,,,FALSE,Essex,House and small nature reserve,Part-owner,,,,1,FALSE,FALSE,United Kingdom,,Other
2934,,Agricultural in Ballygarvin,31/05/2021,01/01/2024,06/07/2017,Land and property (within or outside the UK),Jim Shannon,4131,,,TRUE,Ballygarvin,40 acres of land and farm,,,,,,TRUE,FALSE,United Kingdom,Agricultural,
2178,,Property in London,10/01/2020,24/12/2023,,Land and property (within or outside the UK),Florence Eshalomi,4870,,,FALSE,London,flat,Co-owned with my two sisters.,,,,1,FALSE,FALSE,United Kingdom,,Residential
2189,,Property in Edinburgh,18/10/2019,24/12/2023,02/08/2024,Land and property (within or outside the UK),Ian Murray,3966,01/09/2019,,TRUE,Edinburgh,flat,,,06/06/2024,,1,FALSE,FALSE,United Kingdom,,Residential
2204,,Residential in Maine et Loire,07/07/2017,24/12/2023,,Land and property (within or outside the UK),Liz Twist,4618,,,TRUE,Maine et Loire,house,,,,,1,FALSE,FALSE,France,,Residential
2212,,Residential in Birmingham,08/01/2020,24/12/2023,,Land and property (within or outside the UK),Tahir Ali,4747,,,TRUE,Birmingham,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2214,,Residential in London,29/04/2021,24/12/2023,,Land and property (within or outside the UK),Rushanara Ali,4138,07/09/2020,,FALSE,London,,Co-owned with a family member,,,,1,FALSE,FALSE,United Kingdom,,Residential
2256,,Residential in Gwynedd,26/05/2023,24/12/2023,,Land and property (within or outside the UK),Liz Saville Roberts,4521,08/03/2023,,FALSE,Gwynedd,house,Co-owned with two family members,,,,1,FALSE,FALSE,United Kingdom,,Residential
2419,,Residential in Co Cork,07/01/2020,24/12/2023,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,TRUE,Co Cork,house,,,,,1,FALSE,FALSE,Ireland,,Residential
2369,,Residential in Manchester,30/06/2017,24/12/2023,,Land and property (within or outside the UK),Mike Amesbury,4667,,,TRUE,Manchester,two bedroom terraced house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2399,,Business in Manchester,05/07/2017,24/12/2023,,Land and property (within or outside the UK),Afzal Khan,4671,,,TRUE,Manchester,"Dental surgery , used by a family member",,,,,1,FALSE,FALSE,United Kingdom,,Business
2197,,Residential in London,05/06/2015,24/12/2023,,Land and property (within or outside the UK),Rishi Sunak,4483,,,TRUE,London,flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2179,,Residential in Belfast,07/01/2020,24/12/2023,,Land and property (within or outside the UK),John Finucane,4823,,,TRUE,Belfast,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2198,,Residential in Harrow,27/06/2014,24/12/2023,,Land and property (within or outside the UK),Gareth Thomas,177,,,TRUE,Harrow,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2217,,Residential in Welwyn Garden City,,24/12/2023,,Land and property (within or outside the UK),Bob Blackman,4005,,,FALSE,Welwyn Garden City,buy-to-let properties,Owned jointly with my wife,,,,6,FALSE,FALSE,United Kingdom,,Residential
2248,,Residential in Cumbria,07/01/2022,24/12/2023,,Land and property (within or outside the UK),Helen Morgan,4934,,,FALSE,Cumbria,house,Owned jointly with my husband,,,,1,FALSE,FALSE,United Kingdom,,Residential
2393,,Residential in London,16/07/2021,24/12/2023,25/10/2023,Land and property (within or outside the UK),Sarah Green,4918,,22/09/2023,FALSE,London,part-buy flat,A share,,,,1,FALSE,FALSE,United Kingdom,,Residential
2400,,Residential in Norwich,23/07/2019,24/12/2023,,Land and property (within or outside the UK),Clive Lewis,4500,31/10/2018,,FALSE,Norwich,house,Half share,,,,1,FALSE,FALSE,United Kingdom,,Residential
2413,,Residential in Dorset,05/07/2017,24/12/2023,,Land and property (within or outside the UK),Matt Western,4617,,,FALSE,Dorset,house,Owned jointly with a family member,,,,1,FALSE,FALSE,United Kingdom,,Residential
2206,,Residential in London,08/10/2012,24/12/2023,,Land and property (within or outside the UK),Sir John Whittingdale,39,,,TRUE,London,flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2182,,Residential in Tottenham,,24/12/2023,,Land and property (within or outside the UK),Mr David Lammy,206,,,TRUE,Tottenham,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2196,,Residential in Edinburgh,07/07/2017,24/12/2023,,Land and property (within or outside the UK),Jamie Stone,4612,,,TRUE,Edinburgh,flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2213,,Residential in London,16/09/2014,24/12/2023,,Land and property (within or outside the UK),Rushanara Ali,4138,,,TRUE,London,,,,,,2,FALSE,FALSE,United Kingdom,,Residential
2374,,Residential in London,01/07/2019,24/12/2023,09/08/2019,Land and property (within or outside the UK),Suella Braverman,4475,06/06/2019,,TRUE,London,flat,,,20/07/2019,,1,FALSE,FALSE,United Kingdom,,Residential
2421,,Residential in London,07/01/2020,24/12/2023,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,FALSE,London,house,Owned jointly with my spouse,Received by my spouse,,,1,FALSE,TRUE,United Kingdom,,Residential
2430,,Residential in London,10/01/2020,24/12/2023,,Land and property (within or outside the UK),Andrew Griffith,4874,,,FALSE,London,house,Owned jointly with my wife,,,,1,FALSE,FALSE,United Kingdom,,Residential
2243,,Residential in Neath Port Talbot,27/01/2017,24/12/2023,,Land and property (within or outside the UK),Stephen Kinnock,4359,15/06/2016,,TRUE,Neath Port Talbot,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2418,,Agricultural in Suffolk,07/01/2020,24/12/2023,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,TRUE,Suffolk,,,,,,,TRUE,FALSE,United Kingdom,Agricultural,
2428,,Residential in Rochdale Metropolitan Borough,05/07/2017,24/12/2023,,Land and property (within or outside the UK),Wera Hobhouse,4602,,,FALSE,Rochdale Metropolitan Borough,house,Owned jointly with my husband,,,,1,FALSE,FALSE,United Kingdom,,Residential
2432,,Residential in Chichester District,10/10/2022,24/12/2023,,Land and property (within or outside the UK),Andrew Griffith,4874,30/09/2022,,FALSE,Chichester District,house,Owned jointly with my wife,,30/09/2022,,1,FALSE,FALSE,United Kingdom,,Residential
2401,,Residential in London,05/02/2015,24/12/2023,,Land and property (within or outside the UK),Sir Julian Lewis,54,22/12/2014,,TRUE,London,flat,,,05/02/2015,,1,FALSE,FALSE,United Kingdom,,Residential
2404,,Residential in Northumberland,,24/12/2023,,Land and property (within or outside the UK),Catherine McKinnell,4125,,,FALSE,Northumberland,rented,Joint owner,,,,1,FALSE,FALSE,United Kingdom,,Residential
2192,,Residential in London,31/03/2021,24/12/2023,,Land and property (within or outside the UK),Mark Pritchard,1576,31/03/2021,,TRUE,London,flat,,,31/03/2021,,1,FALSE,FALSE,United Kingdom,,Residential
2194,,Residential in London,05/06/2015,24/12/2023,14/12/2018,Land and property (within or outside the UK),Tulip Siddiq,4518,,,TRUE,London,flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2224,,Residential in London,10/04/2019,24/12/2023,24/08/2023,Land and property (within or outside the UK),Vicky Foxcroft,4491,10/04/2019,14/08/2023,TRUE,London,flat,,,10/04/2019,14/08/2023,1,FALSE,FALSE,United Kingdom,,Residential
2235,,Residential in Tameside,26/06/2023,24/12/2023,,Land and property (within or outside the UK),Andrew Gwynne,1506,12/06/2023,,TRUE,Tameside,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2431,,Residential in Cornwall,10/01/2020,24/12/2023,,Land and property (within or outside the UK),Andrew Griffith,4874,,,FALSE,Cornwall,holiday home,Owned jointly with my wife,,,,1,FALSE,FALSE,United Kingdom,,Residential
2420,,Residential in Norfolk,07/01/2020,24/12/2023,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,FALSE,Norfolk,houses,Held on behalf of my dependent children,,,,2,FALSE,FALSE,United Kingdom,,Residential
2402,,Agricultural in County Fermanagh,03/02/2020,24/12/2023,,Land and property (within or outside the UK),Carla Lockhart,4857,,,FALSE,County Fermanagh,,I own jointly with my husband,,,,,TRUE,FALSE,United Kingdom,Agricultural,
2170,,Residential in Greater London,08/06/2015,24/12/2023,09/11/2018,Land and property (within or outside the UK),Ruth Cadbury,4389,,,TRUE,Greater London,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2172,,Residential in London,08/06/2015,24/12/2023,03/09/2018,Land and property (within or outside the UK),Dawn Butler,1489,,,TRUE,London,house,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2229,,Residential in Cornwall,27/06/2017,24/12/2023,,Land and property (within or outside the UK),Mark Garnier,4074,23/06/2017,,FALSE,Cornwall,,Owned jointly with my spouse,,23/06/2017,,1,FALSE,FALSE,United Kingdom,,Residential
2411,,Agricultural in Essonne,04/06/2015,24/12/2023,,Land and property (within or outside the UK),Tom Tugendhat,4462,,,FALSE,Essonne,including forestry,Owned jointly with eleven family members,,,,,TRUE,FALSE,France,Agricultural,
2435,,Residential in Unspecified,14/05/2019,24/12/2023,,Land and property (within or outside the UK),Rebecca Harris,3948,01/04/2019,,FALSE,Unspecified,family holiday home,A third share,,,,1,FALSE,FALSE,France,,Residential
2383,,Residential in Suffolk,28/10/2020,24/12/2023,,Land and property (within or outside the UK),Daisy Cooper,4769,19/10/2020,,FALSE,Suffolk,cottage,A third share owned with family members,,,,1,FALSE,FALSE,United Kingdom,,Residential
2242,,Residential in Lincolnshire,09/01/2017,24/12/2023,,Land and property (within or outside the UK),Dr Caroline Johnson,4592,,,FALSE,Lincolnshire,house,Owned jointly with my husband,,,,1,FALSE,FALSE,United Kingdom,,Residential
2184,,Residential in London SW3,22/12/2011,24/12/2023,,Land and property (within or outside the UK),Seema Malhotra,4253,,,TRUE,London SW3,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2247,,Residential in Buckinghamshire,07/01/2022,24/12/2023,,Land and property (within or outside the UK),Helen Morgan,4934,,,FALSE,Buckinghamshire,house,Owned jointly with my husband,,,,1,FALSE,FALSE,United Kingdom,,Residential
2394,,Residential in Oxfordshire,21/05/2015,24/12/2023,08/01/2018,Land and property (within or outside the UK),Simon Hoare,4494,,,FALSE,Oxfordshire,house,Owned jointly with my wife,,01/09/2015,,1,FALSE,FALSE,United Kingdom,,Residential
2422,,Residential in Suffolk,07/01/2020,24/12/2023,,Land and property (within or outside the UK),Jerome Mayhew,4739,,,FALSE,Suffolk,house,Owned jointly with my spouse,,,,1,FALSE,FALSE,United Kingdom,,Residential
2208,,Residential in London,09/08/2021,24/12/2023,,Land and property (within or outside the UK),Feryal Clark,4822,28/11/2020,,TRUE,London,,,,28/11/2020,,1,FALSE,FALSE,United Kingdom,,Residential
2228,,Residential in New York,09/01/2020,24/12/2023,,Land and property (within or outside the UK),Richard Fuller,3912,,,TRUE,New York,flat,,,,,1,FALSE,FALSE,United States,,Residential
2410,,Residential in Essonne,04/06/2015,24/12/2023,,Land and property (within or outside the UK),Tom Tugendhat,4462,,,FALSE,Essonne,flats,Owned jointly with three family members,,,,4,FALSE,FALSE,France,,Residential
2257,,"Residential in Guildford, Surrey",,24/12/2023,15/05/2015,Land and property (within or outside the UK),Emily Thornberry,1536,,,FALSE,"Guildford, Surrey",flat,Jointly owned with my family,,,,1,FALSE,FALSE,United Kingdom,,Residential
2391,,Residential in Warwickshire,09/01/2020,24/12/2023,,Land and property (within or outside the UK),Richard Fuller,3912,,,FALSE,Warwickshire,houses,Part ownership,,,,2,FALSE,FALSE,United Kingdom,,Residential
2219,,Residential in London,28/09/2020,24/12/2023,16/02/2021,Land and property (within or outside the UK),Claire Coutinho,4806,24/08/2020,,TRUE,London,flat,,,16/02/2021,,1,FALSE,FALSE,United Kingdom,,Residential
2185,,Residential in Brentford,22/12/2011,24/12/2023,,Land and property (within or outside the UK),Seema Malhotra,4253,,,TRUE,Brentford,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
2815,,Commercial in Croydon,,01/05/2015,03/04/2017,Land and property (within or outside the UK),Helen Grant,4018,,,FALSE,Croydon,offices and storage,"held in trust by James Hay Pension Trustees Ltd, on behalf of myself and my husband",,01/04/2017,,1,FALSE,FALSE,United Kingdom,,Commercial
