ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,RegularityOfPayment,StartDate,EndDate,PeriodForHoursWorked,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails
8074,8072,"Agreement - £1,783.54",30/07/2024,30/07/2024,,Employment and earnings - Ongoing paid employment,Mark Sewards,5166,Monthly,,05/07/2024,Weekly,,Monetary,,1783.54,40,,FALSE,,FALSE,,,FALSE,,,
6679,6678,"Agreement - £1,113.00",29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Freddie van Mierlo,5296,Monthly,,,Monthly,,Monetary,,1113,48,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Local party organisation,
7662,6759,Agreement starting 26 May 2022 - £695.71,29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Liz Jarvis,5040,Monthly,26/05/2022,,Weekly,,Monetary,,695.71,20,Estimated,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
8048,8046,"Agreement starting 08 July 2024 - £2,000.00",29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,08/07/2024,,Monthly,,Monetary,,2000,2,,FALSE,,FALSE,,,FALSE,,,
7098,7095,"Agreement - £3,323.81",29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Natalie Fleet,5053,Monthly,,25/07/2024,Weekly,,Monetary,,3323.81,35,,FALSE,,FALSE,,,FALSE,,,
7932,7653,"Agreement - £2,872.29",29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Jade Botterill,5236,Monthly,,05/07/2024,Monthly,,Monetary,final paycheck,2872.29,96,No hours worked since my election,FALSE,,FALSE,,,FALSE,,,
6020,6019,Agreement - £678.72,29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Neil Duncan-Jordan,5359,Monthly,,15/07/2024,Monthly,,Monetary,,678.72,0,none since my election,FALSE,,FALSE,,,FALSE,,,
7959,7955,Agreement - £357.90,29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Jodie Gosling,5036,Monthly,,04/07/2024,Monthly,,Monetary,Final payment,357.9,40,Worked 0.4 of ft teachers 39 wks a yr,FALSE,,FALSE,,,FALSE,,,
7981,6345,"Agreement - £1,778.75",29/07/2024,29/07/2024,,Employment and earnings - Ongoing paid employment,Seamus Logan,5280,Monthly,,30/08/2024,Monthly,,Monetary,,1778.75,120,estimated,FALSE,,FALSE,,,FALSE,,,
7590,7589,"Agreement starting 22 July 2024 - £3,000.00",26/07/2024,26/07/2024,,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,22/07/2024,,Monthly,,Monetary,,3000,15,,FALSE,,FALSE,,,FALSE,,,
6487,6484,"Agreement - £2,197.40",26/07/2024,26/07/2024,,Employment and earnings - Ongoing paid employment,Josh Fenton-Glynn,5295,Monthly,,,Weekly,,Monetary,,2197.4,14,estimated working hours,FALSE,,FALSE,,,FALSE,,,
7604,7603,"Agreement starting 15 July 2024 - £3,000.00",26/07/2024,26/07/2024,,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,15/07/2024,,Monthly,,Monetary,,3000,8,,FALSE,,FALSE,,,FALSE,,,
7606,7605,"Agreement starting 22 July 2024 - £5,000.00",26/07/2024,26/07/2024,,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,22/07/2024,,Monthly,,Monetary,,5000,4,,FALSE,,FALSE,,,FALSE,,,
7532,6957,"Agreement - £5,868.08",26/07/2024,26/07/2024,,Employment and earnings - Ongoing paid employment,Sojan Joseph,5247,Monthly,,04/07/2024,Weekly,,Monetary,,5868.08,37.5,,FALSE,,FALSE,,,FALSE,,,
7325,7324,"Agreement - £7,142.50",25/07/2024,25/07/2024,,Employment and earnings - Ongoing paid employment,Rachel Taylor,5065,Quarterly,,05/07/2024,Quarterly,,Monetary,,7142.5,350,The number of hours varied but this is an average,TRUE,Evans Derry Solicitors,FALSE,133  Long Street Atherstone Warwickshire CV9 1AD,High Street Solicitors Practice,FALSE,,,
6528,6526,Agreement - £758.33,25/07/2024,25/07/2024,,Employment and earnings - Ongoing paid employment,Freddie van Mierlo,5296,Monthly,,30/06/2024,Monthly,,Monetary,,758.33,96,,FALSE,,FALSE,,,FALSE,,,
6523,6522,Agreement - £522.91,25/07/2024,25/07/2024,,Employment and earnings - Ongoing paid employment,Freddie van Mierlo,5296,Monthly,,,Monthly,,Monetary,,522.91,32,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Local party organisation,
6687,6685,"Agreement - £1,476.92",25/07/2024,25/07/2024,,Employment and earnings - Ongoing paid employment,Andy MacNae,5134,Monthly,,31/07/2024,Monthly,,Monetary,Partial monthly salary to end of employment on 5 July 2024,1476.92,10,Estimated hours worked in month prior to end of employment on 4 July,FALSE,,FALSE,,,FALSE,,,
7485,7483,"Agreement - £6,179.66",25/07/2024,25/07/2024,,Employment and earnings - Ongoing paid employment,Andrew Lewin,5061,Monthly,,19/07/2024,Weekly,,Monetary,,6179.66,37.5,Approximate,FALSE,,FALSE,,,FALSE,,,
6657,6653,"Agreement - £10,500.00",24/07/2024,24/07/2024,,Employment and earnings - Ongoing paid employment,Richard Tice,5161,Quarterly,,,Monthly,,Monetary,It is variable depending on rent roll,10500,25,Approx hours,FALSE,,FALSE,,,FALSE,,,
6239,6238,"Agreement - £21,345.00",24/07/2024,24/07/2024,,Employment and earnings - Ongoing paid employment,Mr Angus MacDonald,5362,Yearly,,,Weekly,,Monetary,,21345,17,hours not specified,FALSE,,FALSE,,,FALSE,,,
7126,7125,"Agreement - £1,405.32",24/07/2024,24/07/2024,,Employment and earnings - Ongoing paid employment,Claire Young,5140,Monthly,,17/07/2024,Monthly,,Monetary,,1405.32,160,"The amount is for 5th-17th July, at which point I declined my allowance",FALSE,,FALSE,,,FALSE,,,
7267,7260,Agreement - £500.00,24/07/2024,24/07/2024,,Employment and earnings - Ongoing paid employment,Rachel Gilmour,5252,Monthly,,,Monthly,,Monetary,,500,40,estimated hours worked,FALSE,,FALSE,,,FALSE,,,
7280,7276,"Agreement starting 06 May 2021 - £1,063.69",24/07/2024,24/07/2024,,Employment and earnings - Ongoing paid employment,Connor Naismith,5273,Monthly,06/05/2021,,Weekly,,Monetary,,1063.69,15,Hours worked are approximate.,FALSE,,FALSE,,,FALSE,,,
6778,6777,"Agreement - £6,011.70",23/07/2024,23/07/2024,,Employment and earnings - Ongoing paid employment,John Milne,5329,Monthly,,,Monthly,,Monetary,,6011.7,120,Approximate,FALSE,,FALSE,,,FALSE,,,
6142,6141,"Agreement - £2,583.19",23/07/2024,23/07/2024,,Employment and earnings - Ongoing paid employment,Sean Woodcock,5328,Monthly,,05/08/2024,Weekly,,Monetary,,2583.19,37,no additional hours since election,FALSE,,FALSE,,,FALSE,,,
6406,6387,Agreement - £921.22,23/07/2024,23/07/2024,,Employment and earnings - Ongoing paid employment,Tom Morrison,5090,Monthly,,,Weekly,,Monetary,,921.22,17,,FALSE,,FALSE,,,FALSE,,,
7057,6867,"Agreement - £2,261.26",23/07/2024,23/07/2024,,Employment and earnings - Ongoing paid employment,Mr Paul Foster,5074,Monthly,,31/08/2024,Weekly,,Monetary,,2261.26,24,Estimated,FALSE,,FALSE,,,FALSE,,,
6784,6783,"Agreement - £1,900.00",22/07/2024,22/07/2024,,Employment and earnings - Ongoing paid employment,Graeme Downie,5275,Monthly,,19/07/2024,Monthly,,Monetary,Final payment of salary from my own business,1900,35,,FALSE,,FALSE,,,FALSE,,,
6023,6022,"Agreement - £2,713.23",22/07/2024,22/07/2024,,Employment and earnings - Ongoing paid employment,Natasha Irons,5119,Monthly,,19/07/2024,Weekly,,Monetary,,2713.23,30,,FALSE,,FALSE,,,FALSE,,,
6080,6079,"Agreement - £1,012.00",22/07/2024,22/07/2024,,Employment and earnings - Ongoing paid employment,Luke Taylor,5103,Monthly,,,Weekly,,Monetary,as a Councillor allowance,1012,15,estimated,FALSE,,FALSE,,,FALSE,,,
6081,6079,Agreement starting 06 May 2023 - £879.33,22/07/2024,22/07/2024,,Employment and earnings - Ongoing paid employment,Luke Taylor,5103,Monthly,06/05/2023,13/07/2024,Weekly,Special Responsibility Allowance - Sutton Local Committee Chair,Monetary,Chair of Sutton Local Committee Special Responsibility Allowance,879.33,10,estimated,FALSE,,FALSE,,,FALSE,,,
6776,6775,"Agreement - £1,699.60",22/07/2024,22/07/2024,,Employment and earnings - Ongoing paid employment,John Milne,5329,Monthly,,,Monthly,,Monetary,,1699.6,60,approximate,FALSE,,FALSE,,,FALSE,,,
6772,6771,Agreement starting 04 May 2023 - £730.59,19/07/2024,19/07/2024,,Employment and earnings - Ongoing paid employment,Matt Bishop,5323,Monthly,04/05/2023,19/07/2024,Monthly,,Monetary,This is the final payment as I have relinquished my allowances since being elected this month.,730.59,10,This is a councillor role and the hours are not set.,FALSE,,FALSE,,,FALSE,,,
6689,6686,"Agreement - £32,064.00",19/07/2024,19/07/2024,,Employment and earnings - Ongoing paid employment,John Whitby,5342,Yearly,,,Weekly,,Monetary,Council allowance including cabinet allowance,32064,40,appox,FALSE,,FALSE,,,FALSE,,,
6734,6733,"Agreement - £1,080.00",19/07/2024,19/07/2024,,Employment and earnings - Ongoing paid employment,Sir Ashley Fox,5101,Monthly,,30/06/2024,Weekly,,Monetary,,1080,16,"I was paid for 2 days per week, hours are estimated.",FALSE,,FALSE,,,FALSE,,,
6110,6107,"Agreement starting 05 July 2024 - £1,319.38",18/07/2024,18/07/2024,,Employment and earnings - Ongoing paid employment,Shaun Davies,5041,Monthly,05/07/2024,17/07/2024,Weekly,,Monetary,Balance payment as Leader of Telford and Wrekin Council,1319.38,25,,FALSE,,FALSE,,,FALSE,,,
6112,6107,"Agreement starting 05 July 2024 - £1,028.00",18/07/2024,18/07/2024,,Employment and earnings - Ongoing paid employment,Shaun Davies,5041,Monthly,05/07/2024,,Weekly,,Monetary,,1028,10,,FALSE,,FALSE,,,FALSE,,,
6251,6249,"Agreement starting 05 July 2024 - £1,051.75",18/07/2024,18/07/2024,,Employment and earnings - Ongoing paid employment,Chris Hinchliff,5244,Monthly,05/07/2024,15/07/2024,Monthly,,Monetary,,1051.75,8,Hours worked are estimated.,FALSE,,FALSE,,,FALSE,,,
6477,6476,"Agreement - £1,291.67",16/07/2024,16/07/2024,,Employment and earnings - Ongoing paid employment,Adam Dance,5191,Monthly,,,Weekly,,Monetary,,1291.67,14,,FALSE,,FALSE,,,FALSE,,,
6355,6352,"Agreement - £1,750.41",16/07/2024,16/07/2024,,Employment and earnings - Ongoing paid employment,Mr Will Forster,5322,Monthly,,,Monthly,Councillor,Monetary,,1750.41,0,No fixed working hours,FALSE,,FALSE,,,FALSE,,,
6461,6457,"Agreement - £1,967.46",16/07/2024,16/07/2024,,Employment and earnings - Ongoing paid employment,Mr Will Forster,5322,Monthly,,17/07/2024,Monthly,,Monetary,,1967.46,21.5,,FALSE,,FALSE,,,FALSE,,,
6456,6454,Agreement - £915.00,16/07/2024,16/07/2024,,Employment and earnings - Ongoing paid employment,Mr Will Forster,5322,Monthly,,,Monthly,,Monetary,,915,0,No fixed hours of work,FALSE,,FALSE,,,FALSE,,,
6267,6253,"Agreement - £11,751.00",15/07/2024,15/07/2024,,Employment and earnings - Ongoing paid employment,Lewis Cocking,5050,Yearly,,,Monthly,,Monetary,,11751,10,,FALSE,,FALSE,,,FALSE,,,
6304,6301,"Agreement - £1,006.75",15/07/2024,15/07/2024,,Employment and earnings - Ongoing paid employment,Mr Peter Bedford,5330,Monthly,,01/05/2025,Monthly,,Monetary,Income represents the 'Basic Allowance' payable as a County Councillor,1006.75,20,Hours worked will vary depending on casework.,FALSE,,FALSE,,,FALSE,,,
6104,6102,"Agreement - £2,223.83",11/07/2024,11/07/2024,,Employment and earnings - Ongoing paid employment,Graham Leadbitter,5277,Monthly,,,Weekly,,Monetary,,2223.83,37.5,Hours are approximate,FALSE,,FALSE,,,FALSE,,,
6130,6127,"Agreement - £49,249.00",11/07/2024,11/07/2024,,Employment and earnings - Ongoing paid employment,Vikki Slade,5327,Monthly,,,Weekly,,Monetary,"Comprises Cllr Allowance (14,458), Leaders SRA (31,320) and Group Leaders Allowance (3,471)",49249,60,(there is no specific number of hours),FALSE,,FALSE,,,FALSE,,,
6132,6131,"Agreement - £9,627.00",11/07/2024,11/07/2024,,Employment and earnings - Ongoing paid employment,Vikki Slade,5327,Monthly,,,Monthly,,Monetary,,9627,16,approximate hours worked,FALSE,,FALSE,,,FALSE,,,
5622,4860,Agreement starting 01 July 2021 - £0.00,26/07/2021,07/05/2024,30/04/2024,Employment and earnings - Ongoing paid employment,Paul Holmes,4803,Yearly,01/07/2021,,Monthly,,Monetary,(see additional information below),0,15,,FALSE,,FALSE,,,FALSE,,,
5423,5421,"Agreement starting 25 March 2024 - £1,500.00",23/04/2024,24/04/2024,,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,25/03/2024,,Monthly,,Monetary,for helping identify private sector members and developing a business plan and investment proposition.,1500,8,,FALSE,,FALSE,,,FALSE,,,
5124,5123,"Agreement starting 01 April 2023 - £20,000.00",14/04/2023,15/04/2024,23/05/2024,Employment and earnings - Ongoing paid employment,Richard Fuller,3912,Yearly,01/04/2023,31/03/2024,Monthly,,Monetary,,20000,5,expected commitment,FALSE,,FALSE,,,FALSE,,,
4924,4923,"Agreement starting 30 June 2023 - £17,637.00",30/06/2023,18/03/2024,04/08/2024,Employment and earnings - Ongoing paid employment,Layla Moran,4656,Yearly,30/06/2023,,Yearly,,Monetary,paid quarterly and backdated to 1 April 2023,17637,120,,FALSE,,FALSE,,,FALSE,,,
4866,4865,"Agreement starting 25 September 2023 - £23,776.80",26/10/2023,18/03/2024,,Employment and earnings - Ongoing paid employment,Dr Caroline Johnson,4592,Yearly,25/09/2023,,Yearly,,Monetary,"My pay has increased from £22,471.20 to £23,776.80. The first date an increased amount was received was in the pay slip of 24 May 2024.",23776.8,336,,FALSE,,FALSE,,,FALSE,,,
4896,4893,"Agreement - £2,500.00",11/01/2020,18/03/2024,,Employment and earnings - Ongoing paid employment,Carla Lockhart,4857,Yearly,,,Weekly,,Monetary,,2500,8,,FALSE,,FALSE,,,FALSE,,,
4719,4718,"Agreement starting 04 April 2023 - £50,000.00",04/04/2023,18/03/2024,,Employment and earnings - Ongoing paid employment,Dame Caroline Dinenage,4008,Yearly,04/04/2023,,Monthly,,Monetary,"paid monthly, plus reimbursed expenses",50000,25,approx.,FALSE,,FALSE,,,FALSE,,,
4837,4836,"Agreement starting 01 September 2023 - £8,000.00",01/09/2023,18/03/2024,,Employment and earnings - Ongoing paid employment,Mark Garnier,4074,Yearly,01/09/2023,,Yearly,,Monetary,,8000,50,(maximum),FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Other,Kemyel Ltd
4856,4855,"Agreement starting 01 April 2020 - £41,713.60",29/04/2020,18/03/2024,29/09/2023,Employment and earnings - Ongoing paid employment,Sir John Hayes,350,Yearly,01/04/2020,,Yearly,,Monetary,paid monthly,41713.6,30,(between 20 and 30 hrs),FALSE,,FALSE,,,FALSE,,,
4834,4833,"Agreement starting 01 October 2020 - £2,500.00",26/10/2020,18/03/2024,22/09/2022,Employment and earnings - Ongoing paid employment,Mark Garnier,4074,Monthly,01/10/2020,31/08/2022,Monthly,,Monetary,,2500,10,,FALSE,,FALSE,,,FALSE,,,
4964,4963,"Agreement starting 26 August 2022 - £4,900.00",22/09/2022,18/03/2024,31/01/2024,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,26/08/2022,31/01/2024,Monthly,,Monetary,,4900,12,,FALSE,,FALSE,,,FALSE,,,
4712,4711,"Agreement starting 01 November 2023 - £293,400.00",19/10/2020,18/03/2024,03/01/2024,Employment and earnings - Ongoing paid employment,Sir Geoffrey Cox,1508,Yearly,01/11/2023,,Monthly,,Monetary,(plus VAT) paid quarterly for international legal services,293400,30,,FALSE,,FALSE,,,FALSE,,,
4708,4707,"Agreement - £17,520.00",,18/03/2024,22/11/2022,Employment and earnings - Ongoing paid employment,Sir Geoffrey Clifton-Brown,249,Yearly,,,Yearly,,In kind,The use of a car belonging to the partnership (value as at 29 September 2022),17520,0,none,FALSE,,FALSE,,,FALSE,,,
5406,4969,"Agreement starting 01 January 2023 - £3,900.00",27/02/2023,18/03/2024,31/01/2024,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/01/2023,28/02/2023,Monthly,,Monetary,,3900,12,,FALSE,,FALSE,,,FALSE,,,
4850,4849,"Agreement starting 01 September 2018 - £50,000.00",28/09/2018,18/03/2024,12/12/2018,Employment and earnings - Ongoing paid employment,Sir John Hayes,350,Yearly,01/09/2018,,Yearly,,Monetary,,50000,90,(between 80 and 90 hrs),FALSE,,FALSE,,,FALSE,,,
4966,4965,"Agreement starting 01 September 2022 - £4,000.00",08/08/2022,18/03/2024,16/08/2023,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/09/2022,31/07/2023,Monthly,,Monetary,,4000,12,,FALSE,,FALSE,,,FALSE,,,
5018,5017,"Agreement starting 21 February 2023 - £50,000.00",15/03/2023,18/03/2024,,Employment and earnings - Ongoing paid employment,Sir Gavin Williamson,4108,Yearly,21/02/2023,,Yearly,,Monetary,paid quarterly,50000,80,,FALSE,,FALSE,,,FALSE,,,
4848,4847,"Agreement starting 29 May 2018 - £30,000.00",28/06/2018,18/03/2024,29/09/2023,Employment and earnings - Ongoing paid employment,Sir John Hayes,350,Yearly,29/05/2018,,Yearly,,Monetary,"paid quarterly (previously £20,000)",30000,50,(between 40 and 50 hrs),FALSE,,FALSE,,,FALSE,,,
4743,4742,"Agreement starting 01 January 2020 - £4,672.00",07/01/2020,18/03/2024,08/07/2020,Employment and earnings - Ongoing paid employment,John Finucane,4823,Monthly,01/01/2020,,Monthly,,Monetary,,4672,80,(between 40 and 80 hours a month),FALSE,,FALSE,,,FALSE,,,
5026,5025,"Agreement starting 06 October 2022 - £4,000.00",17/10/2022,18/03/2024,15/05/2024,Employment and earnings - Ongoing paid employment,Sir Jeremy Wright,1560,Monthly,06/10/2022,07/05/2024,Weekly,,Monetary,,4000,8,(up to 8 hours a week),FALSE,,FALSE,,,FALSE,,,
4962,4961,"Agreement starting 01 April 2022 - £2,083.33",06/06/2022,18/03/2024,,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/04/2022,,Monthly,,Monetary,,2083.33,10,,FALSE,,FALSE,,,FALSE,,,
4971,4970,"Agreement starting 01 November 2023 - £9,000.00",03/01/2024,18/03/2024,,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/11/2023,,Monthly,,Monetary,First payment received on 6 December 2023,9000,10,,FALSE,,FALSE,,,FALSE,,,
4829,4828,"Agreement starting 22 November 2022 - £33,000.00",14/12/2024,18/03/2024,,Employment and earnings - Ongoing paid employment,Barry Gardiner,146,Yearly,22/11/2022,,Monthly,,Monetary,paid monthly,33000,12,,FALSE,,FALSE,,,FALSE,,,
4180,4178,"Agreement starting 01 March 2023 - £100,000.00",07/03/2023,16/03/2024,,Employment and earnings - Ongoing paid employment,Lee Anderson,4743,Yearly,01/03/2023,,Weekly,,Monetary,paid monthly,100000,8,,FALSE,,FALSE,,,FALSE,,,
4197,4196,"Agreement starting 01 December 2019 - £33,900.00",09/01/2020,16/03/2024,,Employment and earnings - Ongoing paid employment,David Davis,373,Yearly,01/12/2019,,Yearly,,Monetary,paid quarterly,33900,16,,FALSE,,FALSE,,,FALSE,,,
4034,4033,"Agreement - £3,000.00",07/01/2020,16/03/2024,,Employment and earnings - Ongoing paid employment,Jerome Mayhew,4739,Yearly,,,Yearly,,Monetary,,3000,20,,FALSE,,FALSE,,,FALSE,,,
4221,4217,"Agreement starting 01 April 2023 - £25,000.00",14/04/2023,16/03/2024,,Employment and earnings - Ongoing paid employment,Richard Fuller,3912,Yearly,01/04/2023,,Monthly,,Monetary,paid quarterly,25000,10,expected commitment,FALSE,,FALSE,,,FALSE,,,
