ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2
13981,"Payment received on 19 November 2025 - £10,000.00",11008,2025-11-27,2025-11-27,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2025-11-19,Speaking engagement,Monetary,Speaking engagement 18 November 2025,10000.00,1.50,,True,Lazard and Co,False,"Lazard & Co, 20 Manchester Square, London W1U 3PZ",Financial Advisory and Asset Management,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13981,
13980,"Payment received on 20 November 2025 - £16,000.00",11008,2025-11-27,2025-11-27,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2025-11-20,Speaking engagement,Monetary,Speaking engagement 18 November 2025,16000.00,1.50,,True,J P Morgan Securities Plc,False,"J P Morgan Securities Plc, 25 Bank Street, London E14 5JP",Banking & Financial Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13980,
13940,Payment received on 31 October 2025 - £403.04,13468,2025-11-24,2025-11-25,,Employment and earnings - Ad hoc payments,5198,Chris Coghlan,True,2025-10-31,,Monetary,Army Reservist pay,403.04,32.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13940,
13946,Payment received on 24 November 2025 - £500.00,11719,2025-11-24,2025-11-24,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-11-24,,Monetary,,500.00,1.00,Writing an article,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13946,
13923,"Payment received on 04 November 2025 - £2,166.66",4308,2025-11-19,2025-11-19,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-11-04,,Monetary,For four full page columns in the Daily Express.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13923,
13908,Payment received on 07 November 2025 - £450.00,12134,2025-11-18,2025-11-18,,Employment and earnings - Ad hoc payments,4938,Paulette Hamilton,True,2025-11-07,,Monetary,One in person appearance and two online appearances on the Jeremy Vine program.,450.00,5.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13908,
13912,"Payment expected for services on 13 November 2025 - £31,145.62",12160,2025-11-18,2025-11-18,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,False,2025-11-13,,Monetary,Date given is the date the invoice was submitted for payment,31145.62,12.00,This is an estimate for work undertaken between February and November 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13912,
13904,"Payment received on 14 November 2025 - £33,153.60",6852,2025-11-18,2025-11-18,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-11-14,,Monetary,,33153.60,24.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13904,
13889,"Payment received on 04 November 2025 - £9,378.39",5988,2025-11-17,2025-11-17,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-11-04,,Monetary,All work completed prior to 4th July 2024,9378.39,35.00,number of hours is approximate,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13889,
13893,Payment received on 29 October 2025 - £145.11,11502,2025-11-17,2025-11-17,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-10-29,,Monetary,,145.11,8.00,Hours: 8 hours. This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13893,
13894,Payment received on 13 November 2025 - £132.56,11502,2025-11-17,2025-11-17,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-11-13,,Monetary,,132.56,8.00,Hours: 8 hours. This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13894,
13869,"Payment expected for services on 12 November 2025 - £16,000.00",11008,2025-11-13,2025-11-14,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,False,2025-11-12,Speaking engagement,Monetary,,16000.00,3.00,,True,BNP Paribas,False,"10 Harewood Avenue, London NW1 6AA",Banking & Financial Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13869,
13878,"Payment received on 04 November 2025 - £8,225.00",10773,2025-11-14,2025-11-14,,Employment and earnings - Ad hoc payments,4409,Naz Shah,True,2025-11-04,,Monetary,Second advanced payment for writing my book,8225.00,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13878,
13866,"Payment received on 13 November 2025 - £1,671.05",11413,2025-11-13,2025-11-13,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-11-13,,Monetary,,1671.05,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13866,
13870,"Payment received on 25 December 2024 - £1,492.78",7013,2025-11-13,2025-11-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-12-25,,Monetary,,1492.78,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13870,
13871,"Payment received on 25 January 2025 - £1,375.00",7013,2025-11-13,2025-11-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-01-25,,Monetary,this role was unpaid from 26 January 2025,1375.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13871,
13833,"Payment received on 05 November 2025 - £1,127.38",11729,2025-11-12,2025-11-12,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-11-05,,Monetary,Return travel between London and Zurich plus accommodation.,1127.38,0.00,I have not specified the number of hours because this expenses payment related to attendance at a voluntary board meeting in my capacity as Chair,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13833,
13770,"Payment received on 31 October 2025 - £135,000.00",11542,2025-11-12,2025-11-12,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-31,,Monetary,,135000.00,4.00,This is an estimated maximum hours worked per month over the course of a three month period,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13770,
13837,Payment received on 11 November 2025 - £750.00,3680,2025-11-12,2025-11-12,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-11-11,,Monetary,"Three articles written for The Telegraph Newspaper, published on 9, 20 and 22 October.",750.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13837,
13772,"Payment expected for services on 13 October 2025 - £30,000.00",13771,2025-11-12,2025-11-12,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,False,2025-10-13,,Monetary,,30000.00,2.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13772,
13774,"Payment expected for services on 22 October 2025 - £20,000.00",13773,2025-11-12,2025-11-12,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,False,2025-10-22,,Monetary,,20000.00,2.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13774,
13808,"Payment received on 15 October 2025 - £11,050.00",13132,2025-11-09,2025-11-10,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-10-15,,Monetary,,11050.00,13.00,For work undertaken between 1 and 30 September 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13808,
13816,"Payment received on 07 November 2025 - £41,791.42",11826,2025-11-10,2025-11-10,,Employment and earnings - Ad hoc payments,4483,Rishi Sunak,True,2025-11-07,,Monetary,"Quarterly stipend to cover expenses, including travel, necessary to attend meetings and conferences.",41791.42,30.00,"This payment is purely to cover expenses, so not for hours worked",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13816,
13818,"Payment received on 29 October 2025 - £1,000.00",12619,2025-11-10,2025-11-10,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-10-29,,Monetary,,1000.00,30.00,"estimated, includes research and speech preparation",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13818,
13809,"Payment received on 15 October 2025 - £10,000.00",6922,2025-11-09,2025-11-10,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-10-15,,Monetary,,10000.00,10.00,For work undertaken between 22 September and 10 October 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13809,
13811,Payment received on 07 November 2025 - £300.00,11234,2025-11-10,2025-11-10,,Employment and earnings - Ad hoc payments,4480,Carolyn Harris,True,2025-11-07,,Monetary,,300.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13811,
13805,"Payment received on 17 October 2025 - £2,000.00",3715,2025-11-08,2025-11-08,,Employment and earnings - Ad hoc payments,4040,Chris Evans,True,2025-10-17,,Monetary,Payment for publication of a book,2000.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13805,
13783,Payment received on 06 November 2025 - £220.00,3871,2025-11-06,2025-11-07,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2025-11-06,,Monetary,,220.00,2.00,Edinburgh International Book Festival Session,True,Edinburgh International Book Festival,False,"121 George Street, Edinburgh EH2 4YN",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13783,
13764,"Payment received on 15 October 2025 - £1,456.83",9226,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-15,,Monetary,,1456.83,20.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13764,
13766,Payment received on 29 October 2025 - £601.27,9226,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-29,,Monetary,,601.27,4.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13766,
13760,Payment received on 28 October 2025 - £643.01,4169,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,420,Yvette Cooper,True,2025-10-28,,Monetary,For additional sales of a book already published,643.01,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13760,
13778,Payment received on 04 November 2025 - £240.00,12725,2025-11-06,2025-11-06,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-11-04,,Monetary,For 6 shows.,240.00,1.05,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13778,
13765,Payment received on 23 October 2025 - £152.66,10624,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-23,,Monetary,,152.66,1.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13765,
13767,"Payment received on 30 October 2025 - £8,964.27",9240,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-30,,Monetary,,8964.27,8.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13767,
13763,Payment received on 08 October 2025 - £60.34,9226,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-08,,Monetary,,60.34,1.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13763,
13762,"Payment received on 27 October 2025 - £24,000.00",11008,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2025-10-27,Speaking at event,Monetary,Speaking engagement,24000.00,2.00,,True,Siemens Healthcare Ltd,False,"Siemens Healthcare Ltd, Parkview, Watchmoor Park, Camberley, Surrey GU15 3YL",Healthcare technology,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13762,
13769,"Payment received on 20 October 2025 - £11,349.29",13768,2025-11-05,2025-11-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-20,,Monetary,This amount was converted from US dollars to GB pounds,11349.29,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13769,
13491,Payment received on 25 January 2025 - £797.90,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-01-25,,Monetary,,797.90,31.60,per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13491,
13694,"Payment received on 26 July 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-07-26,,Monetary,,1573.00,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13694,
13696,"Payment received on 27 September 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-09-27,,Monetary,,1573.00,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13696,
13738,Payment received on 25 June 2025 - £825.98,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-06-25,,Monetary,,825.98,31.60,per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13738,
13709,"Payment received on 28 October 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-10-28,,Monetary,,1662.73,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13709,2026-05-06
13704,"Payment received on 28 May 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-05-28,,Monetary,,1662.73,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13704,2026-05-06
13706,"Payment received on 28 July 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-07-28,,Monetary,,1662.73,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13706,2026-05-06
13699,"Payment received on 27 December 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-12-27,,Monetary,,1573.00,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13699,
13493,Payment received on 25 March 2025 - £802.48,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-03-25,,Monetary,,802.48,31.60,per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13493,
13707,"Payment received on 28 August 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-08-28,,Monetary,,1662.73,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13707,2026-05-06
13702,"Payment received on 28 March 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-03-28,,Monetary,,1573.00,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13702,
13488,"Payment received on 25 September 2024 - £4,064.50",13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-09-25,,Monetary,,4064.50,36.50,Using TOIL and annual leave,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13488,
13733,"Payment received on 22 October 2025 - £6,000.00",13732,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,4780,Laura Trott,True,2025-10-22,,Monetary,Speech to ACA Annual Dinner,6000.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13733,
13698,"Payment received on 28 November 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-11-28,,Monetary,,1573.00,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13698,
13700,"Payment received on 28 January 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-01-28,,Monetary,,1573.00,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13700,
13708,"Payment received on 26 September 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-09-26,,Monetary,,1662.73,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13708,2026-05-06
13695,"Payment received on 28 August 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-08-28,,Monetary,,1573.00,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13695,
13697,"Payment received on 28 October 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-10-28,,Monetary,,1573.00,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13697,
13703,"Payment received on 28 April 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-04-28,,Monetary,,1662.73,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13703,2026-05-06
13705,"Payment received on 27 June 2025 - £1,662.73",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-06-27,,Monetary,,1662.73,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13705,2026-05-06
13736,"Payment expected for services on 31 October 2025 - £1,500.00",13726,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,4473,Louise Haigh,False,2025-10-31,,Monetary,,1500.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13736,
13490,Payment received on 25 November 2024 - £797.90,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-11-25,,Monetary,,797.90,31.60,per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13490,
13701,"Payment received on 28 February 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-02-28,,Monetary,,1573.00,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13701,
13717,Payment received on 17 October 2025 - £90.62,11729,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-10-17,,Monetary,Expenses reimbursed for attending a voluntary Board meeting.,90.62,0.00,I have not specified the number of hours because this expense payment related to attendance at a voluntary board meeting in my capacity as Chair,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13717,
13686,Payment received on 25 October 2025 - £418.78,13302,2025-10-30,2025-10-31,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-10-25,,Monetary,,418.78,15.80,a month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13686,
13718,"Payment received on 29 October 2025 - £1,312.52",11413,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-10-29,,Monetary,,1312.52,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13718,
13685,Payment received on 25 September 2025 - £837.55,13302,2025-10-30,2025-10-31,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-09-25,,Monetary,,837.55,31.60,a month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13685,
13712,"Payment received on 31 October 2025 - £4,000.00",12266,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-10-31,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13712,
13665,"Payment received on 28 October 2025 - £2,250.00",10930,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-10-28,,Monetary,articles,2250.00,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13665,
13667,Payment received on 16 October 2025 - £600.00,4375,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2025-10-16,,Monetary,This is a copyright payment for an article I wrote in 2018,600.00,0.00,No extra hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13667,
13666,Payment received on 24 October 2025 - £750.00,10669,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-10-24,Writing an article,Monetary,Writing (not presenting a show),750.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13666,
13646,"Payment received on 23 October 2025 - £10,620.00",13645,2025-10-28,2025-10-28,2025-12-22,Employment and earnings - Ad hoc payments,4074,Mark Garnier,True,2025-10-23,,Monetary,Payment as a result of a business referral.,10620.00,1.00,"(A balance of £1,393.44 was paid on 22 December 2025)",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13646,
13559,"Payment received on 08 October 2025 - £25,000.00",12767,2025-10-28,2025-10-28,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-10-08,,Monetary,,25000.00,40.00,five days,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13559,
13643,Payment received on 13 October 2025 - £250.00,11767,2025-10-28,2025-10-28,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-10-13,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13643,
13639,Payment received on 23 October 2025 - £750.00,3671,2025-10-24,2025-10-24,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-10-23,,Monetary,Article published by The Sun online and paper copy on 13th August 2025,750.00,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13639,
13628,Payment expected for services on 20 October 2025 - £500.00,13626,2025-10-23,2025-10-23,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,False,2025-10-20,Speaking engagement,Monetary,,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13628,
13633,"Payment received on 21 October 2025 - £2,918.51",11326,2025-10-23,2025-10-23,,Employment and earnings - Ad hoc payments,5267,Yuan Yang,True,2025-10-21,,Monetary,,2918.51,0.00,Payment received for book sales,True,RCW literary Agency,False,"RCW literary Agency, 20 Powis Mews, London W11 1JN",Literary Agency,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13633,
13617,Payment received on 30 September 2025 - £675.49,4932,2025-10-22,2025-10-22,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-09-30,,Monetary,,675.49,10.00,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/13617,
13574,Payment received on 30 September 2025 - £950.00,12101,2025-10-17,2025-10-20,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-09-30,,Monetary,Appeared on five programmes,950.00,30.00,estimated as does not include preparation time,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13574,
13584,Payment received on 17 September 2025 - £100.35,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-09-17,,Monetary,,100.35,5.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13584,
13587,Payment received on 09 October 2025 - £66.55,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-10-09,,Monetary,,66.55,0.00,,True,HarperCollins Publishers Ltd,False,"The News Building, 1 London Bridge St, London SE1 9GF",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13587,
13543,"Payment received on 03 October 2025 - £10,000.00",11622,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-10-03,,Monetary,,10000.00,20.00,up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13543,
13586,Payment received on 03 October 2025 - £253.31,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-10-03,,Monetary,,253.31,0.00,,True,Penguin Books Ltd,False,"Embassy Gardens. One Embassy Gardens, 8 Viaduct Gardens, London, SW11 7BW",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13586,
13573,Payment received on 15 October 2025 - £400.00,4321,2025-10-17,2025-10-20,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-10-15,,Monetary,For two shows.,400.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13573,
13597,"Payment received on 16 October 2025 - £141,000.00",12316,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4483,Rishi Sunak,True,2025-10-16,,Monetary,,141000.00,5.00,,True,NDTV,False,"W-17, 2nd Floor, Greater Kailash - I, New Delhi, 110048, India",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13597,
13582,Payment received on 15 October 2025 - £196.24,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-10-15,,Monetary,,196.24,10.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13582,
13583,Payment received on 01 October 2025 - £108.75,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-10-01,,Monetary,,108.75,8.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13583,
13589,Payment received on 16 October 2025 - £98.40,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-10-16,,Monetary,,98.40,0.00,,True,Everyman's Library,False,"Everyman's Library, 50 Albemarle Street, London, W1S 4BD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13589,
13569,"Payment received on 16 October 2025 - £1,500.00",6545,2025-10-17,2025-10-17,,Employment and earnings - Ad hoc payments,5030,Dr Simon Opher,True,2025-10-16,,Monetary,Payment for work as a locum at three GP surgeries,1500.00,20.00,3 GP surgeries,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13569,
13548,Payment received on 26 September 2025 - £37.49,5988,2025-10-15,2025-10-16,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-09-26,,Monetary,this payment is for work carried out prior to July 2024,37.49,0.30,estimated working time of 20 minutes,True,Confidential,False,Confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13548,
13547,Payment received on 01 October 2025 - £964.25,11729,2025-10-15,2025-10-16,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-10-01,,In kind,Return travel between London and Geneva plus accommodation,964.25,0.00,I have not specified the number of hours because this expenses payment related to attendance at a voluntary board meeting in my capacity as Chair,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13547,
13551,Payment received on 16 October 2025 - £600.00,4375,2025-10-16,2025-10-16,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2025-10-16,,Monetary,"Payment for copywrite fees of an article written in 2018, which the Guardian have syndicated",600.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13551,
