public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/25918,Chris Loder,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Robert Appleby,,
uk.org.publicwhip/person/25917,Marco Longhi,Miscellaneous,2020-02-10,2022-09-05 (latest),"From 17 January 2020, member of the Dudley Town Board. This is an unpaid role.  (Registered 04 February 2020)",the Dudley Town Board,
uk.org.publicwhip/person/25917,Marco Longhi,(i) Shareholdings: over 15% of issued share capital,2022-05-30,2022-09-05 (latest),"From 28 October 2021, MDLON (2021) Ltd, rental properties. (Registered 19 May 2022)",,
uk.org.publicwhip/person/25917,Marco Longhi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2022-05-16,2022-09-05 (latest),"Ten houses in Walsall owned jointly with my wife, the tenth of which was acquired on 22 December 2020: (i) and (ii). From 28 March 2022, these properties are owned and administered by MDLON Ltd. (Registered 07 January 2020; updated 04 January 2022 and 22 April 2022)",,
uk.org.publicwhip/person/25917,Marco Longhi,Miscellaneous,2020-01-11,2022-09-05 (latest),"Unpaid trustee and director of WPH Counselling & Education Services, a mental health charity. (Registered 07 January 2020)",Unpaid; WPH Counselling & Education Services,
uk.org.publicwhip/person/25917,Marco Longhi,Employment and earnings,2022-01-04,2022-09-05 (latest),"Until 6 May 2021, Councillor, Walsall Metropolitan Borough Council, The Civic Centre, Walsall UK WS1 1TP. From 6 January 2020 until 6 May 2021, I received £11,357 per year, paid monthly. Hours: approx. 18 hrs per week. (Registered 07 January 2020; updated 22 December 2021)",Walsall Metropolitan Borough Council,"11,357"
uk.org.publicwhip/person/25917,Marco Longhi,Miscellaneous,2022-01-04,2022-06-27,"Until 27 June 2021, unpaid trustee of Walsall Wood Allotments Charity (via Walsall Council). (Registered 07 January 2020; updated 22 December 2021)",Walsall Wood Allotments Charity; Walsall Council,
uk.org.publicwhip/person/25917,Marco Longhi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2022-01-04,2022-05-03,"Ten houses in Walsall owned jointly with my wife, the tenth of which was acquired on 22 December 2020: (i) and (ii). (Registered 07 January 2020; updated 04 January 2022)",,
uk.org.publicwhip/person/25917,Marco Longhi,Employment and earnings,2020-01-11,2021-12-13,"Councillor, Walsall Metropolitan Borough Council, The Civic Centre, Walsall UK WS1 1TP. Until further notice, I receive £22,577 per year, paid monthly. Hours: approx. 18 hrs per week. (Registered 07 January 2020)",Walsall Metropolitan Borough Council,"22,577"
uk.org.publicwhip/person/25917,Marco Longhi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-12-13,"Nine houses in Walsall, owned jointly with my wife: (i) and (ii). (Registered 07 January 2020)",,
uk.org.publicwhip/person/25917,Marco Longhi,Miscellaneous,2020-01-11,2021-12-13,Unpaid trustee of Walsall Wood Allotments Charity (via Walsall Council). (Registered 07 January 2020),Unpaid; Walsall Wood Allotments Charity; Walsall Council,
uk.org.publicwhip/person/25917,Marco Longhi,Employment and earnings,2020-10-12,2021-10-18,"Until 1 August 2020, Director, Justmove (Lettings) Ltd, 9 Norton Road, Pelsall, Walsall, WS3 4AY. I received £8,000 per year, paid annually. Hours: 200 hrs per annum. (Registered 07 January 2020; updated 05 October 2020)",,"8,000"
uk.org.publicwhip/person/25917,Marco Longhi,(i) Shareholdings: over 15% of issued share capital,2020-10-12,2021-09-20,"Until 22 September 2020, Mosaic Training Services Ltd; a company which did not trade and has been dissolved. (Registered 07 January 2020; updated 05 October 2020)",Mosaic Training Services Ltd,
uk.org.publicwhip/person/25917,Marco Longhi,Miscellaneous,2020-10-12,2021-09-20,"Until 22 September 2020, unpaid director of Mosaic Training Services Ltd (dissolved). (Registered 07 January 2020; updated 05 October 2020)",Mosaic Training Services Ltd,
uk.org.publicwhip/person/25917,Marco Longhi,(i) Shareholdings: over 15% of issued share capital,2020-10-12,2021-08-23,"Until 1 August 2020, Justmove (Lettings) Ltd; property management. (Registered 07 January 2020; updated 05 October 2020)",,
uk.org.publicwhip/person/25917,Marco Longhi,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: Association of Conservative Clubs Ltd,Association of Conservative Clubs Ltd,
uk.org.publicwhip/person/25917,Marco Longhi,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: Countywide Developments Limited,,
uk.org.publicwhip/person/25917,Marco Longhi,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: NFC Homes (East) Ltd,,
uk.org.publicwhip/person/25917,Marco Longhi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Stalbury Trustees,,
uk.org.publicwhip/person/25917,Marco Longhi,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: The Leamington Fund,The Leamington Fund,
uk.org.publicwhip/person/25917,Marco Longhi,Employment and earnings,2020-01-11,2020-09-28,"Director, Justmove (Lettings) Ltd, 9 Norton Road, Pelsall, Walsall, WS3 4AY. Until further notice, I receive £8,000 per year, paid annually. Hours: 200 hrs per annum. (Registered 07 January 2020)",,"8,000"
uk.org.publicwhip/person/25917,Marco Longhi,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2020-09-28,Justmove (Lettings) Ltd; property management. (Registered 07 January 2020),,
uk.org.publicwhip/person/25917,Marco Longhi,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2020-09-28,Mosaic Training Services Ltd; a dormant company which has not traded yet. (Registered 07 January 2020),Mosaic Training Services Ltd,
uk.org.publicwhip/person/25917,Marco Longhi,Miscellaneous,2020-01-11,2020-09-28,Unpaid director of Mosaic Training Services Ltd (dormant). (Registered 07 January 2020),Unpaid; Mosaic Training Services Ltd,
uk.org.publicwhip/person/25916,Aaron Bell,Employment and earnings,2022-08-08,2022-09-05 (latest),"8 March 2022, payment of £170. Hours: 30 mins. Fee paid direct to charity. (Registered 08 March 2022)",,170
uk.org.publicwhip/person/25916,Aaron Bell,Miscellaneous,2020-02-10,2022-09-05 (latest),"From 8 January 2020, member of the Town Deal Board for Newcastle-under-Lyme. This is an unpaid role. (Registered 21 January 2020)",the Town Deal Board,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-09-05 (latest),2022-09-05 (latest),Name of donor: Bacon Estates Ltd,Bacon Estates Ltd,
uk.org.publicwhip/person/25916,Aaron Bell,"Gifts, benefits and hospitality from UK sources",2022-03-14,2022-09-05 (latest),Name of donor: Betting and Gaming Council,Gaming Council,
uk.org.publicwhip/person/25916,Aaron Bell,"Gifts, benefits and hospitality from UK sources",2022-07-11,2022-09-05 (latest),Name of donor: Carol Shanahan,,
uk.org.publicwhip/person/25916,Aaron Bell,"Gifts, benefits and hospitality from UK sources",2021-11-15,2022-09-05 (latest),Name of donor: Curry Life Media Group,Curry Life Media Group,
uk.org.publicwhip/person/25916,Aaron Bell,Employment and earnings,2022-08-08,2022-09-05 (latest),Payment of £90 expected for a survey completed on 26 July 2022. Hours: 15 mins. Fee paid direct to charity. (Registered 02 August 2022),,90
uk.org.publicwhip/person/25916,Aaron Bell,Employment and earnings,2022-08-08,2022-09-05 (latest),"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for opinion surveys:",YouGov; Featherstone Street,
uk.org.publicwhip/person/25916,Aaron Bell,"(ii) Other shareholdings, valued at more than £70,000",2020-01-11,2022-09-05 (latest),Rematch Credit Ltd; parent company of interest free credit provider DivideBuy. (Registered 09 January 2020),Rematch Credit Ltd; DivideBuy,
uk.org.publicwhip/person/25916,Aaron Bell,Employment and earnings,2022-03-14,2022-07-11,"8 March 2022, payment of £170 from YouGov, 50 Featherstone St, London EC1Y 8RT, for a survey. Hours: 30 mins. Fee paid direct to charity. (Registered 08 March 2022)",YouGov; Featherstone St,170
uk.org.publicwhip/person/25916,Aaron Bell,Gifts and benefits from sources outside the UK,2021-08-23,2022-07-11,Name of donor: Entain Operations Ltd,,
uk.org.publicwhip/person/25916,Aaron Bell,"Gifts, benefits and hospitality from UK sources",2021-08-23,2022-07-11,Name of donor: Gamesys Group plc,Gamesys Group,
uk.org.publicwhip/person/25916,Aaron Bell,"Gifts, benefits and hospitality from UK sources",2021-08-23,2022-07-11,Name of donor: Power Leisure Bookmakers Ltd,,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Association of Conservative Clubs Ltd,Association of Conservative Clubs Ltd,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: D Contracts Ltd,,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: J C Bamford Excavators Ltd,,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Nicholas F Bacon,Nicholas F Bacon,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: The Leamington Fund,The Leamington Fund,
uk.org.publicwhip/person/25916,Aaron Bell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: The Staffordshire Westminster Club,The Staffordshire Westminster Club,
uk.org.publicwhip/person/25915,Taiwo Owatemi,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2022-09-05 (latest),Afrika Connekt Ltd; a clothing company. (Registered 07 January 2020),Afrika Connekt Ltd,
uk.org.publicwhip/person/25915,Taiwo Owatemi,Miscellaneous,2021-06-01,2022-09-05 (latest),"From 24 April 2021, pharmacist registered with the General Pharmaceutical Council. (Registered 21 May 2021)",the General Pharmaceutical Council,
uk.org.publicwhip/person/25915,Taiwo Owatemi,Employment and earnings,2021-07-26,2022-09-05 (latest),"From 5 June 2021 until further notice, Locum Pharmacist for Tesco, Shire Park, Kestrel Way, Welwyn Garden City AL7 1GA. I work shifts on an ad hoc basis as required. (Registered 07 June 2021)",Tesco,
uk.org.publicwhip/person/25915,Taiwo Owatemi,Miscellaneous,2020-01-11,2022-09-05 (latest),Unpaid director of Afrika Connekt Ltd; a clothing company. (Registered 07 January 2020),Unpaid; Afrika Connekt Ltd,
uk.org.publicwhip/person/25915,Taiwo Owatemi,Employment and earnings,2021-07-26,2022-07-11,"16 July 2021, received £159. Hours: 7 hrs. (Registered 23 July 2021)",,159
uk.org.publicwhip/person/25915,Taiwo Owatemi,Employment and earnings,2021-07-26,2022-07-11,"9 July 2021, received £159. Hours: 7 hrs. (Registered 14 July 2021)",,159
uk.org.publicwhip/person/25915,Taiwo Owatemi,Employment and earnings,2020-12-07,2021-11-29,"24 April 2020, received £200 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for a survey completed on 26 February 2020. Hours: 1 hr. (Registered 30 November 2020)",,200
uk.org.publicwhip/person/25915,Taiwo Owatemi,Employment and earnings,2021-06-14,2021-07-12,"From 5 June 2021 until further notice, Locum Pharmacist for Tesco, Shire Park, Kestrel Way, Welwyn Garden City AL7 1GA. I work shifts on an ad hoc basis as required. Payments will be listed below. (Registered 07 June 2021)",Tesco,
uk.org.publicwhip/person/25914,Apsana Begum,(b) Any other support not included in Category 2(a),2022-01-31,2022-09-05 (latest),Name of donor: Unite the Union,,
uk.org.publicwhip/person/25914,Apsana Begum,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: Momentum,,
uk.org.publicwhip/person/25914,Apsana Begum,Miscellaneous,2020-02-10,2021-01-18,"Until 2 January 2020, a Trustee and Director of Women's Inclusive Team Ltd, a charity that delivers projects and training to women and parents, and also runs a pre-school. (Registered 06 January 2020; updated 27 January 2020)",Trustee; Women's Inclusive Team Ltd,
uk.org.publicwhip/person/25914,Apsana Begum,Miscellaneous,2020-01-11,2020-01-11,"A Trustee and Director of Women's Inclusive Team Ltd, a charity that delivers projects and training to women and parents, and also runs a pre-school. (Registered 06 January 2020)",Trustee; Women's Inclusive Team Ltd,
uk.org.publicwhip/person/25913,Danny Kruger,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2022-01-04,2022-09-05 (latest),A house in Bath owned by my wife but from which I receive a share of the rental income: (i) and (ii). (Registered 29 December 2021),,
uk.org.publicwhip/person/25913,Danny Kruger,Miscellaneous,2021-01-18,2022-09-05 (latest),"From 8 December 2020, unpaid Director of the New Social Covenant Unit Ltd, a company which supports social policy research. (Registered 13 January 2021)",the New Social Covenant Unit Ltd,
uk.org.publicwhip/person/25913,Danny Kruger,Visits outside the UK,2022-04-19,2022-09-05 (latest),Name of donor: (1) The Danube Institute  (2) The University of Public Service,The Danube Institute; The University of Public Service,
uk.org.publicwhip/person/25913,Danny Kruger,Miscellaneous,2020-03-02,2022-09-05 (latest),"Trustee of Only Connect, a charity that works with men and women in prison or recently released, with the aim of helping them live crime-free lives. (Registered 11 January 2020; updated 11 February 2020)",,
uk.org.publicwhip/person/25913,Danny Kruger,Miscellaneous,2020-03-02,2022-01-04,"Trustee of Catch 22, a charity that works at every stage of the social welfare cycle to build resilience and aspiration in people and communities. (Registered 11 January 2020; updated 11 February 2020)",,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-03-16,2021-02-15,Name of donor: Timothy Ingram-Hill,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Gilliori Carter,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Kenneth Carter,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Lady Julia Hiscox,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Robert Hiscox,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Sir Henry Keswick,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Sir John Nutting,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Sir Martin Arbib,,
uk.org.publicwhip/person/25913,Danny Kruger,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-02-10,Name of donor: Mr and Mrs Timothy Ingram-Hill,,
uk.org.publicwhip/person/25913,Danny Kruger,Miscellaneous,2020-01-11,2020-02-10,"Trustee of Catch 22, a charity. (Registered 11 January 2020)",,
uk.org.publicwhip/person/25913,Danny Kruger,Miscellaneous,2020-01-11,2020-02-10,"Trustee of Only Connect, a charity. (Registered 11 January 2020)",,
uk.org.publicwhip/person/25912,Sam Tarry,(b) Any other support not included in Category 2(a),2022-09-05 (latest),2022-09-05 (latest),Name of donor: Neil Hamilton,,
uk.org.publicwhip/person/25912,Sam Tarry,(b) Any other support not included in Category 2(a),2022-01-04,2022-09-05 (latest),Name of donor: PQF Management Limited,PQF Management Limited,
uk.org.publicwhip/person/25912,Sam Tarry,(b) Any other support not included in Category 2(a),2022-09-05 (latest),2022-09-05 (latest),Name of donor: Transport Salaried Staffs' Association (TSSA),Transport Salaried Staffs' Association,
uk.org.publicwhip/person/25912,Sam Tarry,"Gifts, benefits and hospitality from UK sources",2021-07-12,2022-06-27,Name of donor: Wrightbus International Ltd,Wrightbus International Ltd,
uk.org.publicwhip/person/25912,Sam Tarry,Employment and earnings,2020-02-10,2021-02-15,"16 January 2020, received final payment of £9,887.48, which includes pay in lieu of notice. Hours: none since my election. (Registered 06 February 2020)",,"9,887.48"
uk.org.publicwhip/person/25912,Sam Tarry,Employment and earnings,2020-02-10,2021-02-15,"Payments from the TSSA, 2nd Floor, 17 Devonshire Square, London EC2M 4SQ, for work as a trade union official:",,
uk.org.publicwhip/person/25912,Sam Tarry,Employment and earnings,2020-02-10,2021-01-18,"19 December 2019, received £4,827.52. Hours: none since my election. (Registered 11 January 2020)",,"4,827.52"
uk.org.publicwhip/person/25912,Sam Tarry,"Gifts, benefits and hospitality from UK sources",2020-01-11,2021-01-18,Name of donor: Al Khayma Lounge Ltd,Al Khayma Lounge Ltd,
uk.org.publicwhip/person/25912,Sam Tarry,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: CWU,CWU,
uk.org.publicwhip/person/25912,Sam Tarry,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Mr Ghulam Ali Chaudhary,,
uk.org.publicwhip/person/25912,Sam Tarry,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: TSSA,,
uk.org.publicwhip/person/25912,Sam Tarry,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Unite,,
uk.org.publicwhip/person/25912,Sam Tarry,Employment and earnings,2020-01-11,2020-01-11,"19 December 2019, received £4,827.52 from the TSSA, 2nd Floor, 17 Devonshire Square, London EC2M 4SQ, for work as a trade union official. Hours: none since my election. (Registered 11 January 2020)",,"4,827.52"
uk.org.publicwhip/person/25911,Simon Jupp,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Devon East Patrons Club,Devon East Patrons Club,
uk.org.publicwhip/person/25911,Simon Jupp,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Exeter Constitutional Trust,,
uk.org.publicwhip/person/25911,Simon Jupp,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: FWS Carter & Sons Ltd,FWS Carter & Sons Ltd,
uk.org.publicwhip/person/25911,Simon Jupp,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: FWSC (LADRAM) Ltd,FWSC,
uk.org.publicwhip/person/25911,Simon Jupp,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Nigel Lindsay-Fynn,,
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"1 August 2022, received £75. Hours: 30 mins. (Registered 18 August 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-07-11,2022-09-05 (latest),"10 June 2022, received £100. Hours: 30 mins. (Registered 08 July 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-07-11,2022-09-05 (latest),"10 March 2022, received £100. Hours: 1 hr. (Registered 08 July 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"11 November 2021, received £120. Hours: 20 mins. (Registered 13 January 2022)",,120
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"11 November 2021, received £170. Hours: 20 mins. (Registered 13 January 2022)",,170
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"19 November 2021, received £100. Hours: 20 mins. (Registered 13 January 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"22 February 2022, received £75. Hours: 30 mins. (Registered 18 August 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"24 July 2021, received £110. Hours: 20 mins. (Registered 13 January 2022)",,110
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"24 July 2021, received £40. Hours: 20 mins. (Registered 13 January 2022)",,40
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-07-11,2022-09-05 (latest),"24 June 2022, received £170. Hours: 45 mins. (Registered 08 July 2022)",,170
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"25 July 2021, received £75. Hours: 20 mins. (Registered 13 January 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"27 January 2022, received £65. Hours: 20 mins. (Registered 18 August 2022)",,65
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"27 July 2021, received £120. Hours: 20 mins. (Registered 13 January 2022)",,120
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"27 May 2021, received £120. Hours: 20 mins. (Registered 13 January 2022)",,120
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"30 April 2021, received £100. Hours: 20 mins. (Registered 13 January 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"30 April 2021, received £140. Hours: 20 mins. (Registered 13 January 2022)",,140
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"30 July 2021, received £100. Hours: 20 mins. (Registered 13 January 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"4 April 2022, received £75. Hours: 20 mins. (Registered 18 August 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"4 August 2022, received £75. Hours: 15 mins. (Registered 18 August 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"4 March 2021, received £75. Hours: 20 mins. (Registered 13 January 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"4 May 2021, received £75. Hours: 20 mins. (Registered 13 January 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"6 April 2021, received £75. Hours: 20 mins. (Registered 13 January 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"6 December 2021, received £75. Hours: 20 mins. (Registered 13 January 2022)",,75
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"9 December 2021, received £100. Hours: 20 mins. (Registered 13 January 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"9 February 2021, received £100. Hours: 20 mins. (Registered 13 January 2022)",,100
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-06-27,2022-09-05 (latest),"From 1 April 2020 until 6 May 2021, Councillor, Buckinghamshire Council, The Gateway, Gatehouse Road, Aylesbury HP19 8FF. I received a monthly allowance of £1,083.33. Hours: 15-20 hrs a month. (Registered 11 May 2020; updated 21 June 2022)",Buckinghamshire Council,"1,083.33"
uk.org.publicwhip/person/25910,Ben Everitt,(i) Shareholdings: over 15% of issued share capital,2020-05-26,2022-09-05 (latest),"From 2 March 2020, Weble Ltd; a strategic consulting company. (Registered 12 May 2020)",,
uk.org.publicwhip/person/25910,Ben Everitt,Miscellaneous,2020-05-26,2022-09-05 (latest),"From 2 March 2020, unpaid director of Weble Ltd; a strategic consulting company.  (Registered 12 May 2020)",Weble Ltd,
uk.org.publicwhip/person/25910,Ben Everitt,"Gifts, benefits and hospitality from UK sources",2022-02-28,2022-09-05 (latest),Name of donor: Heineken UK Ltd,Heineken UK Ltd,
uk.org.publicwhip/person/25910,Ben Everitt,"Gifts, benefits and hospitality from UK sources",2022-04-19,2022-09-05 (latest),Name of donor: Natwest Group PLC,Natwest Group PLC,
uk.org.publicwhip/person/25910,Ben Everitt,"Gifts, benefits and hospitality from UK sources",2022-03-14,2022-09-05 (latest),Name of donor: UK Music,UK Music,
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"Payments from Savanta ComRes, 4 Millbank, London SW1P 3JA, for surveys:",Savanta ComRes; Millbank,
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"Payments from Yonder, Northburgh House, 10 Northburgh Street, London EC1V 0AT, for surveys:",Northburgh House; 10 Northburgh Street,
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2022-01-17,2022-09-05 (latest),"Payments from YouGov, 50 Featherstone St, London EC1Y 8RT, for surveys:",YouGov; Featherstone St,
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-05-11,2022-06-13,"From 1 April 2020, Councillor, Buckinghamshire Council, The Gateway, Gatehouse Road, Aylesbury HP19 8FF. I receive a monthly allowance of £1,083.33. Hours: 15-20 hrs a month. (Registered 11 May 2020)",Buckinghamshire Council,"1,083.33"
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2021-02-01,2022-01-17,"21 January 2021, received final payment of £6,250. Hours: 27 hrs. (Registered 22 January 2021)",,"6,250"
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-07-06,2022-01-17,"From 1 May 2020 to 31 January 2021, strategic adviser, retained via Weble Ltd, to the Institute of Chartered Accountants in England and Wales (ICAEW), Moorgate Pl, London EC2R 6EA. I receive £15,000 a year, paid quarterly, for an expected annual time commitment of 60-80 hrs. (Registered 23 June 2020)",Weble Ltd; the Institute of Chartered Accountants,"15,000"
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-09-14,2021-09-20,"9 September 2020, received £3,750. Hours: 17 hrs. (Registered 09 September 2020)",,"3,750"
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-07-06,2021-06-28,"11 June 2020, received £3,750. Hours: 16 hrs. (Registered 26 June 2020)",,"3,750"
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-05-11,2021-05-17,"Until 31 March 2020, Councillor, Aylesbury Vale District Council, The Gateway, Gatehouse Road, Aylesbury HP19 8FF. I received a monthly allowance of £285. Hours: 10 hrs a month. (Registered 23 December 2019; updated 11 May 2020)",Aylesbury Vale District Council,285
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-02-10,2021-01-18,"21 January 2020, I received final salary of £2,308.02, for the period ending 13 January 2020. Hours: 20 hrs. (Registered 23 January 2020)",,"2,308.02"
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-01-11,2021-01-18,"Head of Strategy for the Institute of Chartered Accountants, ICAEW, Moorgate Place, London EC2R 6EA.",the Institute of Chartered Accountants,
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-01-11,2020-12-21,"20 December 2019, received £4,398 (December salary). Hours: 16 hrs. (Registered 24 December 2019)",,"4,398"
