public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,1,Employment and earnings,"From 12 May 2021 until further notice, member of the Advisory Board of the House Magazine, Dods Group Ltd, 11th Floor, The Shard, 32 London Bridge St, London SE1 9SG. I receive £150 for each meeting attended. (Registered 22 September 2021)",the Advisory Board; the House Magazine,150
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,1,Employment and earnings,Payment of £150 expected for a meeting on 12 May 2021. Hours: 1 hr. (Registered 22 September 2021),,150
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,1,Employment and earnings,"30 September 2021, received £600 for four meetings. Hours: 4 hrs. (Registered 01 October 2021)",,600
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 10 November 2021, farmland including farm buildings and one dwelling house let as holiday accommodation, on Islay, Argyll. All managed through Coillabus Farms, with any income being paid to my parents: (i) and (ii). (Registered 16 November 2021)","Islay, Argyll",
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"From 24 October 2021, a partner in Coillabus Farms, a firm which manages two farms and the letting of self-catering holiday accommodation on Islay. (Registered 16 November 2021)",Coillabus Farms,
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,8,Miscellaneous,"From 22 September 2017, unremunerated Director of the Council for Arab-British Understanding. (Registered 12 October 2017)",the Council for Arab-British Understanding,
uk.org.publicwhip/person/10785,Alistair Carmichael,2022-05-16,8,Miscellaneous,"From 24 October 2021, an unpaid partner in Coillabus Farms. (Registered 16 November 2021)",Coillabus Farms,
uk.org.publicwhip/person/25884,Andy Carter,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Global Media and Entertainment Ltd,Global Media and Entertainment Ltd,
uk.org.publicwhip/person/25884,Andy Carter,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: The Warrington Football Club Ltd,The Warrington Football Club Ltd,
uk.org.publicwhip/person/25884,Andy Carter,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",House in Bridgend County Borough: (i). (Registered 11 January 2020),House,
uk.org.publicwhip/person/25884,Andy Carter,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Shoebridge Ltd; import agency. (Registered 11 January 2020),Shoebridge Ltd,
uk.org.publicwhip/person/25884,Andy Carter,2022-05-16,8,Miscellaneous,"Director of Shoebridge (2006) Ltd, an import agency. I receive no salary for this role. (Registered 11 January 2020; updated 03 December 2020)",,
uk.org.publicwhip/person/25884,Andy Carter,2022-05-16,8,Miscellaneous,Magistrate (unremunerated) on the Merseyside Bench. (Registered 11 January 2020),Magistrate,
uk.org.publicwhip/person/25414,James Cartlidge,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"Until 29 September 2021, Share to Buy Ltd; property portal, mortgage broker and home shows (see category 8 below). (Registered 02 June 2015; updated 20 October 2021)",Share to Buy Ltd,
uk.org.publicwhip/person/25414,James Cartlidge,2022-05-16,8,Miscellaneous,"Until 4 August 2021, unpaid director of Share to Buy Ltd. (Registered 02 June 2015; updated 20 October 2021)",Share to Buy Ltd.,
uk.org.publicwhip/person/10095,Bill Cash,2022-05-16,1,Employment and earnings,"Solicitor, William Cash & Co, The Tithe Barn, Upton Cressett, nr Bridgnorth, WV16 6UH.",The Tithe Barn,
uk.org.publicwhip/person/10095,Bill Cash,2022-05-16,1,Employment and earnings,"25 October 2021, received £31,800. Hours: 64 hrs. (Registered 11 November 2021)",,"31,800"
uk.org.publicwhip/person/10095,Bill Cash,2022-05-16,1,Employment and earnings,"21 April 2022, received £15,375. Hours: 31 hrs. (Registered 04 May 2022)",,"15,375"
uk.org.publicwhip/person/10095,Bill Cash,2022-05-16,8,Miscellaneous,"Unremunerated Chairman of the European Foundation, an EU reform think tank which produces the European Journal. (Registered 26 September 2017)",the European Foundation; EU; the European Journal,
uk.org.publicwhip/person/10095,Bill Cash,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Bridget Cash, as Parliamentary Assistant.",,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,1,Employment and earnings,"Payments from Unherd Ltd, Thomas House, 84 Eccleston Square, London SW1V 1PX, for articles:",Unherd Ltd,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,1,Employment and earnings,"18 November 2021, received £275. Hours: 3 hrs. (Registered 23 November 2021)",,275
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,1,Employment and earnings,"20 January 2022, received £150. Hours: 2 hrs. (Registered 08 February 2022)",,150
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,1,Employment and earnings,"4 May 2022, received £200 from the National Club (a private members club), the Rectory, Glebe Lane, Worting, Basingstoke RG23 8QA, for a speaking engagement on 25 January 2022. Hours: 3 hrs including preparation time. (Registered 16 May 2022)",the National Club; Rectory; Worting,200
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: RSFurbs,,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,4,Visits outside the UK,,,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,8,Miscellaneous,"Shareholding in Redemption Media Ltd (software development; business to business). From 1 April 2020, this holding is below the registrable threshold. (Registered 07 January 2020; updated 27 April 2020)",,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,8,Miscellaneous,"Until 19 July 2021, Parish councillor, Oughtibridge, Bradfield Parish Council. (Registered 07 January 2020; updated 09 February 2022)",Oughtibridge; Bradfield Parish Council,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,8,Miscellaneous,"From 13 December 2019, Co-Chair of the Stocksbridge Towns Fund Board. This is an unpaid role. (Registered 04 February 2020)",Co-Chair; the Stocksbridge Towns Fund Board,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,8,Miscellaneous,"From 8 December 2020, Director (member) of the New Social Covenant Unit LTD, a company limited by guarantee that exists to support social policy research. This is an unpaid role. (Registered 13 January 2021)",the New Social Covenant Unit LTD,
uk.org.publicwhip/person/25897,Miriam Cates,2022-05-16,8,Miscellaneous,"From 21 June 2021, Member of the Advisory Board of Conservatives Against Racism for Equality (CARFE), an organisation building a new narrative on race relations, working with Conservative MPs and individuals across the Conservative Party and wider society. This is an unpaid role. (Registered 22 June 2021)",the Advisory Board of Conservatives Against Racism for Equality; the Conservative Party,
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"Registered nurse at Royal Marsden Hospital, Fulham Road, London SW1 6JJ:",Royal Marsden Hospital,
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"18 May 2021, received £184.69. Hours: 12 hrs. (Registered 14 June 2021)",,184.69
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"11 June 2021, received £169. Hours: 12 hrs. (Registered 14 June 2021)",,169
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"25 June 2021, received £287.52. Hours: 12 hrs. (Registered 15 July 2021)",,287.52
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"16 July 2021, received £287.52. Hours: 12 hrs. (Registered 16 July 2021)",,287.52
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"20 August 2021, received £156.47. Hours: 12 hrs. (Registered 14 September 2021)",,156.47
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"3 September 2021, received £156.47. Hours: 12 hrs. (Registered 14 September 2021)",,156.47
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"8 October 2021, received £147. Hours: 12 hrs. (Registered 28 October 2021)",,147
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"12 November 2021, received £180.22. Hours: 12 hrs. (Registered 03 December 2021)",,180.22
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"17 December 2021, received £242.46. Hours: 12 hrs. (Registered 10 January 2022)",,242.46
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,1,Employment and earnings,"4 February 2022, received £242.46. Hours: 12 hrs. (Registered 28 February 2022)",,242.46
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,8,Miscellaneous,"From 12 February 2020, a member of the Newhaven Town Board. This is an unpaid role. (Registered 17 February 2020)",the Newhaven Town Board,
uk.org.publicwhip/person/25397,Maria Caulfield,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my partner, Steve Bell, as Office Manager. (Registered 04 January 2016; updated 22 March 2016 and 15 April 2019)",Office Manager,
uk.org.publicwhip/person/25340,Alex Chalk,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Carlton Club Political Committee,Carlton Club Political Committee,
uk.org.publicwhip/person/25340,Alex Chalk,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Flat in Shepherds Bush: (i) and (ii). (Registered 21 May 2015),,
uk.org.publicwhip/person/25340,Alex Chalk,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",A third share of a cottage in Gloucestershire: (i) and (ii). (Registered 21 May 2015),,
uk.org.publicwhip/person/25340,Alex Chalk,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",A third share of a flat in France: (i) and (ii). (Registered 21 May 2015),,
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys. All fees paid direct to local charities:",,
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"17 December 2020, payment of £200. Hours: 1 hr. (Registered 22 December 2021)",,200
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"30 July 2021, payment of £250. Hours: 1 hr 20 mins. (Registered 22 December 2021)",,250
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"20 August 2020, payment of £250. Hours: 1 hr. (Registered 27 January 2022)",,250
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"January 2020, payment of £50. Hours: 30 mins. (Registered 28 January 2022)",,50
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"6 March 2020, payment of £200. Hours: 1 hr. (Registered 28 January 2022)",,200
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,1,Employment and earnings,"24 June 2021, payment of £110 from YouGov, 50 Featherstone Street, London EC1Y 8RT, for a survey. Hours: 30 mins. Fee paid direct to local charity. (Registered 14 January 2022)",YouGov,110
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Centre for Turkish Studies and Development,,
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,4,Visits outside the UK,,,
uk.org.publicwhip/person/25872,Wendy Chamberlain,2022-05-16,8,Miscellaneous,"From my election to Parliament on 13 December 2019, unremunerated trustee of the Links Trust, St Andrews, which manages the golf courses owned by the public around the town. As a trustee I receive a card entitling me to 25% discount in the golf course shops or restaurants. (Registered 17 January 2020)",Parliament; the Links Trust,
uk.org.publicwhip/person/25168,Sarah Champion,2022-05-16,1,Employment and earnings,"12 January 2022, received £225 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for completing MPs Winter Survey. Hours: 1 hr. (Registered 24 January 2022)",,225
uk.org.publicwhip/person/25168,Sarah Champion,2022-05-16,4,Visits outside the UK,Name of donor: (1) Lockheed Martin UK Ltd (2) CAE U.K. Plc,Lockheed Martin UK Ltd; CAE U.K. Plc,
uk.org.publicwhip/person/25168,Sarah Champion,2022-05-16,8,Miscellaneous,"From 2 April 2020, a National Counselling Society Ambassador, unpaid. (Registered 06 April 2020)",National Counselling Society,
uk.org.publicwhip/person/25305,Douglas Chapman,2022-05-16,4,Visits outside the UK,Name of donor: UAE Ministry of Foreign Affairs and International Cooperation,UAE Ministry of Foreign Affairs and International Cooperation,
uk.org.publicwhip/person/25676,Bambos Charalambous,2022-05-16,4,Visits outside the UK,Name of donor: House of Representatives of the Republic of Cyprus,House of Representatives of the Republic of Cyprus,
uk.org.publicwhip/person/25676,Bambos Charalambous,2022-05-16,4,Visits outside the UK,"Name of donor: (1) Labour Friends of Israel; (2) The Royal Institute of International Affairs, Chatham House",The Royal Institute of International Affairs; Chatham House,
uk.org.publicwhip/person/25676,Bambos Charalambous,2022-05-16,4,Visits outside the UK,,,
uk.org.publicwhip/person/25676,Bambos Charalambous,2022-05-16,4,Visits outside the UK,,,
uk.org.publicwhip/person/25404,Joanna Cherry,2022-05-16,1,Employment and earnings,Limited practice as a QC and member of the Faculty of Advocates. I also continue to receive payments for legal services rendered before my election in 2015. (Registered 04 June 2015; updated 19 July 2021),the Faculty of Advocates,
uk.org.publicwhip/person/25404,Joanna Cherry,2022-05-16,1,Employment and earnings,"From 3 September 2020 until further notice, weekly column for the National. I will receive £150 for each column from Newsquest Ltd, Loudwater Mill, Station Road, High Wycombe HP10 9TY. First payment expected on 1 December 2020. Hours: approx. 4 hrs a week. (Registered 18 November 2020)",Newsquest Ltd; Loudwater Mill,150
uk.org.publicwhip/person/25404,Joanna Cherry,2022-05-16,8,Miscellaneous,"From 25 January 2022, Member of the advisory group of Sex Matters, a not for profit company which campaigns, advocates and produces resources to promote clarity about sex in public policy, law and culture. This is an unpaid role. (Registered 08 February 2022)",,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,1,Employment and earnings,"On 11 September 2020, commissioned into the British Army as a Reservist. Payments will be received from the Army Pay Office, 65 Brown St, Glasgow G2 8EX. (Registered 09 December 2020)",the British Army; the Army Pay Office,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,1,Employment and earnings,"4 May 2021, received £232.41. Hours: approx. 23 hrs. (Registered 17 May 2021)",,232.41
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,1,Employment and earnings,"1 July 2021, received £16. Hours: approx. 2.5 hours. (Registered 16 July 2021)",,16
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,1,Employment and earnings,"Senior Fellow for International Religious Freedom policy at the Religious Freedom Institute (RFI), a not for profit NGO. Address: 316 Pennsylvania Avenue, Suite 501, Washington D.C., 20003, USA.",the Religious Freedom Institute; RFI; Suite 501,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,1,Employment and earnings,"From 8 February 2021 until 7 February 2022, I received £18,191.73 (conversion calculated on 8 February 2021) ($25,000) a year. Hours: approx. 10 hrs per month. (Registered 10 February 2021)",,"25,000"
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,1,Employment and earnings,"From 1 March 2022 until further notice, I receive £1,868.19 (conversion calculated 3 March 2022) ($2500) a month. Hours: approx. 10 hrs per month. (Registered 03 March 2022)",,"1,868.19; 2500"
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,4,Visits outside the UK,Name of donor: KAICIID Dialogue Centre,KAICIID,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,4,Visits outside the UK,Name of donor: Kuwait National Assembly,Kuwait National Assembly,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,8,Miscellaneous,Non-practising barrister.,,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,8,Miscellaneous,"From 12 September 2019 to 14 September 2020, the Prime Minister's Special Envoy on Freedom of Religion or Beliefs. This was an unpaid role. (Registered 03 October 2019; updated 22 June 2021)",,
uk.org.publicwhip/person/24920,Rehman Chishti,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my sister, Nusrat Ahmed, as Office Manager.",Office Manager,
uk.org.publicwhip/person/10103,Christopher Chope,2022-05-16,1,Employment and earnings,Director of Carclew Limited; small private company which provides business consultancy services but excludes advice on parliamentary or public affairs. (Updated 20 June 2017),Carclew Limited,
uk.org.publicwhip/person/10103,Christopher Chope,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Carclew Limited. (Updated 20 June 2017),Carclew Limited,
uk.org.publicwhip/person/10103,Christopher Chope,2022-05-16,8,Miscellaneous,Retired barrister. (Updated 1 June 2015),,
uk.org.publicwhip/person/10103,Christopher Chope,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Christine Chope, as Secretary.",,
uk.org.publicwhip/person/25408,Jo Churchill,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","House in Grantham, owned jointly with my husband: (i) and since 7 May 2015 (ii). (Registered 4 June 2015; updated 18 January 2016)",House,
uk.org.publicwhip/person/25408,Jo Churchill,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Three flats in Grantham, owned jointly with my husband: (i) and since 7 May 2015 (ii). (Registered 4 June 2015; updated 18 January 2016)",,
uk.org.publicwhip/person/25408,Jo Churchill,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"Until 5 May 2021, South Lincolnshire Scaffolding Ltd. (Registered 04 June 2015; updated 07 July 2021)",South Lincolnshire Scaffolding Ltd.,
uk.org.publicwhip/person/25408,Jo Churchill,2022-05-16,8,Miscellaneous,Trustee of SLS Pension Fund. (Registered 04 June 2015),,
uk.org.publicwhip/person/25408,Jo Churchill,2022-05-16,8,Miscellaneous,Directorship 50% of SLS Ltd (non-functioning). (Registered 04 June 2015),SLS Ltd,
uk.org.publicwhip/person/25896,Feryal Clark,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 28 November 2020, a residential property in London: (i) and (ii). (Registered 09 August 2021)",,
uk.org.publicwhip/person/25896,Feryal Clark,2022-05-16,8,Miscellaneous,"Councillor, London Borough of Hackney. From 1 January 2020, I receive no allowances for this role. (Registered 10 January 2020)",Hackney,
uk.org.publicwhip/person/25896,Feryal Clark,2022-05-16,10,Family members engaged in lobbying the public sector on behalf of a third party or client,"My spouse, Andrew Clark, is a Director of Kanda Consultancy. (Registered 10 January 2020)",Kanda Consultancy,
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,1,Employment and earnings,"Payment of £2,500 expected from Jeremy Lee Associates Ltd, 14 Berners Street, London W1T 3LJ, for speaking at a lunch on 18 June 2021. Hours: 4 hrs. (Registered 15 July 2021)",Jeremy Lee Associates Ltd; London W1,"2,500"
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,1,Employment and earnings,"Payments from Market Securities, 55 Baker Street, London W1U 8EW, via the London Speaker Bureau, First Floor, 233-235 Kensington High Street, London W8 6SF:",Market Securities; First Floor,
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,1,Employment and earnings,"Payment of £3,000 expected for a speech and Q&A to guests of Market Securities Ltd on 13 October 2021. Hours: 1.5 hrs. (Registered 09 November 2021)",Market Securities Ltd,"3,000"
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,1,Employment and earnings,"25 February 2022, received £3,000 for a speech and Q&A to guests of Market Securities Ltd on 17 February 2022. Hours: 1.5 hrs. (Registered 09 March 2022)",Market Securities Ltd,"3,000"
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Markerstudy Insurance Services Limited,Markerstudy Insurance Services Limited,
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: University of Warwick,University of Warwick,
uk.org.publicwhip/person/11884,Greg Clark,2022-05-16,5,Gifts and benefits from sources outside the UK,Name of donor: Sudarshan Venu,,
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys. All fees paid direct to Bassetlaw Conservative Association.",Bassetlaw Conservative Association,
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"20 July 2021, payment of £275. Hours: 1 hr. (Registered 26 July 2021)",,275
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"12 January 2022, payment of £225. Hours: 1.5 hrs. (Registered 12 January 2022)",,225
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"9 March 2022, payment of £225. Hours: 1 hr. (Registered 11 March 2022)",,225
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys. All fees paid direct to Bassetlaw Conservative Association.",YouGov; Bassetlaw Conservative Association,
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"6 September 2021, payment of £120. Hours: approx. 30 mins. (Registered 13 September 2021)",,120
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"11 November 2021, payment of £120. Hours: approx. 1 hr. (Registered 12 November 2021)",,120
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"19 November 2021, payment of £100. Hours: 1 hr. (Registered 23 November 2021)",,100
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"9 December 2021, payment of £100. Hours: 1 hr. (Registered 13 December 2021)",,100
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"Payments from Savanta Group Limited, 3 Melville Street, Edinburgh EH3 7PE, for surveys. All fees paid direct to Bassetlaw Conservative Association.",Savanta Group Limited; Bassetlaw Conservative Association,
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"5 May 2021, payment of £75. Hours: approx. 45 mins. (Registered 08 November 2021)",,75
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"30 July 2021, payment of £100. Hours: approx. 45 mins. (Registered 08 November 2021)",,100
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"7 September 2021, payment of £75. Hours: approx. 45 mins. (Registered 08 November 2021)",,75
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"1 November 2021, payment of £75. Hours: 1 hr. (Registered 08 November 2021)",,75
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,1,Employment and earnings,"6 December 2021, payment of £75. Hours: 1 hr. (Registered 07 December 2021)",,75
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,4,Visits outside the UK,Name of donor: Conservative Friends of Israel Ltd,Conservative Friends,
uk.org.publicwhip/person/25862,Brendan Clarke-Smith,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",House in Nottingham: (i). (Registered 11 January 2020),House,
uk.org.publicwhip/person/25657,Simon Clarke,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Gary Lydiate,,
uk.org.publicwhip/person/25657,Simon Clarke,2022-05-16,8,Miscellaneous,"From 1 February 2020, a member of the Middlesbrough Town Deal Fund Board. This is an unpaid role. (Registered 24 February 2020)",the Middlesbrough Town Deal Fund Board,
uk.org.publicwhip/person/25900,Theo Clarke,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: The International Conservation Caucus Foundation - UK,The International Conservation Caucus Foundation,
uk.org.publicwhip/person/25900,Theo Clarke,2022-05-16,8,Miscellaneous,"Until 2 October 2021, Vice Chair, Conservative Friends of International Development. (Registered 09 January 2020; updated 14 December 2021)",Conservative Friends of International Development,
uk.org.publicwhip/person/25825,Chris Clarkson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: The Carlton Club,The Carlton Club,
uk.org.publicwhip/person/25825,Chris Clarkson,2022-05-16,4,Visits outside the UK,"Name of donor: Ministry of Foreign Affairs, Qatar",Ministry of Foreign Affairs,
uk.org.publicwhip/person/25376,James Cleverly,2022-05-16,8,Miscellaneous,Officer in the Reserve Forces. I have received no payments since my election. (Registered 04 June 2016; updated 27 October 2016),the Reserve Forces,
uk.org.publicwhip/person/10119,Geoffrey Clifton-Brown,2022-05-16,1,Employment and earnings,"Partner in East Beckham partnership, engaged in arable farming in Norfolk. I have the use of a car belonging to the partnership, value £4,500 in 2020-21. (Updated 19 March 2014, 31 October 2019 and 11 November 2020)",,"4,500"
uk.org.publicwhip/person/10119,Geoffrey Clifton-Brown,2022-05-16,1,Employment and earnings,"I drew £13,412.75 in respect of the year ending 30 September 2021. Hours: 154 hrs. (Registered 28 October 2021)",,
uk.org.publicwhip/person/10119,Geoffrey Clifton-Brown,2022-05-16,4,Visits outside the UK,,,
uk.org.publicwhip/person/10119,Geoffrey Clifton-Brown,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","A single agricultural holding in Norfolk owned before becoming a Member of Parliament in 1992, and part of a family partnership (East Beckham) used for arable farming and tourism in North Norfolk area: (i) and (ii). (Updated 17 November 2021)",Parliament,
uk.org.publicwhip/person/10119,Geoffrey Clifton-Brown,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Five residential properties in London, purchased between 1994 and 2017: (i) and (ii). (Updated 17 November 2021)",,
uk.org.publicwhip/person/10119,Geoffrey Clifton-Brown,2022-05-16,8,Miscellaneous,Fellow of the Royal Institute of Chartered Surveyors (unremunerated).,the Royal Institute of Chartered Surveyors,
uk.org.publicwhip/person/24771,Therese Coffey,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Crystal Palace Football Club,Crystal Palace Football Club,
uk.org.publicwhip/person/24771,Therese Coffey,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: UK Music,,
uk.org.publicwhip/person/24771,Therese Coffey,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",House in Hampshire (co-owned with mother): (i).,House,
uk.org.publicwhip/person/24771,Therese Coffey,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my sister, Clare Coffey, as a secretary (on a casual basis). (Registered 10 June 2015)",,
uk.org.publicwhip/person/25907,Elliot Colburn,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Martin Armstrong,,
uk.org.publicwhip/person/25907,Elliot Colburn,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Carlton Club Political Committee,Carlton Club Political Committee,
uk.org.publicwhip/person/25907,Elliot Colburn,2022-05-16,8,Miscellaneous,"Councillor, London Borough of Sutton. From 28 December 2019, I receive no allowances for this role. (Registered 09 January 2020)",,
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,1,Employment and earnings,"From 1 March 2020 until further notice, Member of the Advisory Board of the Author’s Licensing and Collecting Society, 1st Floor, Barnard's Inn, 86 Fetter Lane, London EC4A 1EN. I receive remuneration of £1,500 a quarter in return for a time commitment of 12 hrs per year (4 meetings with a commitment of 3 hrs each). (Registered 05 March 2020)",the Advisory Board; 1st Floor,"1,500"
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,1,Employment and earnings,"Payments from Mace Media Ltd, Unit 3 & 4 Croxted Mews, 286/288 Croxted Road, London SE24 9DA:",Mace Media Ltd; Unit 3 & 4; Croxted Mews,
