ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,VisitLocations_Country_3,VisitLocations_Destination_3
13679,International visit to Switzerland between 08 October 2025 and 09 October 2025,,2025-10-29,2025-10-29,,Visits outside the UK,5269,Dr Lauren Sullivan,Switzerland,Geneva,"Visit by MPs who Chair Global Health related APPGs to meet with global institutions working to end TB, malaria and HIV, improve immunisation coverage, and protect child health.",2025-10-08,2025-10-09,APPG on Global Health,Results UK,True,,In kind,"Flights, hotel and subsistence",742.72,True,https://interests-api.parliament.uk/api/v1/Interests/13679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13652,International visit to Ukraine between 10 September 2025 and 15 September 2025,,2025-10-27,2025-10-29,,Visits outside the UK,5252,Rachel Gilmour,Ukraine,,Parliamentary delegation to attend YES Conference and build relationship with Ukrainian allies.,2025-09-10,2025-09-15,,UK Friends of Ukraine,False,"81 High Street, Cosham, Portsmouth PO6 3BL",In kind,"YES Conference pass, accommodation, internal travel and meals",768.04,True,https://interests-api.parliament.uk/api/v1/Interests/13652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13664,International visit to Israel between 06 October 2025 and 09 October 2025,,2025-10-29,2025-10-29,,Visits outside the UK,4436,Cat Smith,Israel,,"To meet with heads of churches, healthcare providers and policy analysts specialising in freedom of religion or belief",2025-10-06,2025-10-09,APPG on Christians in the Holy Land,Good Faith Partnership,False,"128B The Street, Rustington, Littlehampton BN16 3DA",In kind,"The cost of flights (£1,324) and accommodation (£450) were met by the Good Faith Partnership LLP, which provides the Secretariat to the APPG of which I am an Officer",1774.00,True,https://interests-api.parliament.uk/api/v1/Interests/13664,Palestine,Jerusalem & the West Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13662,International visit to Israel between 06 October 2025 and 11 October 2025,,2025-10-29,2025-10-29,,Visits outside the UK,4858,Danny Kruger,Israel,Jerusalem & the West Bank,"To meet with Heads of Churches, healthcare providers and policy analysts specialising in Freedom of Religion or Belief",2025-10-06,2025-10-11,Christianity in the Holy Land,Good Faith Partnership,False,"128B The Street, Rustington, Littlehampton BN16 3DA",In kind,"The cost of flights (£561) and accommodation (£535) were met by the Good Faith Partnership LLP, which provides the Secretariat to the APPG of which I am an Officer",1096.00,True,https://interests-api.parliament.uk/api/v1/Interests/13662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13658,International visit to Saudi Arabia between 11 October 2025 and 14 October 2025,,2025-10-29,2025-10-29,,Visits outside the UK,5135,Oliver Ryan,Saudi Arabia,,"Led a delegation of MPs and Peers over 4 days, to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to: trade, defence, tourism (Haj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations.",2025-10-11,2025-10-14,Saudi Arabia APPG,The Kingdom of Saudi Arabia,False,"c/o Royal Embassy of Saudi Arabia, 30 Charles Street, London W1J 5DZ",In kind,"Flights (£7276.54), accommodation (£1880.31) and meals (£400)",9556.85,True,https://interests-api.parliament.uk/api/v1/Interests/13658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13619,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-10-28,2025-10-28,,Visits outside the UK,5327,Vikki Slade,Bahrain,,to undertake a visit as part of the Armed Forces Parliamentary Scheme visiting our forces overseas,2025-05-02,2025-05-05,,Armed Forces Parliamentary Trust,False,"Armed Forces Parliamentary Trust, House of Commons, 
London SW1A 0AA",Monetary,Flights £606.42,606.42,True,https://interests-api.parliament.uk/api/v1/Interests/13619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13601,International visit to Italy between 11 October 2025 and 12 October 2025,,2025-10-24,2025-10-24,,Visits outside the UK,185,Jeremy Corbyn,Italy,Rome,To speak at the La Manifestival event,2025-10-11,2025-10-12,,Il nuovo manifesto società cooperativa editrice,False,"via Angelo Bargoni, 8 – Roma",In kind,Flights (£173.68) and hotel accommodation (£130.28),303.96,False,https://interests-api.parliament.uk/api/v1/Interests/13601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13623,International visit to Switzerland between 08 October 2025 and 09 October 2025,,2025-10-22,2025-10-23,,Visits outside the UK,5247,Sojan Joseph,Switzerland,Geneva,"Member of delegation of MPs who chair global health related APPGs to meet with global institutions that are working to end TB, malaria and HIV, improve immunisation coverage, and protect child health.",2025-10-08,2025-10-09,Global TB,Results UK,False,"DC-207, Clarence Centre for Enterprise and Innovation, 6 St George's Circus, London SE1 6FE, UK",In kind,"Flights, hotel, travel to and from airport and meetings and subsistence",745.36,True,https://interests-api.parliament.uk/api/v1/Interests/13623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13635,International visit to Saudi Arabia between 30 September 2025 and 03 October 2025,,2025-10-23,2025-10-23,,Visits outside the UK,5240,Melanie Ward,Saudi Arabia,AlUla,"Participation in Munich Leaders Meeting on the Middle East, run by the Munich Security Conference Foundation.",2025-09-30,2025-10-03,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,"Flights (£1148.85), accommodation (£697.17), meals and transport (estimated value £400)",2246.02,True,https://interests-api.parliament.uk/api/v1/Interests/13635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13620,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-10-22,2025-10-22,,Visits outside the UK,5185,Alan Gemmell,Bahrain,,Visit for parliamentarians as part of the Armed Forces Parliamentary Scheme and arranged by the scheme.,2025-05-02,2025-05-05,,Armed Forces Parliamentary Trust,False,"House of Commons, London, SW1A 0AA",Monetary,Flights £632.32,632.32,True,https://interests-api.parliament.uk/api/v1/Interests/13620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13604,International visit to Lebanon between 06 October 2025 and 10 October 2025,,2025-10-21,2025-10-21,,Visits outside the UK,4846,Colum Eastwood,Lebanon,,Fact finding visit organised by the Council for Arab-British Understanding,2025-10-06,2025-10-10,,Caabu (Council for Arab-British Understanding),False,"1 Gough Square, London EC4A 3DE",In kind,"Flights, accommodation, transport and food",1260.00,False,https://interests-api.parliament.uk/api/v1/Interests/13604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13565,International visit to Switzerland between 05 October 2025 and 06 October 2025,,2025-10-21,2025-10-21,,Visits outside the UK,4805,Alicia Kearns,Switzerland,Geneva,"Attending the Consular Services Conference in Geneva, Switzerland hosted by the Centre for Human Dialogue. My husband attended to care for my 4 month old baby.",2025-10-05,2025-10-06,,Centre for Humanitarian Dialogue,False,"114 rue de Lausanne, Geneva 1202",In kind,"Flights (£312.90), accommodation (£272), transfers (£193) and lunch (£72) for me and two family members",849.90,False,https://interests-api.parliament.uk/api/v1/Interests/13565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13577,International visit to Israel between 26 September 2025 and 30 September 2025,,2025-10-19,2025-10-20,,Visits outside the UK,5161,Richard Tice,Israel,,Education and meetings with President and Foreign Minister,2025-09-26,2025-09-30,,RFOI Ltd,False,"Lyndon House, 7-12 Tavistock Square, London WC1H 9BQ",In kind,"Flights (£2500), accommodation (£2,000), transport (£1000) and hospitality (£750) for two people",6250.00,False,https://interests-api.parliament.uk/api/v1/Interests/13577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13568,International visit to United States between 23 September 2025 and 25 September 2025,,2025-10-17,2025-10-20,,Visits outside the UK,4573,Dr Rosena Allin-Khan,United States,,To launch and present a report on the link between non-communicable disease and mental health at a United Nations General Assembly related event.,2025-09-23,2025-09-25,,Sovereign Sustainability and Development Ltd,False,"87 Station Road, Ashington, Northumberland NE63 8RS",In kind,Flights and accommodation,5202.48,True,https://interests-api.parliament.uk/api/v1/Interests/13568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13572,International visit to Lebanon between 06 October 2025 and 10 October 2025,,2025-10-17,2025-10-20,,Visits outside the UK,4418,Justin Madders,Lebanon,,Fact finding visit organised by the Council for Arab-British Understanding,2025-10-06,2025-10-10,,Caabu (Council for Arab-British Understanding),False,"1 Gough Square, London EC4A 3DE",In kind,"Flights, accommodation, transport and food",1260.00,True,https://interests-api.parliament.uk/api/v1/Interests/13572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13602,International visit to France between 03 October 2025 and 06 October 2025,,2025-10-20,2025-10-20,,Visits outside the UK,4786,Zarah Sultana,France,Paris,International anti-war conference,2025-10-03,2025-10-06,,Tribune d'information des travailleurs des Alpes-Maritimes (TITAM),False,"23 Allée de la Bergerie, 06370 Mouans-Sartoux, France",In kind,Costs associated with being a guest speaker at the anti-war conference in Paris. Travel (£450) and accommodation for three nights (£681.75) for myself and one other person,1131.75,False,https://interests-api.parliament.uk/api/v1/Interests/13602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13564,International visit to Estonia between 12 October 2025 and 15 October 2025,,2025-10-16,2025-10-17,,Visits outside the UK,5112,Luke Akehurst,Estonia,Tallinn and Narva,"Study tour: participation in Common Threats, Joint Defence, UK - Estonia - Israel Strategic Mission",2025-10-12,2025-10-15,,ELNET UK,False,"4th Floor, 6 Princes Street, London W1B 2LG",In kind,"Flights (£724 for two people), two rooms hotel accommodation for three nights (£730), meals for 3.5 days (£608 for two people) and minibus travel in country (£196 for two people). I travelled with my Parliamentary Assistant (£1,129 per person)",2258.00,False,https://interests-api.parliament.uk/api/v1/Interests/13564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13575,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-10-17,2025-10-17,,Visits outside the UK,5294,Amanda Martin,Bahrain,The naval base in Bahrain is known as the United Kingdom Naval Support Facility (UKNSF).,Armed Forces Parliamentary Navy scheme visit to the United Kingdom Naval Support Facility (UKNSF) Bahrain.,2025-05-02,2025-05-05,,Armed Force Parliamentary Scheme,False,"House of Commons, London, SW1A 0AA",Monetary,Flights,606.42,False,https://interests-api.parliament.uk/api/v1/Interests/13575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13563,International visit to Germany between 14 October 2025 and 16 October 2025,,2025-10-16,2025-10-17,,Visits outside the UK,4657,Anneliese Dodds,Germany,,Participation in annual UK-German Parliamentary Dialogue organised by the Friedrich-Ebert-Stiftung.,2025-10-14,2025-10-16,,Friedrich-Ebert-Stiftung London Limited,False,"23 Devereux Court, London WC2R 3JJ",In kind,Flights (£325.37) and accommodation (£182.45),507.82,True,https://interests-api.parliament.uk/api/v1/Interests/13563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13561,International visit to Turkey between 15 September 2025 and 18 September 2025,,2025-10-16,2025-10-17,,Visits outside the UK,4462,Tom Tugendhat,Turkey,Istanbul and Canakkale,"In my capacity as Commonwealth War Graves’ Commissioner, I undertook a tour of Gallipoli to see Helles Memorial, V Beach Cemetery, Lone Pine, Chunuk Bair, and the Anzac Commemorative Site.",2025-09-15,2025-09-18,,Commonwealth War Graves Commission,False,"2 Marlow Road, Maidenhead, Berkshire SL6 7DX",In kind,"Flights (£370.49), three nights accommodation (£315), coaches (£139.82), food (£206.24) and airport transfer (£71.98)",1103.53,True,https://interests-api.parliament.uk/api/v1/Interests/13561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558,International visit to Brunei between 25 May 2025 and 29 May 2025,,2025-10-16,2025-10-16,,Visits outside the UK,5032,Tom Gordon,Brunei,,To undertake a visit as part of my participation in the Armed Forces Parliamentary Scheme.,2025-05-25,2025-05-29,,Armed Forces Parliamentary Trust,False,"Houses of Parliament, London, SW1A 0AA",In kind,Flights,799.82,True,https://interests-api.parliament.uk/api/v1/Interests/13558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13541,International visit to Brunei between 25 May 2025 and 29 May 2025,,2025-10-15,2025-10-15,,Visits outside the UK,5165,Peter Swallow,Brunei,,"To undertake a visit as part of my participation in the Armed 
Forces Parliamentary Scheme.",2025-05-25,2025-05-29,,Armed Forces Parliamentary Trust,False,"Houses of Parliament, London SW1A 0AA",In kind,Flights,799.82,False,https://interests-api.parliament.uk/api/v1/Interests/13541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13542,International visit to Brunei between 25 May 2025 and 29 May 2025,,2025-10-15,2025-10-15,,Visits outside the UK,5215,Naushabah Khan,Brunei,,To undertake a visit as part of my participation in the Armed Forces Parliamentary Scheme,2025-05-25,2025-05-29,,Armed forces parliamentary trust,False,"Houses of Parliament, London, Sw1A 0AA",In kind,Flights,799.82,False,https://interests-api.parliament.uk/api/v1/Interests/13542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13549,International visit to Brunei between 25 May 2025 and 29 May 2025,,2025-10-15,2025-10-15,,Visits outside the UK,5288,Dr Al Pinkerton,Brunei,,To undertake a visit to British Forces Brunei as part of the Armed Forces Parliamentary Scheme,2025-05-25,2025-05-29,,Armed Forces Parliamentary Trust,False,"Houses of Parliament, London, SW1A OAA",In kind,Flights,799.82,False,https://interests-api.parliament.uk/api/v1/Interests/13549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13528,International visit to South Korea between 25 September 2025 and 01 October 2025,,2025-10-14,2025-10-14,,Visits outside the UK,4074,Mark Garnier,South Korea,Seoul,Traveling from Bangkok to Seoul to meet members of the Korean National Assembly and to discuss UK and Korean environmental policy.,2025-09-25,2025-10-01,,Conservative Environment Network,False,"9 Byford Court, Crockett Road, Hadleigh, Ipswich, Suffolk P7 6RD",In kind,"Flights (£1910), accommodation (£650) and transport etc. (£275)",2835.00,True,https://interests-api.parliament.uk/api/v1/Interests/13528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13525,International visit to Taiwan between 27 September 2025 and 03 October 2025,,2025-10-14,2025-10-14,,Visits outside the UK,4874,Andrew Griffith,Taiwan,,Travelled to Taiwan as part of a parliamentary delegation in my role as Shadow Secretary of State for Business and Trade,2025-09-27,2025-10-03,,Taiwanese Ministry of Foreign Affairs,False,"2 Ketagalan Blvd, Zhongzheng District, Taipei City 100202, Taiwan",In kind,"Flights and transportation (£4,587), accommodation (£885) and hospitality (£335)",5807.00,False,https://interests-api.parliament.uk/api/v1/Interests/13525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13467,International visit to United States between 17 September 2025 and 21 September 2025,,2025-10-13,2025-10-14,,Visits outside the UK,5240,Melanie Ward,United States,New York,Participation in Annual Meeting of Women Parliamentarians Programme run by the Munich Security Conference Foundation.,2025-09-17,2025-09-21,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,"Flights (£1807.22), accommodation (£1141.58), meals (£233.28), additional meals and transport (estimated value £300)",3482.08,True,https://interests-api.parliament.uk/api/v1/Interests/13467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13534,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-10-14,2025-10-14,,Visits outside the UK,5316,Mike Reader,Bahrain,,"As member of the Armed Forces Parliamentary Scheme, visited military installations in  Bahrain on this organised visit for Parliamentarians.",2025-05-02,2025-05-05,,Armed Forces Parliamentary Trust,False,"House of Commons, London, SW1A 0AA",Monetary,"London Heathrow to Bahrain Friday 2nd May 2025, return Monday 5th May 2025, paid by myself online and reimbursed afterwards by the Armed Forces Parliamentary Trust",709.22,True,https://interests-api.parliament.uk/api/v1/Interests/13534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13536,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-10-14,2025-10-14,,Visits outside the UK,5256,Jonathan Davies,Bahrain,,UK Maritime Component Command (UKMCC) is a Royal Navy Command located at HMS Jufair in Bahrain.,2025-05-02,2025-05-05,,Armed Forces Parliamentary Scheme Trust,False,"Armed Forces Parliamentary Trust, House of Commons, London, SW1A 0AA.",In kind,Flights to Bahrain and back to London to visit the UK Maritime Component Command,606.32,True,https://interests-api.parliament.uk/api/v1/Interests/13536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13520,International visit to Saudi Arabia between 31 August 2025 and 03 September 2025,,2025-10-14,2025-10-14,,Visits outside the UK,5118,Chris Curtis,Saudi Arabia,Riyadh,For a panel at the GSR25 (Global Symposium for Regulators) organised by the International Telecommunication Union,2025-08-31,2025-09-03,,AA Access Partnerships,False,"4th Floor, The Tower, 65 Buckingham Gate, London SW1E 6AS",In kind,"Flights (£1073.72), accommodation (£760.67)",1834.39,True,https://interests-api.parliament.uk/api/v1/Interests/13520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13530,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-10-14,2025-10-14,,Visits outside the UK,5077,Jacob Collier,Bahrain,United Kingdom Naval Support Facility,Armed Forces Parliamentary Scheme visit with the Royal Navy to UK Maritime Component Command.,2025-05-02,2025-05-05,,Armed Forces Parliamentary Trust,False,"House of Commons, London, SW1A 0AA",In kind,Return flight from London Heathrow to Bahrain International Airport,606.32,True,https://interests-api.parliament.uk/api/v1/Interests/13530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13476,International visit to Bosnia and Herzegovina between 25 September 2025 and 27 September 2025,,2025-10-08,2025-10-13,,Visits outside the UK,4434,Stephen Gethins,Bosnia and Herzegovina,Sarajevo,Participate and speak in the Sarajevo Security Conference in Sarajevo,2025-09-25,2025-09-27,,Sarajevo Security Conference,False,"Ismeta Mujezinovica 20, 71000 Sarajevo",In kind,Return flights from London to Sarajevo and 2 nights accommodation,492.26,True,https://interests-api.parliament.uk/api/v1/Interests/13476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13484,International visit to Gibraltar between 07 September 2025 and 11 September 2025,,2025-10-13,2025-10-13,,Visits outside the UK,3957,Martin Vickers,Gibraltar,,"Meet with ministers, parliamentarians, business leaders and others, also attend events to mark National Day.",2025-09-07,2025-09-11,Gibraltar APPG,H.M. Government of Gibraltar,False,"Gibraltar House, 
150 Strand, London WC2R 1JA",In kind,"Flights (£600), hotel (£400 (£100 per night per person)) and hospitality (£350) estimated",1350.00,False,https://interests-api.parliament.uk/api/v1/Interests/13484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13515,International visit to Taiwan between 27 September 2025 and 03 October 2025,,2025-10-13,2025-10-13,,Visits outside the UK,5297,Rebecca Paul,Taiwan,,Travelled to Taiwan as part of a parliamentary delegation with focus on business and trade.,2025-09-27,2025-10-03,,Taiwanese Ministry of Foreign Affairs,False,"2 Ketagalan Blvd, Zhongzheng District, Taipei City 100202, Taiwan",In kind,"Flights and transportation (£4,587), accommodation (£885) and hospitality (£335)",5807.00,True,https://interests-api.parliament.uk/api/v1/Interests/13515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13514,International visit to Taiwan between 27 September 2025 and 03 October 2025,,2025-10-13,2025-10-13,,Visits outside the UK,5358,John Cooper,Taiwan,,Travelled to Taiwan as part of a parliamentary delegation to explore cooperation opportunities between the UK and Taiwan,2025-09-27,2025-10-03,,Taiwanese Ministry of Foreign Affairs,False,"2 Ketagalan Blvd, Zhongzheng District, Taipei City 100202, Taiwan",In kind,"Flights and transportation (£4,587), Accommodation (£885), Hospitality (£335)",5807.00,True,https://interests-api.parliament.uk/api/v1/Interests/13514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13499,International visit to Israel between 14 September 2025 and 17 September 2025,,2025-10-10,2025-10-10,,Visits outside the UK,5169,Charlie Dewhirst,Israel,,A delegation of European politicians focused on security and defence.,2025-09-14,2025-09-17,,ELNET UK,False,"4th Floor 6 Princes Street, 
London, 
W1B 2LG",In kind,"Flights (£774), hotel (£808) and meals (£402.35)",1984.35,True,https://interests-api.parliament.uk/api/v1/Interests/13499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13475,International visit to Ukraine between 10 September 2025 and 15 September 2025,,2025-10-09,2025-10-09,,Visits outside the UK,1541,Dame Nia Griffith,Ukraine,Kyiv and Vinnytsia,"To attend the Yalta European Strategy conference, meet the Speaker and MPs from the Ukrainian Parliament and have meetings with representatives of businesses, civic organisations and public bodies.",2025-09-10,2025-09-15,APPG on Ukraine,UK Friends of Ukraine Ltd,False,"81 High Street, Cosham, Portsmouth, England, PO6 3BL",Monetary,"Conference (£372.04), Transfers (minbus)
(£262.12), BUCC-USUBC  Roundtable lunch (£45.88), dinner and performance by Cultural Forces (£28.00), visit to Vinnytsia, transfers (£8.00), lunch (£18.00) and dinner (£34.00)",768.04,True,https://interests-api.parliament.uk/api/v1/Interests/13475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13480,International visit to Thailand between 20 September 2025 and 25 September 2025,,2025-10-09,2025-10-09,,Visits outside the UK,4074,Mark Garnier,Thailand,Bangkok,"To engage with Thail government officials, Thai businesses, and with the UK embassy and staff",2025-09-20,2025-09-25,Thailand,Royal Thai Embassy,False,"29-30 Queen's Gate
London
SW7 5JB",In kind,"Flights, accommodation, transport",5163.26,True,https://interests-api.parliament.uk/api/v1/Interests/13480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13477,International visit to Ukraine between 10 September 2025 and 15 September 2025,,2025-10-08,2025-10-08,,Visits outside the UK,5274,Sonia Kumar,Ukraine,,Delegation of MPs attending the Yalta European Strategy Conference and to build relationships with our Ukrainian allies.,2025-09-10,2025-09-15,,UK Friends of Ukraine Ltd,False,"81 High Street, Cosham,Portsmouth, England, PO6 3BL",In kind,"Conference cost (£372.04) transfers (£262), BUCC-USUBC Roundtable lunch (£45.88), performance by Cultural Forces (£28.00) Vinnytsia excursion transfers (£8.00), lunch (£18.00) dinner (£34.00)",768.04,False,https://interests-api.parliament.uk/api/v1/Interests/13477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13459,International visit to United States between 17 September 2025 and 21 September 2025,,2025-10-06,2025-10-06,,Visits outside the UK,5341,Laura Kyrke-Smith,United States,New York,Attendance at the MSC Women Parliamentarians Program conference in New York,2025-09-17,2025-09-21,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,Flights (£502.92) accommodation (£1312),1814.92,True,https://interests-api.parliament.uk/api/v1/Interests/13459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13396,International visit to India between 28 August 2025 and 01 September 2025,,2025-10-06,2025-10-06,,Visits outside the UK,4462,Tom Tugendhat,India,Kochi,"Attendance at a conference on geopolitical issues and economic growth in Kochi, India.",2025-08-28,2025-09-01,,Artha Global,False,"First Floor, 10 Queen Street Place, London EC4R1BE",In kind,"Flights (£2,615.78), accommodation (£649.98), food (£164.59) and visa (£598.57)",4082.95,True,https://interests-api.parliament.uk/api/v1/Interests/13396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13395,International visit to United States between 05 September 2025 and 08 September 2025,,2025-10-06,2025-10-06,,Visits outside the UK,4462,Tom Tugendhat,United States,New York,Attendance at a conference to discuss the transatlantic alliance.,2025-09-05,2025-09-08,,Hudson Institute,False,"1201 Pennsylvania Avenue NW, Suite 400, Washington DC 20004",In kind,"Flights (£16,094.12), accommodation (£1,554)",17648.12,True,https://interests-api.parliament.uk/api/v1/Interests/13395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13461,International visit to Ukraine between 10 September 2025 and 15 September 2025,,2025-10-06,2025-10-06,,Visits outside the UK,5166,Mark Sewards,Ukraine,Kyiv,Parliamentary Delegation to attend the YES Conference.,2025-09-10,2025-09-15,,UK Friends of Ukraine,False,"81 High Street, Cosham, Portsmouth, England, PO6 3BL",In kind,"Pass for Yes Conference, Transfers, food & drink",770.04,True,https://interests-api.parliament.uk/api/v1/Interests/13461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13446,International visit to United Arab Emirates between 08 September 2025 and 10 September 2025,,2025-10-03,2025-10-06,,Visits outside the UK,4778,Greg Smith,United Arab Emirates,,To join as a delegate and speak at a policy forum conference.,2025-09-08,2025-09-10,,ELENT UK Ltd,False,"4th Floor 6 Princes Street, London, United Kingdom, W1B 2LG",In kind,"Flights £739.46, accomodation, meals and transfers provided £569.25",1308.81,True,https://interests-api.parliament.uk/api/v1/Interests/13446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13460,International visit to Ukraine between 10 September 2025 and 15 September 2025,,2025-10-06,2025-10-06,,Visits outside the UK,5253,Richard Baker,Ukraine,,To promote and strengthen relations between the UK and Ukrainian Parliaments.,2025-09-10,2025-09-15,All Party Parliamentary Group on Ukraine,UK Friends of Ukraine,False,"81 High Street
Cosham
Portsmouth
PO63BL",In kind,"YES Conference Pass, accommodation, internal travel and meals",768.04,True,https://interests-api.parliament.uk/api/v1/Interests/13460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13401,International visit to Turkey between 15 September 2025 and 18 September 2025,,2025-09-30,2025-09-30,,Visits outside the UK,4040,Chris Evans,Turkey,,Took part in the annual CWGC tours of war graves in Gallipoli,2025-09-15,2025-09-18,,Commewealth War Graves Commission,False,"2 Marlow Road, Maidenhead, Berkshire SL6 7DX",In kind,"Return flights: (£370.49), meals (£206.24), coach (£139.82), hotel (£315.00)",1031.55,True,https://interests-api.parliament.uk/api/v1/Interests/13401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13346,International visit to Germany between 24 August 2025 and 29 August 2025,,2025-09-22,2025-09-30,,Visits outside the UK,4521,Liz Saville Roberts,Germany,Bonn,To attend the UN Global Changemaker Academy for Parliamentarians (G-CAP),2025-08-24,2025-08-29,,United Nations System Staff College (UNSSC),False,"Platz der Vereinten Nationen 1, 53113 Bonn, Germany",In kind,"Return flights (£198.98) hotel accommodation (£993), a Fixed Terminal Allowance to cover taxi costs to and from Bonn Airport (£186.64), meals provided by UNSSC (£410)",1788.62,True,https://interests-api.parliament.uk/api/v1/Interests/13346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13347,International visit to United States between 06 September 2025 and 10 September 2025,,2025-09-30,2025-09-30,,Visits outside the UK,3935,Sir Mel Stride,United States,,Economic research and business visits,2025-09-06,2025-09-10,,Graham Edwards,True,,Monetary,Trip to USA and accompanied by Parliamentary Adviser. Donation received 12 September 2025,11000.00,False,https://interests-api.parliament.uk/api/v1/Interests/13347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
