ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5
12594,International visit to Germany between 03 June 2025 and 05 June 2025,,2025-06-09,2025-06-10,,Visits outside the UK,4850,Gareth Davies,Germany,,Attending an international conference to discuss how investment can be increased in the UK.,2025-06-03,2025-06-05,,Informa Plc,False,"5 Howick Place, London SW1P 1WG",In kind,Conference admission fee waived,5948.81,True,https://interests-api.parliament.uk/api/v1/Interests/12594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12569,International visit to France between 09 May 2025 and 10 May 2025,,2025-06-09,2025-06-10,,Visits outside the UK,5185,Alan Gemmell,France,Paris,To attend LGBTQI summit,2025-05-09,2025-05-10,,The Gathering,False,"248 Lafayette Street, #3F New York NY 10012",In kind,accommodation,547.80,True,https://interests-api.parliament.uk/api/v1/Interests/12569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12600,International visit to Qatar between 19 May 2025 and 23 May 2025,,2025-06-10,2025-06-10,,Visits outside the UK,5213,Dr Zubir Ahmed,Qatar,Doha,Attending the Bloomberg Qatar Economic Forum 2025 and to meet with Ministers and associated organisations to discuss Qatar’s leading role in peace negotiations and humanitarian issues globally.,2025-05-19,2025-05-23,,Ministry of Foreign Affairs of the State of Qatar,False,"Embassy of the State of Qatar in London, 1 South Audley Street, London W1K 1NB",In kind,"Flights, accommodation and meals",5700.00,True,https://interests-api.parliament.uk/api/v1/Interests/12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12593,International visit to Netherlands between 03 June 2025 and 04 June 2025,,2025-06-09,2025-06-09,,Visits outside the UK,5199,Mr Luke Charters,Netherlands,,Speaker at Money 20/20 Europe Conference 2025,2025-06-03,2025-06-04,,Informa Group Ltd,False,"5 Howick Place, London SW1P 1WG",In kind,"Myself, flights (£436.58) and accommodation (£256.42), 
Staff member accompanying me, flights (£302.85) 
 and accommodation (£256.42)",1252.27,False,https://interests-api.parliament.uk/api/v1/Interests/12593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12583,International visit to Israel between 26 May 2025 and 30 May 2025,,2025-06-06,2025-06-06,,Visits outside the UK,1482,Graham Stuart,Israel,Israel and the Palestinian Authority,Fact-finding delegation,2025-05-26,2025-05-30,,Conservative Friends of Israel (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",3000.00,True,https://interests-api.parliament.uk/api/v1/Interests/12583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12580,International visit to Armenia between 23 May 2025 and 28 May 2025,,2025-06-05,2025-06-05,,Visits outside the UK,1447,Andrew Rosindell,Armenia,Yerevan,To attend Yerevan Dialogue Conference and take part in discussions on British-Armenian relations in capacity.,2025-05-23,2025-05-28,,Armenian Ministry of Foreign Affairs,False,"Embassy of Armenia
31A St James`s Square
Westminster
London 
SW1Y4JR",In kind,Flights & Transfers  (£983) accommodation (£807) and meals (£120),1910.00,True,https://interests-api.parliament.uk/api/v1/Interests/12580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12491,International visit to South Africa between 03 May 2025 and 08 May 2025,,2025-06-05,2025-06-05,,Visits outside the UK,5336,Helen Maguire,South Africa,,G20 Parliamentary Conference,2025-05-03,2025-05-08,,European Parliamentary Forum for Sexual & Reproductive Rights (EPF),False,"Sq. de Meeûs 18
1050 Brussels, Belgium",In kind,"Conference and catering (£62.39), hotel accommodation (approx. £416.51), Flight (£1669.88), per diem (estimated £185.49)",2334.27,True,https://interests-api.parliament.uk/api/v1/Interests/12491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12571,International visit to United States between 18 May 2025 and 23 May 2025,,2025-06-04,2025-06-04,,Visits outside the UK,152,Sir Iain Duncan Smith,United States,Washington D.C.,Speaker at Hudson Institute Conference and meeting Congress Members.,2025-05-18,2025-05-23,,The Centre for Social Justice,False,"Kings Buildings, 16 Smith Square, Westminster SW1P 3HQ",In kind,"Flights (£2,144.22) and accommodation (£1,185.64)",3329.86,True,https://interests-api.parliament.uk/api/v1/Interests/12571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-06-04,2025-06-04,,Visits outside the UK,4918,Sarah Green,Bahrain,,"To undertake a visit as part of my participation in the Armed 
Forces Parliamentary Scheme.",2025-05-02,2025-05-05,,Armed Forces Parliamentary Trust,False,"Houses of Parliament, London SW1A 0AA",Monetary,reimbursement received on 3 June 2025 for a return flight from London to Bahrain,683.32,True,https://interests-api.parliament.uk/api/v1/Interests/12528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12565,International visit to France between 17 May 2025 and 18 May 2025,,2025-06-03,2025-06-04,,Visits outside the UK,4005,Bob Blackman,France,Paris,To attend the NCRI conference,2025-05-17,2025-05-18,,National Council of Resistance Iran,False,"NCRI UK Office 83 Victoria Street, London SW1H 0HW",In kind,two Eurostar tickets (£598) and hotel accommodation (£206) for myself and a member of my staff,804.00,False,https://interests-api.parliament.uk/api/v1/Interests/12565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12559,International visit to Gibraltar between 24 April 2025 and 26 April 2025,,2025-06-03,2025-06-03,,Visits outside the UK,4358,Wendy Morton,Gibraltar,,Parliamentary Delegation,2025-04-24,2025-04-26,,Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Return flights (£375), two nights accommodation (£346), meals and hospitality (£200)",921.00,True,https://interests-api.parliament.uk/api/v1/Interests/12559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12558,International visit to Qatar between 19 May 2025 and 23 May 2025,,2025-06-03,2025-06-03,,Visits outside the UK,4267,Sarah Champion,Qatar,,Attending the Bloomberg Qatar Economic Forum 2025 and to meet with Ministers and associated organisations to discuss Qatar’s leading role in peace negotiations and humanitarian issues globally.,2025-05-19,2025-05-23,,Ministry of Foreign Affairs of the State of Qatar,False,"Embassy of the State of Qatar in London, 1 South Audley Street, London W1U 4FB",In kind,"Flights (£3200), hotel (approx. £1400), local transportation (approx £500) and food (approx. £600)",5700.00,True,https://interests-api.parliament.uk/api/v1/Interests/12558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12547,International visit to United States between 22 April 2025 and 26 April 2025,,2025-06-02,2025-06-02,,Visits outside the UK,4462,Tom Tugendhat,United States,Washington,"Return travel and three night's accommodation in Washington DC, to attend and speak at a conference hosted by Hudson Institute.",2025-04-22,2025-04-26,,Hudson Institute,False,"1201 Pennsylvania Avenue NW, Suite 400, Washington, DC 20004",In kind,"Flights (£10,393.08) and hotel (£2,010.51)",12403.60,True,https://interests-api.parliament.uk/api/v1/Interests/12547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12527,International visit to Austria between 13 May 2025 and 16 May 2025,,2025-05-29,2025-05-29,,Visits outside the UK,4500,Clive Lewis,Austria,Vienna,To attend a Parliamentarians forum on the rise of the far right,2025-05-13,2025-05-16,,Friedrich-Ebert-Stiftung,False,"Friedrich-Ebert-Stiftung Regional Office for International Cooperation, Reichsratsstraße 13/5, 1010 Wien, Austria, ZVR: 1480300992",In kind,Flight (£503.91); accommodation (£234.45); meals (£156.79); in-country transport (£18.67),913.82,True,https://interests-api.parliament.uk/api/v1/Interests/12527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12521,International visit to Qatar between 27 April 2025 and 30 April 2025,,2025-05-27,2025-05-27,,Visits outside the UK,1576,Mark Pritchard,Qatar,Doha,To attend and speak at a Global Security Forum.,2025-04-27,2025-04-30,,Qatar International Academy for Security Studies,False,"PO Box 18508, Doha, Qatar",In kind,"Flights (£4000), hotel accommodation and food (£2000)",6000.00,True,https://interests-api.parliament.uk/api/v1/Interests/12521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12487,International visit to South Africa between 30 April 2025 and 07 May 2025,,2025-05-22,2025-05-22,,Visits outside the UK,4824,Kim Johnson,South Africa,Cape Town,UK delegate on behalf of the APPG to the international G20 Conference on Women's Health,2025-04-30,2025-05-07,APPG on Global SRHR,European Parliamentary Forum for Sexual & Reproductive Rights,False,"Square de Meeus 18, 1050 Brussels, Belgium",In kind,"Flights (£1,315.17), hotel (£416.44), conference fee & catering (£62.38), per diem (£185.46)",1979.45,True,https://interests-api.parliament.uk/api/v1/Interests/12487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12490,International visit to United States between 20 April 2025 and 22 April 2025,,2025-05-22,2025-05-22,,Visits outside the UK,1171,Liam Byrne,United States,Washington DC,"In my capacity as Chair of the Parliamentary Network on the World Bank and International Monetary Fund, to attend the organisations spring meetings.",2025-04-20,2025-04-22,,The World Bank & International Monetary Fund,False,"66 Avenue d'Iéna, 75116 Paris, France",In kind,"Flights (£1658.82), hotel (£821.28), transport (£147.34)",2627.44,True,https://interests-api.parliament.uk/api/v1/Interests/12490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12479,International visit to United States between 28 April 2025 and 30 April 2025,,2025-05-21,2025-05-21,,Visits outside the UK,4371,Brendan O'Hara,United States,"Salt Lake City, Utah",To speak to the International Human Rights and Freedom of Religion and Belief conference in the capacity of Chair of the APPG Genocide Prevention,2025-04-28,2025-04-30,APPG Genocide Prevention,Bellweather International,False,"694 E 230 N, Lindon, UT 84042",In kind,"Flights: £3,014.42, hotel: $435.04, food: $32.64",3362.75,True,https://interests-api.parliament.uk/api/v1/Interests/12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448,International visit to Egypt between 02 May 2025 and 05 May 2025,,2025-05-19,2025-05-19,,Visits outside the UK,4511,Dr Rupa Huq,Egypt,,I was attending as member of the APPG for the Freedom of Religious Belief. The delegation to Egypt was to look at the state of FoRB in Egypt from the perspective of churches that are registered there.  Minister of Foreign affairs who is responsible for FoRB and NGOs working with faith groups on the ground.  We also looked at the registration process and how to have an even balance within faiths.,2025-05-02,2025-05-05,APPG for the Freedom of Religious Belief.,"The FORB Foundation, Matthew Jones, Secretariat to APPG FoRB",False,"5 Thornbury Close, Merthyr Tydfil CF48 1HP",In kind,"Accommodation (£430), flights (£110), food (£22), all other food was included in the hotel price",562.00,True,https://interests-api.parliament.uk/api/v1/Interests/12448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12432,International visit to Israel between 13 April 2025 and 18 April 2025,,2025-05-15,2025-05-19,,Visits outside the UK,5120,Shockat Adam,Israel,Occupied Palestinian Territories,"Delegation to the occupied West Bank, including East Jerusalem, and Israel to meet with Palestinian communities and Palestinian and Israeli politicians, 
 journalists and civil society organisations.",2025-04-13,2025-04-18,,International Centre of Justice for Palestinians,False,"Scottish Provident House, 1st Floor, 76-80 College Road, Harrow HA1 1BQ",In kind,"Flights (£465.76), accommodation meals and transfers (£1624.88)",2090.64,True,https://interests-api.parliament.uk/api/v1/Interests/12432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437,International visit to Poland between 04 May 2025 and 07 May 2025,,2025-05-19,2025-05-19,,Visits outside the UK,1444,Mr Mark Francois,Poland,,Speaking at the Defence24 Days Conference in Warsaw,2025-05-04,2025-05-07,,Defence24,False,"18 Foksal Street, 00-372 Warsaw, Poland",In kind,"Flights (£420.20), hotel Accommodation (£138)",558.20,True,https://interests-api.parliament.uk/api/v1/Interests/12437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12439,International visit to France between 23 April 2025 and 24 April 2025,,2025-05-16,2025-05-19,,Visits outside the UK,185,Jeremy Corbyn,France,Paris,To record an in person interview for Al Jazeera,2025-04-23,2025-04-24,,Al Jazeera Media Network (Digital division),False,"PO Box 23127, Doha Qatar",In kind,"Travel/Eurostar (£978.59), accommodation (£438.51), for me and a staff member",1417.10,False,https://interests-api.parliament.uk/api/v1/Interests/12439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12456,International visit to United States between 25 April 2025 and 27 April 2025,,2025-05-19,2025-05-19,,Visits outside the UK,4613,Alex Burghart,United States,Washington,Visit to Washington DC for White House Correspondents' Dinner,2025-04-25,2025-04-27,,Charles McDowell,True,,Monetary,"(Flight (£531), hotel (£200))",731.00,True,https://interests-api.parliament.uk/api/v1/Interests/12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12457,International visit to Switzerland between 07 May 2025 and 09 May 2025,,2025-05-19,2025-05-19,,Visits outside the UK,185,Jeremy Corbyn,Switzerland,Geneva,Guest Speaker at Ecole Internationale de Genève,2025-05-07,2025-05-09,,L'école internationale de Genève,False,"La Châtaigneraie, Chemin de la Ferme, 2 Founex 1297, Vaud",In kind,"Travel (£545), accommodation  (£231.68), meals (£50). The above costs were for me and a staff member",826.68,False,https://interests-api.parliament.uk/api/v1/Interests/12457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12435,International visit to Kenya between 08 April 2025 and 13 April 2025,,2025-05-15,2025-05-16,,Visits outside the UK,4511,Dr Rupa Huq,Kenya,,Study tour on Sexual and Reproductive Health and Rights (SRHR) and International Development to raise awareness among UK Parliamentarians about issues relating to Global SRHR.,2025-04-08,2025-04-13,All Party Parliamentary Group on Global Sexual and Reproductive Health,United Nations Population Fund via the All Party Parliamentary Group on Global Sexual and Reproductive Health and as per its APPG Register.,False,"United Nations Population Fund,
605 3rd Avenue,
New York, 
NY 10158",Monetary,"Flights & visa (£1,317.63), accommodation (£486.41), other travel (£65.28), food & drink (£371.13), per diem & misc (£127.14)",2367.59,True,https://interests-api.parliament.uk/api/v1/Interests/12435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12431,International visit to United States between 08 April 2025 and 19 April 2025,,2025-05-15,2025-05-16,,Visits outside the UK,4434,Stephen Gethins,United States,,"Study and research visit as part of my role at the School of International Relations, University of St Andrews. (This visit was part funded by research funding that I was allocated prior to being elected and in a visit that was arranged previously. Other parts of the visit were funded personally.)",2025-04-08,2025-04-19,,University of St Andrews,False,"University of St Andrews
St Andrews",Monetary,"Transport (car) (£904.93), accommodation (£1835.23), 
meals, parking, travel agent fees and other costs (£750), approx",3500.16,True,https://interests-api.parliament.uk/api/v1/Interests/12431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12427,International visit to Ghana between 24 March 2025 and 29 March 2025,,2025-05-15,2025-05-15,,Visits outside the UK,4764,Bell Ribeiro-Addy,Ghana,Accra,"Travel to Accra, Ghana with Archeva delegation and to speak at conference.",2025-03-24,2025-03-29,,Archeva,False,"Archeva, 1 Cranmer Street, Nottingham, Derbyshire, England NG10 1NJ",In kind,Flights £1057.82,1057.82,True,https://interests-api.parliament.uk/api/v1/Interests/12427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12426,International visit to Iraq between 08 April 2025 and 14 April 2025,,2025-05-14,2025-05-14,,Visits outside the UK,5127,John Slinger,Iraq,Kurdistan Region in Iraq,Fact-finding visit of All-Party Parliamentary Group on the Kurdistan Region in Iraq to Iraqi Kurdistan to meet senior Kurdish leaders and British diplomats and soldiers.,2025-04-08,2025-04-14,All-Party Parliamentary Group on the Kurdistan Region in Iraq,HST Group,False,"Salim Street, Sulaymaniyah, Sulaymaniyah Governorate, 46002, Iraq",In kind,"Transport, food and accommodation for myself and a member of staff (£3,600 per person)",7200.00,False,https://interests-api.parliament.uk/api/v1/Interests/12426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12397,International visit to Egypt between 02 May 2025 and 05 May 2025,,2025-05-12,2025-05-12,,Visits outside the UK,4131,Jim Shannon,Egypt,,I was attending as member of the APPG for the Freedom of Religious Belief. The delegation to Egypt was to look at the state of FoRB in Egypt from the perspective of churches that are registered there.  Minister of Foreign affairs who is responsible for FoRB and NGOs working with faith groups on the ground.  We also looked at the registration process and how to have an even balance within faiths.,2025-05-02,2025-05-05,APPG for the Freedom of Religious Belief,The FORB Foundation (Secretariat to APPG FoRB),True,,In kind,"Accommodation for three nights (£430), flights (£110), food (£22), all other food was included in the hotel price",562.00,False,https://interests-api.parliament.uk/api/v1/Interests/12397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12399,International visit to Gibraltar between 24 April 2025 and 26 April 2025,,2025-05-12,2025-05-12,,Visits outside the UK,5209,Peter Fortune,Gibraltar,,Increasing understanding of the challenges facing Gibraltar regarding the movement of people and goods at the Boarder. Visit included a visit to Gibdock to see the work they undertake.,2025-04-24,2025-04-26,Gibraltar,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flights (£360 return), 2 nights accommodation (£346), meals/hospitality (£200)",906.00,True,https://interests-api.parliament.uk/api/v1/Interests/12399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12394,International visit to Kenya between 08 April 2025 and 13 April 2025,,2025-05-09,2025-05-12,,Visits outside the UK,4813,Mr Richard Holden,Kenya,"Nairobi, Homa Bay",Study tour on Sexual and Reproductive Health and Rights and International Development,2025-04-08,2025-04-13,,United Nations. UN Population Fund via the All Party Parliamentary Group on Global Sexual and Reproductive Health and as per its APPG Register,False,"United Nations Population Fund, 605 3rd Avenue, New York NY, 10158",In kind,"Flights & visa (£1,241.60), accommodation (£486.41), other travel (£79.28), meals (£371.13), per diem & misc. (£203.03)",2381.45,True,https://interests-api.parliament.uk/api/v1/Interests/12394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12392,International visit to Italy between 04 April 2025 and 06 April 2025,,2025-05-09,2025-05-09,,Visits outside the UK,4874,Andrew Griffith,Italy,Cadenabba,To attend the Annual German British Dialogue.,2025-04-04,2025-04-06,,Konrad Adenauer Stiftung UK Limited,False,"42 Essex Street, London WC2R 3JF",In kind,"Travel, accommodation and hospitality at the Annual German British Dialogue.",812.00,True,https://interests-api.parliament.uk/api/v1/Interests/12392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12385,International visit to Bahrain between 02 May 2025 and 05 May 2025,,2025-05-08,2025-05-08,,Visits outside the UK,5155,Chris Kane,Bahrain,,To undertake a visit as part of my participation in the Armed Forces Parliamentary Scheme.,2025-05-02,2025-05-05,,Armed Forces Parliamentary Trust,False,"House of Parliament, London, SW1A 0AA",Monetary,2nd April 2025 - reimbursement payment for 1 x return flight from London to Bahrain,647.52,True,https://interests-api.parliament.uk/api/v1/Interests/12385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12381,International visit to Kenya between 08 April 2025 and 19 April 2025,,2025-05-08,2025-05-08,,Visits outside the UK,4824,Kim Johnson,Kenya,"Nairobi, Kisumu, Homa Bay County",To raise awareness among UK Parliamentarians about issues relating to Global SRHR/Maternal Health/Family Planning (FP)/Gender Based Violence (GBV) and International Development and assess UK Official Development Aid impact.,2025-04-08,2025-04-19,Global Sexual and Reproductive Health,United Nations Population Fund via the APPG on Global Sexual and Reproductive Health and as per its APPG Register,False,"United Nations Population Fund
605 3rd Avenue
New York
NY 10158
USA",Monetary,"9-13th April, Kenya
Flights:  £1,547.90
Accommodation: 486.41
Other travel: £101.16
Food & Drink: £371.13
Misc: £127.14",2633.74,True,https://interests-api.parliament.uk/api/v1/Interests/12381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12372,International visit to Turkey between 14 April 2025 and 16 April 2025,,2025-05-07,2025-05-08,,Visits outside the UK,4409,Naz Shah,Turkey,Istanbul,To attend the Global Donors Forum conference and participate in discussions on ethical leadership.,2025-04-14,2025-04-16,,Global Wealth Forum,False,"203 Westgate, Bradford BD13AD",In kind,"Flights (£1399.90), accommodation and meals (£720), parking (£155.00)",2234.90,True,https://interests-api.parliament.uk/api/v1/Interests/12372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12376,International visit to Kenya between 08 April 2025 and 12 April 2025,,2025-05-07,2025-05-07,,Visits outside the UK,5290,Leigh Ingham,Kenya,,Study tour on Sexual and Reproductive Health and Rights and International Development,2025-04-08,2025-04-12,Global Sexual and Reproductive Health,United Nations Population Fund via the All Party Parliamentary Group on Global Sexual and Reproductive Health and as per its APPG Register.,False,"605 3rd Avenue, New York NY 10158",In kind,"Flights & visa (£1,789.41), accommodation (£486.41), other travel (£220.08), food and drink (£371.130), per diem and misc (127.14)",2994.17,True,https://interests-api.parliament.uk/api/v1/Interests/12376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12365,International visit to United States between 06 April 2025 and 11 April 2025,,2025-05-07,2025-05-07,,Visits outside the UK,5174,Fred Thomas,United States,Washington DC,"Fact-finding political delegation to strengthen transatlantic relations and to discuss joint UK-US foreign policy challenges with US politicians, policymakers and experts.",2025-04-06,2025-04-11,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"flights (£2694.99), accommodation (£1222.83), transport (£544.68), and food/miscellaneous (£633.80)",5096.30,True,https://interests-api.parliament.uk/api/v1/Interests/12365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12361,International visit to Belgium between 08 April 2025 and 09 April 2025,,2025-05-06,2025-05-06,,Visits outside the UK,4636,Chris Hazzard,Belgium,Brussels,Participant in delegation on the constitutional future of Ireland,2025-04-08,2025-04-09,,EU Parliament,False,"Place Du Luxembourg, Brussels, Belgium",In kind,Flights and accomodation £350,350.00,True,https://interests-api.parliament.uk/api/v1/Interests/12361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12232,International visit to United States between 08 April 2025 and 12 April 2025,,2025-05-06,2025-05-06,,Visits outside the UK,1444,Mr Mark Francois,United States,Washington DC,"Speaking at the AUKUS Defence Conference, in Washington DC.",2025-04-08,2025-04-12,,Pyne and Partners,False,"Suite 2
10 Bourke Street
Barton, ACT 2600, Australia",In kind,"Flights (approx £3,217.62) Accommodation (approx £447.13) approx.",3664.75,True,https://interests-api.parliament.uk/api/v1/Interests/12232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12360,International visit to China between 08 March 2025 and 22 March 2025,,2025-05-06,2025-05-06,,Visits outside the UK,4636,Chris Hazzard,China,Hubei Province,Participant in a cultural exchange delegation between Ireland and China,2025-03-08,2025-03-22,,Hubei Normal University,False,"Cihu Road, Hangshi, Hubei Providence, China",In kind,Participant in a cultural exchange delegation between Ireland and China (flights and accomodation),1500.00,True,https://interests-api.parliament.uk/api/v1/Interests/12360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12343,International visit to Israel between 13 April 2025 and 18 April 2025,,2025-05-02,2025-05-02,,Visits outside the UK,227,Andrew George,Israel,Israel and the occupied Palestinian territories,"Delegation to the occupied West Bank including East Jerusalem, and Israel, to meet with Palestinian communities and Palestinian and Israeli politicians, journalists, and civil society organisations.",2025-04-13,2025-04-18,,International Centre of Justice for Palestinians,False,"Scottish Provident House, 1st Floor, 76-80 College Road, Harrow, England, HA1 1BQ",In kind,"Flights, accommodation, transfers, subsistence",2177.99,False,https://interests-api.parliament.uk/api/v1/Interests/12343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12327,International visit to Israel between 05 April 2025 and 06 April 2025,,2025-05-02,2025-05-02,,Visits outside the UK,5142,Abtisam Mohamed,Israel,,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,2025-04-05,2025-04-06,,Medical Aid for Palestinians,False,"50 Featherstone St, London EC1Y 8RT",In kind,Flights (£831) and taxi to Luton airport  (£89),920.00,True,https://interests-api.parliament.uk/api/v1/Interests/12327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12342,International visit to Gibraltar between 24 April 2025 and 26 April 2025,,2025-05-02,2025-05-02,,Visits outside the UK,5358,John Cooper,Gibraltar,,Meetings with representatives of HM Government of Gibraltar,2025-04-24,2025-04-26,,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flights (£372 return), accommodation (£346) and meals/hospitality (£200)",918.00,True,https://interests-api.parliament.uk/api/v1/Interests/12342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12346,International visit to Israel between 05 April 2025 and 06 April 2025,,2025-05-02,2025-05-02,,Visits outside the UK,5267,Yuan Yang,Israel,Palestine (Occupied Palestinian Territory) and Israel,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians. 5-6 April 2025,2025-04-05,2025-04-06,,Medical Aid for Palestinians,False,"50 Featherstone St, London EC1Y 8RT",In kind,Flights and transport,920.00,True,https://interests-api.parliament.uk/api/v1/Interests/12346,Palestine,Palestine (Occupied Palestinian Territory) and Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12329,International visit to Italy between 04 April 2025 and 06 April 2025,,2025-05-01,2025-05-01,,Visits outside the UK,4601,Andrew Bowie,Italy,,German British Dialogue,2025-04-04,2025-04-06,,Konrad-Adenauer-Stiftung,False,"42 Essex Street, London WC2R 3JF",In kind,"Transfers: EUR 89

Accommodation: EUR 360

Food: EUR 102

Flights: GBP 328",796.29,True,https://interests-api.parliament.uk/api/v1/Interests/12329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12332,International visit to Canada between 19 April 2025 and 21 April 2025,,2025-05-01,2025-05-01,,Visits outside the UK,5292,Dáire Hughes,Canada,Toronto,"To meet diaspora and trade union representatives, and to speak at a Friends of Sinn Féin Canada event.",2025-04-19,2025-04-21,,Friends of Sinn Féin Canada,False,"466 Dupont Street, Toronto, Ontario, M5R 1W6",In kind,"Flights (£844.52), Accommodation (£126.04), Meals (£54.22)",1024.79,True,https://interests-api.parliament.uk/api/v1/Interests/12332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12331,International visit to Italy between 04 April 2025 and 06 April 2025,,2025-05-01,2025-05-01,,Visits outside the UK,4066,Priti Patel,Italy,,"To attend a conference in my capacity as Shadow Secretary of State for Foreign, Commonwealth and Development Affairs.",2025-04-04,2025-04-06,,Konrad-Adenauer-Stiftung,False,"42 Essex Street, London, WC2R 3JF",In kind,"Flights (£913 for two people), accommodation (£611 for two people), transfers (£151 for two people), and meals (£173 for two people) provided to me and a CCHQ political adviser who accompanied me on this visit.",1848.00,False,https://interests-api.parliament.uk/api/v1/Interests/12331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
