ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link
13703,"Payment received on 28 April 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-04-28,,Monetary,,1573.00,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13703
13705,"Payment received on 27 June 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-06-27,,Monetary,,1573.00,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13705
13733,"Payment received on 22 October 2025 - £6,000.00",13732,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,4780,Laura Trott,True,2025-10-22,,Monetary,Speech to ACA Annual Dinner,6000.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13733
13709,"Payment received on 28 October 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-10-28,,Monetary,,1573.00,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13709
13490,Payment received on 25 November 2024 - £797.90,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-11-25,,Monetary,,797.90,31.60,per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13490
13694,"Payment received on 26 July 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-07-26,,Monetary,,1573.00,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13694
13695,"Payment received on 28 August 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-08-28,,Monetary,,1573.00,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13695
13707,"Payment received on 28 August 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-08-28,,Monetary,,1573.00,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13707
13708,"Payment received on 26 September 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-09-26,,Monetary,,1573.00,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13708
13696,"Payment received on 27 September 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-09-27,,Monetary,,1573.00,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13696
13706,"Payment received on 28 July 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-07-28,,Monetary,,1573.00,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13706
13493,Payment received on 25 March 2025 - £802.48,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-03-25,,Monetary,,802.48,31.60,per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13493
13698,"Payment received on 28 November 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2024-11-28,,Monetary,,1573.00,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13698
13704,"Payment received on 28 May 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-05-28,,Monetary,,1573.00,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13704
13717,Payment received on 17 October 2025 - £90.62,11729,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-10-17,,Monetary,Expenses reimbursed for attending a voluntary Board meeting.,90.62,0.00,I have not specified the number of hours because this expense payment related to attendance at a voluntary board meeting in my capacity as Chair,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13717
13685,Payment received on 25 September 2025 - £837.55,13302,2025-10-30,2025-10-31,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-09-25,,Monetary,,837.55,31.60,a month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13685
13712,"Payment received on 31 October 2025 - £4,000.00",12266,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-10-31,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13712
13718,"Payment received on 29 October 2025 - £1,312.52",11413,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-10-29,,Monetary,,1312.52,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13718
13686,Payment received on 25 October 2025 - £418.78,13302,2025-10-30,2025-10-31,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-10-25,,Monetary,,418.78,15.80,a month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13686
13665,"Payment received on 28 October 2025 - £2,250.00",10930,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-10-28,,Monetary,articles,2250.00,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13665
13667,Payment received on 16 October 2025 - £600.00,4375,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2025-10-16,,Monetary,This is a copyright payment for an article I wrote in 2018,600.00,0.00,No extra hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13667
13666,Payment received on 24 October 2025 - £750.00,10669,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-10-24,Writing an article,Monetary,Writing (not presenting a show),750.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13666
13643,Payment received on 13 October 2025 - £250.00,11767,2025-10-28,2025-10-28,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-10-13,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13643
13559,"Payment received on 08 October 2025 - £25,000.00",12767,2025-10-28,2025-10-28,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-10-08,,Monetary,,25000.00,40.00,five days,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13559
13646,"Payment received on 23 October 2025 - £10,620.00",13645,2025-10-28,2025-10-28,2025-12-22,Employment and earnings - Ad hoc payments,4074,Mark Garnier,True,2025-10-23,,Monetary,Payment as a result of a business referral.,10620.00,1.00,"(A balance of £1,393.44 was paid on 22 December 2025)",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13646
13639,Payment received on 23 October 2025 - £750.00,3671,2025-10-24,2025-10-24,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-10-23,,Monetary,Article published by The Sun online and paper copy on 13th August 2025,750.00,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13639
13628,Payment expected for services on 20 October 2025 - £500.00,13626,2025-10-23,2025-10-23,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,False,2025-10-20,Speaking engagement,Monetary,,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13628
13633,"Payment received on 21 October 2025 - £2,918.51",11326,2025-10-23,2025-10-23,,Employment and earnings - Ad hoc payments,5267,Yuan Yang,True,2025-10-21,,Monetary,,2918.51,0.00,Payment received for book sales,True,RCW literary Agency,False,"RCW literary Agency, 20 Powis Mews, London W11 1JN",Literary Agency,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13633
13617,Payment received on 30 September 2025 - £675.49,4932,2025-10-22,2025-10-22,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-09-30,,Monetary,,675.49,10.00,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/13617
13574,Payment received on 30 September 2025 - £950.00,12101,2025-10-17,2025-10-20,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-09-30,,Monetary,Appeared on five programmes,950.00,30.00,estimated as does not include preparation time,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13574
13573,Payment received on 15 October 2025 - £400.00,4321,2025-10-17,2025-10-20,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-10-15,,Monetary,For two shows.,400.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13573
13597,"Payment received on 16 October 2025 - £141,000.00",12316,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4483,Rishi Sunak,True,2025-10-16,,Monetary,,141000.00,5.00,,True,NDTV,False,"W-17, 2nd Floor, Greater Kailash - I, New Delhi, 110048, India",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13597
13586,Payment received on 03 October 2025 - £253.31,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-10-03,,Monetary,,253.31,0.00,,True,Penguin Books Ltd,False,"Embassy Gardens. One Embassy Gardens, 8 Viaduct Gardens, London, SW11 7BW",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13586
13543,"Payment received on 03 October 2025 - £10,000.00",11622,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-10-03,,Monetary,,10000.00,20.00,up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13543
13582,Payment received on 15 October 2025 - £196.24,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-10-15,,Monetary,,196.24,10.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13582
13583,Payment received on 01 October 2025 - £108.75,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-10-01,,Monetary,,108.75,8.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13583
13584,Payment received on 17 September 2025 - £100.35,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-09-17,,Monetary,,100.35,5.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13584
13587,Payment received on 09 October 2025 - £66.55,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-10-09,,Monetary,,66.55,0.00,,True,HarperCollins Publishers Ltd,False,"The News Building, 1 London Bridge St, London SE1 9GF",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13587
13589,Payment received on 16 October 2025 - £98.40,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2025-10-16,,Monetary,,98.40,0.00,,True,Everyman's Library,False,"Everyman's Library, 50 Albemarle Street, London, W1S 4BD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13589
13569,"Payment received on 16 October 2025 - £1,500.00",6545,2025-10-17,2025-10-17,,Employment and earnings - Ad hoc payments,5030,Dr Simon Opher,True,2025-10-16,,Monetary,Payment for work as a locum at three GP surgeries,1500.00,20.00,3 GP surgeries,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13569
13547,Payment received on 01 October 2025 - £964.25,11729,2025-10-15,2025-10-16,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-10-01,,In kind,Return travel between London and Geneva plus accommodation,964.25,0.00,I have not specified the number of hours because this expenses payment related to attendance at a voluntary board meeting in my capacity as Chair,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13547
13551,Payment received on 16 October 2025 - £600.00,4375,2025-10-16,2025-10-16,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2025-10-16,,Monetary,"Payment for copywrite fees of an article written in 2018, which the Guardian have syndicated",600.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13551
13548,Payment received on 26 September 2025 - £37.49,5988,2025-10-15,2025-10-16,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-09-26,,Monetary,this payment is for work carried out prior to July 2024,37.49,0.30,estimated working time of 20 minutes,True,Confidential,False,Confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13548
13532,Payment expected for services on 29 September 2025 - £150.00,12296,2025-10-14,2025-10-15,,Employment and earnings - Ad hoc payments,4500,Clive Lewis,False,2025-09-29,,Monetary,Payment for one article,150.00,0.75,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13532
13540,"Payment received on 15 October 2025 - £2,055.56",11413,2025-10-15,2025-10-15,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-10-15,,Monetary,,2055.56,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13540
13531,Payment expected for services on 08 September 2025 - £150.00,12296,2025-10-14,2025-10-15,,Employment and earnings - Ad hoc payments,4500,Clive Lewis,False,2025-09-08,,Monetary,Payment for one article,150.00,1.50,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13531
13529,Payment received on 14 October 2025 - £500.00,3680,2025-10-14,2025-10-14,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-10-14,,Monetary,Payment for an article published on 30 September 2025,500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13529
13502,"Payment received on 08 August 2025 - £12,750.00",12649,2025-10-13,2025-10-14,,Employment and earnings - Ad hoc payments,4366,Sir James Cleverly,True,2025-08-08,,Monetary,,12750.00,20.00,"preparation, delivery and travel",True,Speakers Associates,False,"15 Kinghorn Park, Maidenhead SL6 7TX","Preseneters, hosts and workshop delivery for business",False,,,,https://interests-api.parliament.uk/api/v1/Interests/13502
13522,Payment received on 14 October 2025 - £630.00,6031,2025-10-14,2025-10-14,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-10-14,,Monetary,,630.00,4.00,Approximate hours worked,True,True Solicitors LLP,False,"Percy House, Percy Street, Newcastle upon Tyne, Tyne & Wear, NE1 4PW",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13522
13500,"Payment received on 03 October 2025 - £11,900.00",12649,2025-10-10,2025-10-13,,Employment and earnings - Ad hoc payments,4366,Sir James Cleverly,True,2025-10-03,,Monetary,,11900.00,18.00,preparation time and delivery and engagement,True,Informa Connect Ltd,False,"5 Horwick Place, London, SW1P 1WG","Host and facilitate live events, Digital content and training for professionals",False,,,,https://interests-api.parliament.uk/api/v1/Interests/13500
13498,Payment received on 25 August 2025 - £837.55,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-08-25,,Monetary,,837.55,31.60,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13498
13497,Payment received on 25 July 2025 - £825.98,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-07-25,,Monetary,,825.98,31.60,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13497
13513,Payment received on 03 October 2025 - £200.00,13462,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,1560,Sir Jeremy Wright,True,2025-10-03,,Monetary,Payment received for appearing on Any Questions?,200.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13513
13494,Payment received on 25 April 2025 - £825.98,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-04-25,,Monetary,,825.98,31.60,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13494
13503,"Payment received on 29 September 2025 - £1,000.00",12619,2025-10-10,2025-10-13,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-09-29,,Monetary,,1000.00,30.00,Approximate to include speeches,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13503
13492,Payment received on 25 February 2025 - £797.90,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-02-25,,Monetary,,797.90,31.60,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13492
13489,Payment received on 25 October 2024 - £797.90,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-10-25,,Monetary,,797.90,31.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13489
13512,Payment received on 14 March 2025 - £200.00,13462,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,1560,Sir Jeremy Wright,True,2025-03-14,,Monetary,Payment received for appearing on Any Questions?,200.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13512
13486,"Payment received on 25 July 2024 - £3,914.50",13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-07-25,,Monetary,,3914.50,36.50,(I was using some annual leave and TOIL for these months.),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13486
13487,"Payment received on 25 August 2024 - £3,914.50",13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2024-08-25,,Monetary,,3914.50,36.50,I was using annual leave and TOIL during this period),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13487
13495,Payment received on 25 May 2025 - £825.98,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,Sarah Gibson,True,2025-05-25,,Monetary,,825.98,31.60,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13495
13501,"Payment received on 03 October 2025 - £5,950.00",12649,2025-10-10,2025-10-10,,Employment and earnings - Ad hoc payments,4366,Sir James Cleverly,True,2025-10-03,,Monetary,,5950.00,12.00,Preparation and delivery,True,Builders Merchant Federation,False,"1180 Elliott Court, Herald Avenue, Coventry CV5 6UB",Trade association representing and protecting  the majority of building materials businesses,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13501
13485,"Payment received on 10 October 2025 - £8,220.00",6031,2025-10-10,2025-10-10,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-10-10,,Monetary,,8220.00,35.00,Approximate number of hours worked,True,Prosperity Law LLP,False,"Vantage Point, 4 Hardman Street, Spinningfields, Manchester, M3 3HF",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13485
13478,"Payment received on 02 October 2025 - £2,166.66",4308,2025-10-09,2025-10-09,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-10-02,,Monetary,For four full page columns in the Daily Express.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13478
13479,Payment received on 24 September 2025 - £290.34,4935,2025-10-09,2025-10-09,,Employment and earnings - Ad hoc payments,4514,Sir Keir Starmer,True,2025-09-24,,Monetary,,290.34,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13479
13473,"Payment received on 30 September 2025 - £2,250.00",10930,2025-10-08,2025-10-08,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-09-30,,Monetary,Articles,2250.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13473
13474,"Payment received on 25 September 2025 - £1,500.00",10669,2025-10-08,2025-10-08,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-09-25,Writing articles,Monetary,For writing articles for LBC,1500.00,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13474
13440,"Payment received on 31 July 2025 - £43,491.60",6852,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-07-31,,Monetary,,43491.60,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13440
13450,"Payment received on 08 May 2025 - £6,493.11",13449,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-05-08,,Monetary,"This is 1 of 3 payments which equates to the overall agreed speaker fee.

The 3 payments were received across 3 different dates and have been converted from USD to GBP",6493.11,12.00,This is an estimate and this same amount will be shown on the other two related payments,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13450
13451,"Payment received on 19 May 2025 - £6,493.11",13449,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-05-19,,Monetary,"This 2 of 3 payments which equates to the overall agreed speaker.

The 3 payments were received across 3 different dates and have been converted from USD to GBP",6493.11,12.00,This is an estimate and this same amount will be shown on the other two related payments,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13451
13452,"Payment received on 10 June 2025 - £12,986.23",13449,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-06-10,,Monetary,"This is 3 of 3 payments which equates to the overall agreed speaker fee.

The payments were received across 3 different dates and have been converted from USD to GBP",12986.23,12.00,This is an estimate and the same amount will be shown on the other two related payments,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13452
13454,"Payment received on 22 September 2025 - £7,410.00",13453,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-09-22,,Monetary,This amount has been converted from USD to GBp,7410.00,11.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13454
13422,"Payment received on 01 October 2025 - £1,138.06",11413,2025-10-02,2025-10-06,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-10-01,,Monetary,,1138.06,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13422
13448,"Payment received on 03 October 2025 - £36,729.98",9240,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-10-03,,Monetary,,36729.98,30.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13448
13442,"Payment received on 29 August 2025 - £51,438.00",6852,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-08-29,,Monetary,,51438.00,14.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13442
13447,Payment received on 24 September 2025 - £156.23,10624,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-09-24,,Monetary,,156.23,1.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13447
13432,"Payment received on 01 October 2025 - £7,576.73",11698,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5360,David Pinto-Duschinsky,True,2025-10-01,,Monetary,Payment of an amount owing from previous role as EY partner (that ended in May 2024 prior to my election),7576.73,0.00,"This is an ex-partner payment. It is the payment of an outstanding amount owed from my role as a partner at EY, which ended in May 2024",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13432
13444,Payment received on 10 September 2025 - £84.38,9226,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-09-10,,Monetary,,84.38,1.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13444
13445,"Payment received on 17 September 2025 - £2,987.54",9226,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-09-17,,Monetary,,2987.54,20.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13445
13443,"Payment received on 30 September 2025 - £21,108.00",6852,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-09-30,,Monetary,,21108.00,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13443
13411,Payment received on 30 September 2025 - £250.00,3680,2025-10-01,2025-10-01,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-09-30,,Monetary,Article published on 4 September 2025.,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13411
13358,"Payment received on 22 September 2025 - £24,000.00",11008,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2025-09-22,Speaking engagement,Monetary,,24000.00,1.50,,True,"Bank of America, N.A. London",False,"2 King Edward St, London, EC1A 1HQ",Banking & Financial Services,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/13358
13399,"Payment received on 29 September 2025 - £4,000.00",12266,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-09-29,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13399
13404,"Payment received on 24 September 2025 - £9,610.55",11729,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-09-24,,Monetary,Payment for hours worked January-July 2025 and expenses incurred,9610.55,99.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13404
13407,"Payment received on 25 September 2025 - £1,000.00",13406,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,188,Ed Davey,True,2025-09-25,,Monetary,,1000.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13407
13387,"Payment received on 30 August 2025 - £17,920.00",13386,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,5213,Dr Zubir Ahmed,True,2025-08-30,Emergency vascular surgeon,Monetary,Payment for emergency vascular surgery provision in ninewells hospital during parliamentary recess to cover a short notice staff absence.,17920.00,190.00,"No of hours worked is an estimate as it covers emergency on call availability, overnight emergency cover and time spent in hospital operating and performing other clinical duties and providing remote specialist clinical advice",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13387
13402,"Payment received on 28 September 2025 - £7,500.00",12237,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,4320,Robert Jenrick,True,2025-09-28,,Monetary,,7500.00,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13402
13385,"Payment received on 30 August 2025 - £19,878.00",7936,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,5213,Dr Zubir Ahmed,True,2025-08-30,General and transplant surgery specialist services,Monetary,"Payment for work undertaken between July 2024 and July 2025 in general surgery at the Golden Jubilee Hospital and specialist transplant surgery at the Queen Elizabeth University Hospital, and provision of clinical governance support",19878.00,290.00,Hours worked are an estimate and include on call provision and include emergency surgery provision provided at weekends and night,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13385
