ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,DonationSource,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link_1
10282,,"Anthony Dunn - £38,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Andrew George,227,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,To support St Ives Liberal Democrats in preparation for forthcoming General Election,38000.00,,,,True,Anthony Dunn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10282
9874,,"Duchess of Bedford - £2,200.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Blake Stephenson,5100,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2200.00,,,,True,Duchess of Bedford,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9874
7601,,"Henry Stannard - £2,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Kirsty McNeill,5114,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Henry Stannard,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7601
9719,,"UNISON Labour Link - £3,500.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Katrina Murray,5309,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,For my election campaign,3500.00,,,,True,UNISON Labour Link,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9719
9798,,"Lord (Michael) Hintze - £2,000.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Dr Andrew Murrison,1466,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,To my General Election Fighting Fund,2000.00,,,,True,Lord (Michael) Hintze,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9798
9782,,"Gary Lubner - £7,500.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Jake Richards,5082,(b) Any other support not included in Category 2(a),Cash,,7500.00,27/09/2023,27/09/2023,,True,Gary Lubner,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9782
7975,,"Communication Workers Union (CWU) - £3,500.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Darren Paffey,5270,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,3500.00,,,,True,Communication Workers Union (CWU),"South Central Branch, 285 Chamberlayne Road, Eastleigh SO50 5HX",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7975
9461,,"Community - £2,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Ian Murray,3966,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Community,"183 St Vincent Street, Glasgow G2 5QD",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9461
9662,,"Dominic Mathon - £1,800.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Lisa Smart,5070,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my general election campaign,1800.00,,,,True,Dominic Mathon,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9662
9664,,"Elizabeth Desmond - £2,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Lisa Smart,5070,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my general election campaign,2000.00,,,,True,Elizabeth Desmond,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9664
9259,,"Matthew Hanney - £2,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Calum Miller,5346,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Matthew Hanney,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9259
9310,,"Dr Piers Clarke - £10,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Helen Maguire,5336,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my parliamentary campaign,10000.00,,,,True,Dr Piers Clarke,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9310
9510,,"Unison - £2,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Satvir Kaur,5271,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Unison,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9510
9428,,Marilyn Wilson - £500.00,2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Josh Babarinde,5086,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,donation in support of my election campaign,500.00,,,,True,Marilyn Wilson,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9428
9414,,Mary Hodge - £500.00,2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Josh Babarinde,5086,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Ddnation in support of my election campaign.,500.00,,,,True,Mary Hodge,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9414
6938,,"London TULO - £4,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Ms Diane Abbott,172,(b) Any other support not included in Category 2(a),Cash,,4000.00,11/06/2024,11/06/2024,,True,London TULO,"Outside Copper Coffee 45 Aldgate High St, London EC3N 1AL",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6938
9307,,"John Pierce - £5,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Kate Dearden,5224,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,John Pierce,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9307
9029,,"Philip Broadbank - £5,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Tom Gordon,5032,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Philip Broadbank,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9029
9044,,"UNISON - £3,733.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Alice Macdonald,5133,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Shared with one other MP.,3733.00,,,,False,UNISON,"Unison Centre, 130 Euston Road, London NW1 2AY",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9044
9071,,"Michael Broadbent - £2,500.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Sam Rushworth,5108,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Campaign funds,2500.00,,,,True,Michael Broadbent,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9071
8980,,"Sanjay Vadhera - £2,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Seema Malhotra,4253,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Sanjay Vadhera,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8980
8708,,"Teescraft Engineering Ltd - £5,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Sam Rushworth,5108,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Campaign Funds,5000.00,,,,True,Teescraft Engineering Ltd,"3, 1 Longfield Rd, Bishop Auckland DL14 6XB",Company,Teescraft Engineering Ltd,,01554968,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/8708
8428,,"Phyllis Rapsom - £1,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Amanda Martin,5294,(b) Any other support not included in Category 2(a),Cash,,1000.00,08/03/2024,08/07/2024,,True,Phyllis Rapsom,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8428
8562,,"Mr Rajeev Krishan - £2,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Steve Yemm,5194,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Mr Rajeev Krishan,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8562
8564,,"Labour Together - £10,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Jake Richards,5082,(b) Any other support not included in Category 2(a),Cash,,10000.00,03/04/2024,03/04/2024,,True,Labour Together,"Langley House Park Road, East Finchley N2 8EY",Company,Labour Together,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/8564
7394,,"Stellar Entertainment Development Limited - £1,920.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Zöe Franklin,5313,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,InKind,Payment of office costs (monthly),1920.00,,,,True,Stellar Entertainment Development Limited,"C/O Grant Thornton, 12-15 Donegall Square West, Belfast BT1 6JH",Company,Stellar Entertainment Development Limited,,NI684184,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7394
7395,,"Stellar Entertainment Development Limited - £1,920.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Zöe Franklin,5313,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,InKind,Payment of office costs (monthly),1920.00,,,,True,Stellar Entertainment Development Limited,"C/O Grant Thornton, 12-15 Donegall Square West, Belfast BT1 6JH",Company,Stellar Entertainment Development Limited,,NI684184,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7395
8738,,"Unison - £6,133.53",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Mr Bayo Alaba,5097,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for campaign support,6133.53,,,,True,Unison,"Church Lane House, Church Lane, Chelmsford CM1 1NH",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8738
10328,,Robert Mulder - £600.00,2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Caroline Voaden,5216,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,600.00,,,,True,Robert Mulder,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10328
10329,,"Robert Mulder - £1,200.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Caroline Voaden,5216,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1200.00,,,,True,Robert Mulder,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10329
10381,,"Duncan Greenland - £2,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Lisa Smart,5070,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,For the General Election Campaign,2000.00,,,,False,Duncan Greenland,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10381
9667,,"Hilary Stone - £4,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Lisa Smart,5070,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,For the General Election Campaign,4000.00,,,,True,Hilary Stone,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9667
7496,,Welwyn Hatfield Labour Council Group - £800.00,2024-07-25,2024-08-04,,Donations and other support (including loans) for activities as an MP,Andrew Lewin,5061,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,To support the local election campaign and the parliamentary campaign,800.00,,,,True,Welwyn Hatfield Labour Council Group,"Welwyn Hatfield Borough Council Offices
The Campus
Welwyn Garden City
Hertfordshire
AL8 6AE",Other,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7496
9903,,"Francesca Perrin - £10,000.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Tonia Antoniazzi,4623,(b) Any other support not included in Category 2(a),Cash,Donation to general election campaign,10000.00,28/05/2024,28/05/2024,,True,Francesca Perrin,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9903
9455,,"Adam Management Holdings Ltd - £3,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Josh Babarinde,5086,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Donation in support of my election campaign.,3000.00,,,,True,Adam Management Holdings Ltd,"1 Canada Square, London E14 5AA",Company,Adam Management Holdings Ltd,,13453522,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/9455
8667,,"Communications Workers Union London - £1,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Apsana Begum,4790,(b) Any other support not included in Category 2(a),Cash,,1000.00,23/07/2024,23/07/2024,,True,Communications Workers Union London,"150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8667
6709,,"Westminster Labour Group - £12,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Rachel Blake,5257,(b) Any other support not included in Category 2(a),Cash,to cover the cost of campaign literature,12000.00,17/07/2023,17/07/2023,,True,Westminster Labour Group,"4G Shirland Mews, W9 3DY",Other,,,,,,Political group of Labour Councillors at Westminster City Council,https://interests-api.parliament.uk/api/v1/Interests/6709
10006,,"Unison the Union - £6,321.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Juliet Campbell,5058,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for campaign activity,6321.00,,,,True,Unison the Union,"Unite House, 128 Theobolds Road, Holborn, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10006
10416,,"Ahmed Hindawi - £5,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Lisa Smart,5070,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my general election campaign,5000.00,,,,True,Ahmed Hindawi,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10416
9036,,"Labour Together - £10,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Louise Jones,5258,(b) Any other support not included in Category 2(a),Cash,,10000.00,03/04/2024,03/04/2024,,True,Labour Together,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/9036
10291,,Dominic Mathon - £800.00,2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Mike Martin,5219,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,800.00,,,,True,Dominic Mathon,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10291
10292,,"Dominic Mathon - £1,250.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Mike Martin,5219,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1250.00,,,,True,Dominic Mathon,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10292
6702,,"Carl Michel - £5,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Mike Martin,5219,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Carl Michel,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6702
9700,,"Communication Workers Union - £4,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Michelle Welsh,5226,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,For the General Election Campaign,4000.00,,,,True,Communication Workers Union,"CWU, 150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9700
9702,,"Communication Workers Union - £3,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Michelle Welsh,5226,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,For the general election campaign,3000.00,,,,True,Communication Workers Union,"CWU, 150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9702
10148,,"James Anderson - £2,500.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Mr Alistair Carmichael,1442,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2500.00,,,,True,James Anderson,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10148
10079,,Donna Westall - £900.00,2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Sarah Green,4918,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my re-election campaign,900.00,,,,True,Donna Westall,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10079
10076,,"Elizabeth Shepherd - £1,200.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Sarah Green,4918,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my re-election campaign,1200.00,,,,True,Elizabeth Shepherd,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10076
10064,,Mark Roberts - £750.00,2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Sarah Green,4918,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my re-election campaign,750.00,,,,True,Mark Roberts,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10064
10186,,"Kirsteen Sumner - £5,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Tessa Munt,4089,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,campaign support,5000.00,,,,True,Kirsteen Sumner,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10186
10223,,"David Kogan - £3,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Oliver Ryan,5135,(b) Any other support not included in Category 2(a),Cash,for my general election campaign,3000.00,22/01/2024,22/01/2024,,True,David Kogan,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10223
10277,,"CWU - £2,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Luke Pollard,4682,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,CWU,"CWU Office, Station Buildings, Rougemont Telephone Exchange, Queen Street, Exeter EX4 4TL",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10277
10234,,"Michael Craven - £2,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Oliver Ryan,5135,(b) Any other support not included in Category 2(a),Cash,Campaign activities.,2000.00,24/05/2024,24/05/2024,,True,Michael Craven,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10234
10129,,"Mark William Harris - £5,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Jess Brown-Fuller,5335,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Mark William Harris,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/10129
10017,,"Adam Management Holdings Ltd - £3,000.00",2024-08-04,2024-08-04,,Donations and other support (including loans) for activities as an MP,Vikki Slade,5327,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,3000.00,,,,True,Adam Management Holdings Ltd,"Suite 52 Batley Business Park, Technology Drive, Batley WF17 6ER",Company,Adam Management Holdings Ltd,,13453522,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/10017
9825,,"Mike Bremford - £10,000.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Zöe Franklin,5313,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,10000.00,,,,True,Mike Bremford,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9825
9827,,"Mark Brett - £5,000.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Richard Foord,4942,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Mark Brett,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9827
7514,,"Adam Parr - £7,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Emma Reynolds,4077,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,7000.00,,,,True,Adam Parr,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7514
9727,,"DRUM VC LTD - £5,000.00",2024-08-03,2024-08-04,,Donations and other support (including loans) for activities as an MP,Alison Taylor,5093,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,DRUM VC LTD,"The Coach House, 12 Rubislaw Terrace, Aberdeen AB10 1XF",Company,DRUM VC LTD,,SC 437127,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/9727
9168,,"Nicola Rajska - £1,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Caroline Voaden,5216,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1000.00,,,,True,Nicola Rajska,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9168
9660,,"David Bendix - £4,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Lisa Smart,5070,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my general election campaign,4000.00,,,,True,David Bendix,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9660
9243,,"Mark Petterson - £5,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Calum Miller,5346,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Mark Petterson,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9243
9303,,"FBU - £2,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Ian Lavery,4139,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for campaigning,2000.00,,,,True,FBU,"Bradley House, 68 Coombe Road, Kingston-upon-Thames, Surrey KT2 7AE",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9303
9327,,"Zarah Sultana Campaigns Ltd - £15,339.66",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Zarah Sultana,4786,(b) Any other support not included in Category 2(a),Cash,towards my election campaign,15339.66,31/05/2024,31/05/2024,04/07/2024,True,Zarah Sultana Campaigns Ltd,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",Company,Zarah Sultana Campaigns Ltd,,13740182,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/9327
9444,,"John Ungar - £1,300.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Josh Babarinde,5086,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Donation made to support Eastbourne Liberal Democrats,1300.00,,,,True,John Ungar,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9444
9411,,"Lord (Waheed) Alli - £10,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Liam Conlon,5132,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,10000.00,,,,True,Lord (Waheed) Alli,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9411
9629,,"UNITE - £10,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Jayne Kirkham,5279,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,10000.00,,,,True,UNITE,"Unite House, 128 Theobalds Road, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9629
9630,,"CWU - £2,500.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Jayne Kirkham,5279,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my general election campaign,2500.00,,,,True,CWU,"20 Church Road, Lawrence Hill, Bristol BS5 9JA",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9630
7534,,"Gillian Green - £5,000.00",2024-07-25,2024-08-04,,Donations and other support (including loans) for activities as an MP,Darren Paffey,5270,(b) Any other support not included in Category 2(a),Cash,,5000.00,30/10/2023,30/10/2023,,True,Gillian Green,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7534
9329,,"USDAW - £5,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Helena Dollimore,5192,(b) Any other support not included in Category 2(a),Cash,,5000.00,22/12/2023,22/12/2023,,True,USDAW,"Voyager Building, 2 Furness Quay, Salford Quays, Manchester M50 3XZ",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9329
9337,,"Musicians' Union - £1,000.00",2024-08-02,2024-08-04,,Donations and other support (including loans) for activities as an MP,Helena Dollimore,5192,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1000.00,,,,True,Musicians' Union,"30 Snowsfields,
London SE1 3SU",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9337
9022,,"Unite the Union - £5,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Nadia Whittome,4869,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Unite the Union,"Unite House, 
128 Theobalds Road, 
Holborn, 
London 
WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9022
9027,,"Carl Michel - £2,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Tom Gordon,5032,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Carl Michel,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9027
9045,,"Unison - £1,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Alice Macdonald,5133,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1000.00,,,,True,Unison,"Unison Centre, 130 Euston Road, London NW1 2AY",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/9045
9050,,"KH London Ltdf - £5,000.00",2024-08-01,2024-08-04,,Donations and other support (including loans) for activities as an MP,Daisy Cooper,4769,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,KH London Ltdf,"1 Lucas Bridge Business Park, 1 Old Greens Norton Road, Towcester, Northamptonshire NN12 8AX",Company,KH London Ltdf,,09799569,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/9050
8386,,"Marian Tucker - £13,196.40",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,13196.40,,,,True,Marian Tucker,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8386
8406,,"Guy Jennings - £2,000.00",2024-07-31,2024-08-04,,Donations and other support (including loans) for activities as an MP,Anna Sabine,5286,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Guy Jennings,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8406
